日期,二林,南投,埔里,大里,彰化,忠明,沙鹿,竹山,線西,西屯,豐原,三重,中壢,中山,古亭,土城,基隆,士林,大同,大園,平鎮,新店,新莊,松山,板橋,林口,桃園,永和,汐止,淡水,菜寮,萬華,萬里,觀音,陽明,龍潭,三義,新竹,湖口,竹東,苗栗,頭份,冬山,宜蘭,臺東,花蓮,關山,仁武,前金,前鎮,大寮,小港,屏東,左營,復興,恆春,林園,楠梓,橋頭,潮州,美濃,鳳山,善化,嘉義,安南,崙背,斗六,新港,新營,朴子,臺南,臺西,麥寮
2015-01-01,79.09,82.88,64.28,71.17,66.86,69.17,71.05,87.39,72.23,70.83,53.75,66.3,75.06,68.92,53.18,60.17,35.2,43.02,63.07,58.95,70.41,42.52,56.04,46.01,61.88,48.51,55.74,48.29,46.87,50.95,53.58,47.34,60.43,73.51,21.28,62.38,53.96,62.99,59.88,54.91,60.98,63.29,50.4,47.04,29.23,38.68,31.21,106.96,104.0,92.21,90.34,98.46,86.83,96.32,100.4,32.07,67.15,108.8,95.83,82.82,71.05,114.59,80.4,90.56,96.47,89.18,82.43,100.62,98.54,106.25,86.67,77.75,115.93
2015-01-08,63.6,77.47,54.2,65.17,58.82,59.34,56.88,79.94,59.12,60.97,43.72,65.84,62.98,64.33,50.88,43.91,34.56,41.93,60.77,51.93,58.77,39.36,43.05,44.32,47.4,45.2,44.26,41.23,43.56,44.98,44.45,45.98,60.72,60.53,22.88,49.66,43.18,43.27,45.03,39.81,45.11,45.18,46.23,48.31,27.27,35.51,31.16,96.35,91.56,81.62,83.41,91.86,80.03,84.73,89.17,34.49,58.9,98.7,86.79,88.53,70.5,104.57,70.81,83.09,83.89,71.21,75.48,81.14,79.92,89.38,74.02,59.9,94.97
2015-01-15,80.95,86.26,59.54,79.34,68.58,65.35,70.78,92.12,72.65,73.99,59.23,81.34,80.14,82.57,66.06,59.63,48.06,57.48,75.12,67.83,73.87,54.34,61.68,58.45,62.73,61.5,60.29,56.35,58.37,59.53,59.75,58.95,82.93,77.45,33.78,68.77,56.4,63.22,62.9,58.0,64.91,68.63,63.22,60.56,39.56,50.88,42.43,119.59,121.91,102.15,95.73,117.27,101.18,106.51,108.28,41.49,69.82,120.83,96.37,111.18,94.77,132.01,91.79,98.21,104.77,83.75,84.06,96.3,96.09,108.64,93.31,82.1,121.28
2015-01-22,84.22,90.28,55.13,73.96,68.18,70.02,73.02,92.91,74.52,72.89,51.89,76.62,85.7,75.82,60.82,63.77,43.36,52.63,70.73,71.08,72.98,49.86,64.98,53.03,66.48,59.78,62.41,57.17,55.49,57.72,58.93,53.73,63.09,76.58,25.68,67.38,55.88,60.14,64.61,52.85,62.07,65.94,53.88,54.61,34.69,43.67,38.74,109.29,111.6,101.34,96.79,107.46,92.62,102.06,104.64,42.39,69.06,108.12,96.01,99.74,81.12,121.68,92.05,100.75,105.13,84.28,89.88,107.01,102.15,106.59,88.55,75.05,102.88
2015-01-29,45.54,59.18,49.27,41.9,38.13,33.85,39.33,68.09,40.97,38.53,31.6,37.75,43.89,36.34,29.73,23.16,17.93,20.18,35.23,32.44,32.78,19.04,22.64,20.22,25.82,22.62,25.04,21.31,22.27,15.91,21.68,21.61,40.78,37.78,4.55,32.87,31.3,29.79,30.63,26.79,33.21,37.08,18.32,22.51,14.4,15.64,15.77,114.185,88.42,82.52,81.69,92.6,82.61,79.33,85.69,20.52,61.1,89.32,70.61,102.64,71.46,104.09,66.49,67.12,64.93,49.13,52.4,59.68,65.17,68.88,56.75,39.81,74.12
2015-02-05,67.03,78.94,71.99,60.54,57.79,55.83,63.29,87.75,59.22,60.46,48.89,68.36,70.81,64.0,50.3,45.97,30.98,42.32,58.55,54.95,58.8,40.14,48.14,42.1,50.6,45.44,46.74,44.62,43.55,39.64,44.6,43.6,60.93,55.45,20.6,54.69,45.74,49.86,52.71,46.04,50.17,54.41,39.77,40.83,26.52,31.45,33.04,119.08,114.89,105.91,101.19,113.82,102.22,102.78,104.23,36.05,71.72,114.38,94.29,123.48,87.09,124.37,88.93,91.83,91.65,90.48,79.2,83.55,88.68,99.76,84.41,80.61,115.44
2015-02-12,98.14,97.57,70.28,97.18,84.22,88.0,90.95,98.29,98.01,88.59,68.82,95.45,96.61,98.76,81.53,76.33,60.04,70.24,89.37,85.54,86.53,69.2,76.14,73.25,78.31,74.37,74.0,75.42,71.59,66.64,76.81,71.61,72.72,88.27,39.79,81.21,63.09,77.57,83.36,68.0,78.67,81.57,68.98,73.54,46.54,66.65,45.92,118.1,111.52,93.89,97.55,111.92,92.56,104.95,100.81,56.29,73.5,125.29,100.79,96.5,82.12,119.97,106.36,117.31,112.4,102.63,109.43,116.85,117.61,119.85,101.35,87.71,121.0
2015-02-19,66.06,81.2,56.3,62.34,58.14,53.93,60.35,90.54,63.88,57.48,52.04,65.31,69.77,70.27,56.98,52.84,34.59,47.29,63.13,55.03,61.74,46.64,49.85,47.09,56.76,56.81,52.45,53.49,44.45,44.81,53.6,49.1,44.99,58.49,17.65,55.17,44.64,55.21,54.44,55.05,59.81,63.39,30.69,42.07,26.61,32.3,29.22,83.0,82.77,67.79,68.68,87.39,67.78,72.11,70.14,42.34,52.2,88.94,66.15,75.82,60.46,89.73,75.92,87.35,72.37,67.22,77.35,81.37,82.29,83.06,66.57,60.75,82.85
2015-02-26,58.1,70.48,58.28,54.35,48.33,49.03,51.22,81.53,54.41,50.64,50.48,53.93,60.67,55.58,43.59,39.0,27.25,34.85,50.84,48.06,46.9,32.28,39.36,31.14,43.68,39.25,36.55,38.37,36.53,32.25,39.95,34.92,48.24,50.46,10.54,48.19,40.21,44.26,43.25,43.66,46.72,51.34,29.26,35.02,21.11,26.59,21.96,90.92,88.38,68.74,76.33,86.59,78.4,70.49,72.13,28.27,49.49,94.19,66.79,81.76,65.64,89.97,70.69,79.91,73.68,63.06,67.82,74.71,73.79,78.25,64.57,52.67,85.66
2015-03-05,52.27,70.32,72.34,47.18,39.95,41.56,40.1,79.85,45.55,44.76,36.74,42.56,44.46,45.76,33.54,26.79,19.87,26.47,43.62,33.85,32.66,22.33,26.35,24.57,29.28,28.38,27.47,26.76,26.01,21.74,27.74,25.76,44.54,38.65,8.67,37.12,30.43,33.19,31.15,30.07,35.33,35.96,21.6,28.78,16.84,21.49,20.01,100.23,100.01,77.67,85.6,100.06,89.02,76.42,82.64,30.02,60.98,99.47,72.97,102.68,77.25,106.72,65.16,74.6,73.54,54.02,64.09,69.47,70.16,69.53,62.1,44.2,78.65
