日期,二林,南投,埔里,大里,彰化,忠明,沙鹿,竹山,線西,西屯,豐原,三重,中壢,中山,古亭,土城,基隆,士林,大同,大園,平鎮,新店,新莊,松山,板橋,林口,桃園,永和,汐止,淡水,菜寮,萬華,萬里,觀音,陽明,龍潭,三義,新竹,湖口,竹東,苗栗,頭份,冬山,宜蘭,臺東,花蓮,關山,仁武,前金,前鎮,大寮,小港,屏東,左營,復興,恆春,林園,楠梓,橋頭,潮州,美濃,鳳山,善化,嘉義,安南,崙背,斗六,新港,新營,朴子,臺南,臺西,麥寮
2016-01-01,65.48,56.96,29.85,55.65,52.11,48.86,56.92,55.14,60.17,49.08,36.15,62.96,65.79,45.17,51.26,42.34,32.37,37.68,60.24,54.76,56.71,40.05,48.47,40.39,55.61,45.76,46.08,40.57,43.63,45.71,46.69,42.84,45.39,64.24,8.86,51.04,35.96,52.89,49.0,43.4,62.28,57.27,31.63,36.75,16.64,22.47,14.88,95.17,84.03,69.13,69.95,79.74,61.12,78.34,78.97,21.31,46.6,87.23,83.93,62.92,49.16,98.06,64.18,75.11,74.21,62.31,60.59,73.86,76.59,75.24,68.28,54.33,76.98
2016-01-08,49.77,53.72,33.14,33.58,44.18,33.3,43.75,52.86,46.56,37.47,24.69,53.0,51.03,35.99,39.08,35.37,31.67,28.28,54.17,46.05,44.5,32.64,36.64,35.0,42.13,38.74,33.95,33.36,35.13,35.44,34.26,35.25,52.55,55.52,10.78,44.2,32.17,40.99,39.8,35.57,50.8,37.61,32.26,37.03,14.94,24.54,16.63,80.65,73.56,63.23,62.34,66.73,54.35,70.48,70.92,22.46,44.03,77.84,70.44,55.45,46.19,80.03,51.8,58.41,57.19,46.93,45.42,57.16,58.17,61.12,52.78,47.7,66.26
2016-01-15,45.69,55.34,37.15,40.08,42.34,34.2,44.85,53.72,50.12,39.22,26.2,59.08,52.41,44.49,37.34,37.22,31.95,36.77,60.71,48.31,46.43,32.8,38.47,36.72,44.56,40.26,37.83,34.66,38.52,37.14,39.17,40.48,49.87,57.56,14.04,45.54,32.46,42.78,39.53,35.61,51.12,42.49,29.4,36.88,19.23,28.48,21.63,87.11,76.85,68.05,70.22,77.2,60.17,78.34,78.42,27.66,46.99,83.24,79.65,68.57,52.22,88.98,60.52,64.2,60.99,50.15,47.52,58.88,62.96,64.71,58.38,49.35,67.44
2016-01-22,39.8,49.88,29.76,41.81,40.77,34.91,36.64,44.83,41.78,38.72,28.46,53.45,47.86,36.84,34.1,33.02,25.87,29.8,51.15,42.95,40.84,29.48,35.83,31.85,38.61,35.29,31.26,32.4,30.33,36.13,35.76,34.6,43.32,47.17,13.48,38.56,27.28,37.18,33.51,31.36,43.71,36.1,29.31,31.91,13.18,24.26,16.84,69.89,60.99,56.94,55.44,59.36,51.49,60.63,66.42,20.3,38.67,68.17,57.87,49.98,41.34,71.66,47.81,54.76,49.38,43.26,43.1,50.88,53.1,56.41,48.12,40.68,54.43
2016-01-29,26.61,39.56,27.07,26.22,30.54,21.57,29.54,38.64,33.15,27.73,17.92,38.71,36.99,19.83,18.54,16.44,15.91,15.78,36.89,31.46,28.2,14.48,19.39,20.27,23.47,20.73,18.44,16.03,14.56,20.28,20.76,19.53,38.39,35.86,4.14,27.59,18.58,25.42,23.05,20.62,35.12,29.05,16.43,22.01,12.36,17.06,12.75,60.57,59.79,52.73,51.68,60.15,48.19,57.45,59.7,18.36,39.83,63.76,56.83,60.66,42.87,66.84,37.85,43.34,41.67,34.65,33.13,40.71,44.45,47.96,40.48,32.31,47.18
2016-02-05,70.38,64.22,44.76,66.28,63.25,56.93,64.96,62.04,69.22,64.73,48.21,75.24,71.61,57.68,51.01,53.97,41.83,46.92,68.83,67.96,68.27,50.39,52.37,54.17,60.92,53.11,55.8,51.57,48.12,56.9,56.39,55.43,59.14,70.66,27.51,64.92,49.18,58.82,58.74,53.7,70.27,59.89,48.3,55.23,31.58,43.06,38.23,71.2,74.94,68.4,60.21,69.09,62.94,74.37,74.19,39.42,50.21,76.41,65.99,68.95,55.43,79.02,71.53,76.85,82.79,84.39,69.94,85.71,89.9,96.53,77.2,68.22,89.92
2016-02-12,40.17,51.37,38.43,42.09,37.52,31.31,34.08,49.89,38.59,38.47,22.12,49.4,46.49,33.66,29.38,30.78,24.3,26.62,44.5,40.12,37.66,24.7,31.79,29.53,37.37,34.48,31.21,25.85,31.81,35.19,33.36,32.44,40.49,43.69,12.06,39.89,26.4,32.11,34.36,29.72,41.12,35.87,22.77,24.05,17.96,22.37,20.05,60.56,64.1,53.12,54.11,58.83,53.3,57.67,58.65,19.57,39.28,65.27,55.06,63.45,42.16,68.81,46.35,55.23,55.2,44.36,41.6,51.16,55.02,57.36,47.72,40.49,57.15
2016-02-19,66.53,77.9,56.86,61.52,61.91,56.98,58.36,79.4,60.79,61.15,34.81,75.55,65.36,58.53,50.87,49.49,47.66,51.64,70.11,57.54,56.52,45.76,49.02,58.05,54.71,49.5,49.18,47.22,52.61,51.52,53.53,54.5,67.55,63.49,26.07,41.59,41.14,52.6,55.98,44.17,63.4,52.41,42.38,41.26,28.83,39.99,28.56,94.75,97.14,78.82,80.69,92.43,85.72,90.57,92.95,31.91,57.18,100.9,90.43,96.96,71.53,101.61,79.43,93.61,83.87,78.61,68.68,86.87,89.66,97.4,78.85,70.65,90.61
2016-02-26,63.42,77.48,60.86,60.11,63.68,57.02,59.8,78.84,65.29,61.79,41.75,56.33,59.26,38.64,35.95,37.4,28.68,34.64,55.21,50.15,45.71,32.57,38.26,40.73,44.12,39.89,38.37,32.54,34.46,39.79,37.56,37.3,39.19,58.22,21.27,48.69,47.58,47.93,46.79,42.87,61.44,51.44,37.01,40.65,26.86,34.86,28.26,97.8,93.08,81.16,78.1,87.18,83.06,90.91,95.79,31.47,55.28,103.46,90.94,82.78,71.97,98.95,81.51,89.03,83.4,70.91,73.7,83.46,91.11,100.37,81.0,51.19,91.24
2016-03-04,61.76,63.28,49.85,53.26,61.38,55.73,60.02,58.48,60.9,59.05,28.67,64.71,71.45,42.32,37.38,47.79,26.16,44.0,54.62,51.79,55.76,30.86,47.92,35.71,55.17,43.28,51.23,32.93,32.71,47.01,45.34,40.58,39.29,55.28,18.82,56.34,38.43,47.58,43.74,48.42,60.73,54.21,30.06,30.08,14.98,25.01,17.5,73.25,71.01,59.28,63.05,71.08,64.82,68.33,70.38,21.78,43.48,80.52,64.47,68.0,46.27,78.03,58.43,65.38,61.37,60.62,61.22,64.78,69.55,74.25,57.5,50.39,71.19
2016-03-11,42.08,55.89,27.19,36.5,39.75,34.98,39.2,47.57,40.24,39.29,18.79,54.2,51.51,35.08,34.01,35.52,27.57,31.16,50.31,40.69,41.57,30.59,36.97,35.64,42.45,32.61,34.05,31.99,31.81,35.84,38.07,34.52,40.03,45.52,10.42,42.99,23.1,36.52,33.09,28.55,44.44,38.27,28.1,29.46,17.21,23.32,18.26,68.77,64.46,57.94,58.37,69.04,59.14,64.03,68.23,20.52,40.57,77.9,62.27,65.04,44.45,84.46,51.29,55.82,52.09,45.88,49.31,58.12,53.97,61.12,48.81,45.29,58.52
2016-03-18,58.74,72.55,43.8,61.55,52.43,52.46,58.33,66.41,58.75,52.41,30.52,67.62,58.16,49.62,45.64,47.86,34.56,38.48,60.82,49.53,48.72,43.36,46.65,47.79,56.79,43.5,42.23,43.04,44.44,47.47,48.11,45.07,54.27,51.75,15.91,47.7,33.24,46.17,38.69,43.52,60.05,47.45,40.01,40.42,24.51,38.44,24.79,77.25,69.25,57.54,62.69,68.3,61.12,72.02,62.89,34.18,40.92,87.03,65.51,65.11,46.59,84.19,61.4,71.58,68.13,59.24,61.03,74.41,71.61,76.85,60.54,65.08,72.88
2016-03-25,75.94,67.56,45.52,61.25,66.11,59.9,65.23,66.09,75.46,64.84,36.43,78.8,84.05,61.83,52.26,61.57,43.09,56.92,73.8,71.4,72.42,52.12,63.11,60.01,68.33,63.92,67.11,53.1,53.71,62.32,61.4,60.84,55.44,76.46,30.08,70.33,50.66,65.85,64.07,56.0,72.63,66.05,51.09,51.53,34.43,44.98,36.71,77.98,74.93,67.17,64.81,70.72,62.01,72.92,73.13,40.68,44.36,86.59,70.93,58.57,47.69,84.37,66.91,77.22,75.54,80.05,67.94,90.24,83.73,91.88,69.38,70.05,91.84
2016-04-01,69.63,81.93,61.04,88.51,72.9,75.27,75.61,77.24,70.85,71.97,54.73,81.61,91.71,68.42,60.35,66.05,43.93,57.24,78.14,69.85,75.03,57.72,66.0,61.44,77.66,70.58,70.43,55.2,58.9,63.52,64.71,63.02,56.45,66.65,31.83,76.01,66.77,64.55,53.82,65.57,76.92,68.45,51.31,53.66,32.28,45.52,33.89,76.85,65.24,58.02,60.22,64.7,62.77,66.62,58.44,34.87,38.64,81.11,61.09,51.03,51.63,80.59,60.92,78.62,67.91,68.15,73.12,83.2,73.91,80.83,57.18,59.71,74.98
2016-04-08,50.75,53.4,35.36,51.3,53.01,43.83,51.88,51.76,51.86,46.32,33.19,52.43,63.17,39.52,36.97,39.51,24.01,32.17,54.1,44.41,47.78,37.43,39.05,38.57,48.94,41.57,42.79,35.61,35.14,38.8,36.41,38.73,34.9,42.36,13.54,53.44,37.02,41.32,32.93,39.72,53.17,45.07,39.59,39.53,24.46,32.48,25.24,49.04,44.33,39.65,39.52,41.33,39.42,46.27,36.62,27.23,27.7,51.11,38.36,37.31,26.19,51.35,41.2,52.2,46.54,53.68,50.6,63.46,51.14,58.43,37.71,46.21,60.31
2016-04-15,48.61,53.69,41.16,52.8,50.92,41.43,49.54,49.59,50.48,46.61,32.73,56.37,64.39,46.91,42.16,43.71,30.38,34.13,58.86,51.42,50.62,37.47,42.35,43.72,54.51,51.77,44.91,39.72,40.86,38.78,41.33,43.5,41.93,50.75,15.59,52.82,33.17,43.55,37.39,37.55,50.24,46.96,31.17,32.32,24.94,31.56,28.19,52.16,47.27,40.33,43.3,50.7,45.87,50.52,37.85,24.32,28.64,59.79,44.98,43.28,37.17,57.56,44.02,51.38,46.56,49.85,48.67,58.48,48.34,56.06,38.63,45.44,60.75
