日期,地區,NO,NO2,NOx,O3,PM10,PM2.5,SO2
2015-01-01,淡水,7.45,15.0,22.44,28.89,50.95,17.71,2.66
2015-01-08,淡水,1.34,6.68,8.0,40.03,44.98,14.72,2.55
2015-01-15,淡水,1.8,8.05,9.83,36.9,59.53,23.02,2.28
2015-01-22,淡水,2.62,14.9,17.57,34.81,57.72,28.09,2.75
2015-01-29,淡水,2.17,6.54,8.73,31.11,15.91,7.87,1.59
2015-02-05,淡水,4.38,12.36,16.74,31.82,39.64,18.44,2.68
2015-02-12,淡水,2.05,13.02,15.02,41.74,66.64,30.6,3.01
2015-02-19,淡水,3.29,12.35,15.62,30.09,44.81,18.76,2.56
2015-02-26,淡水,6.12,10.69,16.82,30.37,32.25,12.71,1.83
2015-03-05,淡水,1.75,9.03,10.76,33.53,21.74,6.22,1.67
2015-03-12,淡水,4.66,17.69,22.33,25.01,55.87,25.04,2.93
2015-03-19,淡水,2.01,8.24,10.22,43.84,45.24,14.36,1.91
2015-03-26,淡水,5.04,17.38,22.38,28.85,35.77,13.85,2.84
2015-04-02,淡水,4.01,12.14,16.15,27.73,37.61,12.81,2.76
2015-04-09,淡水,2.05,13.74,15.78,37.84,34.85,11.47,2.41
2015-04-16,淡水,3.14,16.05,19.17,29.35,50.54,19.97,2.62
2015-04-23,淡水,1.47,7.6,9.07,39.76,38.61,16.23,2.41
2015-04-30,淡水,2.51,16.57,19.12,30.21,47.2,21.28,3.42
2015-05-07,淡水,3.09,15.12,18.24,30.01,46.42,18.54,3.44
2015-05-14,淡水,3.76,12.95,16.66,19.65,39.06,12.58,3.03
2015-05-21,淡水,5.04,14.66,19.69,24.55,28.27,9.02,2.43
2015-05-28,淡水,3.6,10.71,14.28,21.82,34.49,7.98,2.93
2015-06-04,淡水,2.63,11.4,14.03,22.82,33.53,9.36,2.83
2015-06-11,淡水,3.11,13.52,16.57,19.79,33.05,7.79,3.06
2015-06-18,淡水,2.5,13.38,15.84,23.53,33.23,9.13,2.79
2015-06-25,淡水,2.42,8.67,11.06,21.37,38.77,9.23,2.8
2015-07-02,淡水,1.7,6.89,8.62,24.49,35.11,6.11,2.45
2015-07-09,淡水,1.54,7.57,9.09,28.03,37.57,12.87,2.46
2015-07-16,淡水,2.45,11.55,13.99,32.7,39.28,13.95,3.9
2015-07-23,淡水,4.26,14.24,18.5,18.77,37.71,9.42,2.66
2015-07-30,淡水,3.46,12.57,16.0,23.1,31.86,11.04,3.1
2015-08-06,淡水,2.64,5.15,7.8,13.19,33.97,3.73,2.43
2015-08-13,淡水,3.07,11.49,14.57,20.23,32.56,6.47,2.26
2015-08-20,淡水,1.46,5.74,7.18,24.64,32.29,6.65,2.56
2015-08-27,淡水,4.02,16.2,20.18,18.69,32.24,7.88,2.28
2015-09-03,淡水,3.52,11.79,15.31,27.08,39.7,12.35,2.33
2015-09-10,淡水,1.69,7.71,9.42,38.97,37.02,9.03,1.97
2015-09-17,淡水,1.68,11.65,13.36,40.04,45.13,16.21,2.9
2015-09-24,淡水,1.98,9.96,11.91,35.28,41.36,10.34,3.0
2015-10-01,淡水,2.29,8.62,10.88,24.16,19.18,6.85,2.25
2015-10-08,淡水,1.56,10.88,12.42,44.02,37.96,13.33,2.5
2015-10-15,淡水,1.81,6.07,7.86,42.94,33.69,9.93,1.76
2015-10-22,淡水,1.72,8.42,10.18,37.51,40.14,18.56,2.05
2015-10-29,淡水,1.79,7.91,9.72,38.27,34.14,15.37,2.2
2015-11-05,淡水,2.6,13.24,15.88,33.7,37.97,23.17,3.37
2015-11-12,淡水,4.85,15.84,20.68,28.53,32.21,17.73,3.12
2015-11-19,淡水,1.72,7.39,9.08,33.93,21.54,8.19,1.97
2015-11-26,淡水,3.25,10.68,13.92,30.47,26.19,10.45,2.24
2015-12-03,淡水,1.45,5.79,7.23,35.51,34.225,15.995,1.56
2015-12-10,淡水,2.28,10.18,12.48,32.27,42.26,21.54,2.9
2015-12-17,淡水,3.95,12.4,16.34,26.65,37.35,14.63,2.69
2015-12-24,淡水,2.5,8.85,11.37,37.14,40.91,20.92,2.11
