日期,二林,南投,埔里,大里,彰化,忠明,沙鹿,竹山,線西,西屯,豐原,三重,中壢,中山,古亭,土城,基隆,士林,大同,大園,富貴角,平鎮,新店,新莊,松山,板橋,林口,桃園,永和,汐止,淡水,菜寮,萬華,萬里,觀音,陽明,龍潭,三義,新竹,湖口,竹東,苗栗,頭份,冬山,宜蘭,臺東,花蓮,關山,仁武,前金,前鎮,大寮,小港,屏東,左營,復興,恆春,林園,楠梓,橋頭,潮州,美濃,鳳山,善化,嘉義,安南,崙背,斗六,新港,新營,朴子,臺南,臺西,麥寮
2019-01-01,17.88,21.72,22.38,12.96,15.89,14.75,13.99,33.3,17.84,14.81,18.81,8.18,9.56,10.61,10.4,12.54,6.49,7.29,9.92,7.72,8.37,9.56,7.53,7.58,9.42,11.24,4.54,8.83,9.27,7.29,6.19,7.68,8.89,8.88,14.16,3.32,9.21,11.15,15.47,10.24,12.14,16.73,11.82,4.29,6.06,5.4,2.51,6.68,37.51,33.68,36.94,38.21,35.64,37.38,30.01,35.81,7.37,35.24,38.14,35.49,35.71,24.8,32.2,25.73,26.17,23.08,23.77,24.22,23.66,24.78,20.09,25.66,15.13,15.26
2019-01-08,20.19,23.0,20.2,15.26,19.98,18.66,15.04,35.35,19.96,17.82,16.76,12.76,14.4,14.51,14.79,18.93,10.14,12.19,12.98,10.77,10.96,13.39,10.85,12.54,12.66,17.25,9.4,15.26,14.07,10.62,10.89,13.97,11.81,10.83,20.04,4.79,15.63,12.85,22.27,13.59,16.61,21.45,16.49,5.26,6.98,5.95,3.35,6.73,40.75,42.26,43.78,42.51,43.03,43.0,30.91,40.57,3.58,46.97,45.62,42.23,40.1,28.92,46.41,35.0,35.59,34.97,29.08,29.59,30.26,36.8,28.26,35.86,20.71,19.82
2019-01-15,28.72,25.19,18.65,20.07,31.12,25.93,25.8,28.55,29.56,25.28,19.03,16.48,20.57,15.68,16.79,19.14,14.53,14.49,14.53,19.64,19.0,21.48,15.06,15.16,15.82,18.77,15.03,17.54,16.31,15.43,14.32,14.94,14.58,15.4,31.34,6.68,20.16,17.56,28.65,20.71,18.14,28.72,23.22,9.12,10.76,9.08,8.19,8.9,40.25,44.18,40.86,44.8,40.73,41.14,35.37,42.59,5.4,41.83,47.69,43.58,41.63,31.97,42.67,41.28,40.15,38.96,41.53,36.38,36.07,40.48,37.36,41.82,32.57,31.6
2019-01-22,26.34,27.61,23.12,21.73,28.4,24.84,22.43,26.77,27.41,25.14,20.56,18.98,24.1,19.45,17.47,19.86,16.28,18.33,18.62,21.01,21.05,23.21,18.39,17.4,19.47,20.18,16.09,20.29,19.28,16.67,15.67,16.88,17.62,17.61,26.8,13.18,23.16,22.69,25.1,19.9,20.9,25.03,19.02,13.89,16.66,13.96,13.16,13.82,48.83,54.25,46.6,46.3,44.21,41.45,44.32,51.94,10.93,43.99,53.31,47.64,41.76,29.25,48.32,43.44,43.78,38.02,38.06,39.68,38.16,38.53,32.61,41.33,27.51,27.47
2019-01-29,34.89,29.32,21.91,22.91,31.16,32.4,31.01,26.77,36.21,32.62,24.06,20.58,28.37,19.73,20.35,24.33,18.26,18.93,19.14,30.44,26.47,28.41,16.99,22.18,18.89,24.96,19.03,23.97,21.16,17.05,20.75,20.24,18.76,17.55,38.3,8.72,24.06,24.02,31.35,26.39,25.33,31.59,26.63,8.43,11.91,8.26,8.01,9.66,36.45,36.49,32.25,36.55,31.99,35.22,29.47,37.76,8.92,32.55,41.63,39.15,30.75,22.88,36.95,36.38,39.32,35.28,49.16,38.23,40.48,39.98,36.45,37.29,42.05,40.1
2019-02-05,23.08,26.23,22.42,16.73,22.05,23.37,19.14,21.4,23.55,21.51,18.22,12.81,17.11,13.48,12.83,13.69,13.03,12.91,12.93,16.26,17.7,17.77,12.19,11.24,12.8,15.01,13.93,16.62,14.81,11.91,12.25,13.4,13.19,13.1,20.8,6.02,16.68,19.29,20.84,15.46,18.02,24.12,17.27,8.6,14.06,7.58,9.51,10.04,31.11,32.91,28.56,29.34,29.73,29.02,24.97,33.51,10.33,28.86,35.77,32.22,26.41,17.09,30.03,28.62,29.74,24.6,32.61,31.94,27.03,27.28,22.56,27.13,26.43,22.98
2019-02-12,19.51,22.66,21.13,15.17,20.14,17.95,17.41,28.91,21.11,18.64,18.42,8.59,11.17,11.46,11.42,13.32,7.32,8.74,10.03,8.69,7.71,12.14,10.74,9.06,10.29,11.6,8.24,12.37,11.92,9.02,7.67,9.81,9.55,8.59,10.58,3.12,14.36,14.03,18.65,13.08,17.49,22.9,14.21,6.4,7.46,4.13,6.26,6.34,30.17,32.83,27.88,28.11,27.79,25.94,29.73,33.42,5.51,25.39,36.37,33.05,24.51,19.95,28.41,28.93,30.01,21.99,31.33,29.61,25.28,25.34,21.04,24.55,19.97,19.17
2019-02-19,21.19,28.84,25.2,18.09,22.19,21.33,17.29,41.85,19.67,19.77,22.51,11.2,15.92,13.52,13.94,17.31,9.69,11.24,13.12,13.41,10.32,16.2,12.07,12.68,12.08,14.92,10.2,15.02,13.78,9.95,10.95,13.98,12.39,11.08,14.65,5.43,18.62,16.46,20.66,14.97,20.87,20.97,15.37,8.53,8.25,7.23,8.93,8.37,24.35,27.71,20.11,24.65,20.96,21.39,28.12,23.23,6.36,21.21,29.52,30.41,24.11,15.22,23.64,29.04,33.58,28.68,33.84,34.37,32.97,28.14,26.11,28.06,25.59,22.51
2019-02-26,30.06,33.82,28.67,25.12,30.96,31.38,28.34,44.57,29.71,31.62,27.71,22.57,29.56,22.63,24.05,26.33,17.84,21.47,20.87,21.5,21.05,25.46,18.91,20.52,22.32,23.31,16.36,23.25,22.3,20.06,17.36,24.94,20.23,18.67,24.85,9.72,25.03,23.66,29.66,22.56,20.91,30.56,25.83,12.63,15.99,6.94,11.11,9.05,34.6,38.97,27.53,32.14,30.71,34.43,35.96,33.64,7.21,32.76,37.28,37.67,29.69,24.84,34.94,33.0,38.12,30.55,41.89,41.21,36.03,31.56,30.37,32.62,32.27,27.63
2019-03-05,17.66,18.52,17.5,12.2,15.72,13.93,14.15,25.34,15.67,14.42,12.49,16.43,18.57,17.45,18.32,16.86,13.55,14.98,15.53,16.49,18.03,16.7,15.26,14.87,16.77,17.2,12.42,15.68,17.12,15.09,13.55,18.97,15.15,14.89,22.35,5.54,15.09,12.94,20.61,15.43,12.26,17.05,15.53,9.61,13.81,7.62,9.64,9.2,25.56,28.78,20.96,27.17,22.13,22.03,27.92,28.25,7.34,20.77,26.69,31.59,20.35,17.06,22.5,23.71,24.46,25.07,29.52,22.97,22.53,22.62,20.02,26.79,21.63,18.02
2019-03-12,33.52,33.67,29.89,26.61,35.31,33.82,26.88,44.16,32.76,32.99,29.78,18.97,26.17,18.95,22.85,21.14,16.98,19.23,18.42,20.28,19.49,21.16,18.67,16.68,18.93,18.75,14.87,20.71,18.94,18.33,15.76,20.24,17.39,16.8,22.9,14.91,22.62,32.07,25.2,21.46,20.97,25.62,23.28,14.34,17.31,14.6,14.72,13.92,36.13,39.57,33.52,37.94,30.86,37.79,39.72,38.14,13.82,34.2,37.65,40.98,32.35,26.65,35.32,34.88,38.41,34.85,38.79,43.36,38.98,34.48,35.79,33.51,34.83,30.32
2019-03-19,23.94,26.34,27.17,23.1,27.4,25.64,19.65,31.02,26.22,24.98,26.39,17.17,25.82,17.67,21.95,22.64,14.31,17.42,16.77,17.3,16.42,20.38,16.73,17.75,19.07,20.37,13.76,20.69,19.49,19.25,14.86,20.47,16.49,15.25,18.17,10.21,23.52,24.27,18.77,19.75,19.21,25.47,20.99,12.02,13.98,8.29,12.23,9.87,30.77,33.05,30.55,33.22,24.7,30.0,27.92,27.34,11.71,30.27,31.37,34.56,27.61,17.77,30.17,24.6,28.73,27.01,28.16,33.16,28.71,25.35,24.28,28.02,27.62,22.31
2019-03-26,22.12,25.96,23.9,17.84,22.42,20.3,16.77,31.11,22.47,19.94,23.15,17.87,23.25,18.69,21.61,20.08,16.33,18.47,17.39,17.22,18.91,17.92,13.6,17.02,18.24,19.11,14.89,19.33,17.41,18.22,16.08,21.25,16.63,16.37,17.86,11.54,19.88,19.38,17.06,15.51,13.24,21.4,17.39,12.93,16.34,11.6,11.01,12.12,23.91,28.68,21.27,28.62,19.56,25.01,19.71,20.95,10.77,24.0,24.32,28.91,23.94,16.05,22.2,23.46,24.92,22.22,24.98,28.83,24.98,21.59,20.39,23.71,23.36,21.1
2019-04-02,29.9,36.06,29.01,24.17,31.61,29.39,23.52,39.21,30.3,32.52,30.37,19.96,28.83,21.73,25.58,27.12,16.17,20.05,21.75,22.35,18.92,24.62,18.15,21.03,21.01,23.34,22.95,24.16,22.59,21.68,17.74,24.9,20.2,16.91,19.46,12.82,26.2,29.15,17.69,22.55,18.5,29.24,21.18,11.92,14.6,11.3,7.91,10.27,36.17,38.35,30.39,38.61,27.37,35.08,28.33,25.46,13.71,32.68,37.37,41.05,34.25,25.96,34.96,34.32,33.88,33.27,34.89,37.77,35.56,28.86,30.44,33.07,29.49,28.27
