日期,地區,統計資料,AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,O3,PM10,PM2.5,RAINFALL,RH,SO2,THC,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR
2019-01-01,朴子,平均值,20.77261904761904,NaN,0.4162499999999999,NaN,2.308163265306123,10.717261904761903,13.024574829931973,24.331114718614717,60.737708719851575,20.091450216450216,0.0023809523809523716,86.40476190476191,2.5660714285714286,NaN,308.35714285714283,254.42261904761904,1.9494047619047616,1.5791666666666668
2019-01-08,朴子,平均值,21.310714285714283,NaN,0.4241581632653061,NaN,2.40898033126294,10.638742236024843,13.04466873706004,26.723498964803316,71.847049689441,28.26268115942029,0.0,86.70238095238095,2.339829192546584,NaN,290.1547619047619,250.79166666666666,2.0773809523809526,1.6857142857142857
2019-01-15,朴子,平均值,18.701785714285712,NaN,0.4399249482401656,NaN,1.2701475155279505,10.61680900621118,11.882246376811594,32.871868530020706,84.50465838509318,37.36154244306418,0.0169254658385093,85.43452380952382,2.2789596273291925,NaN,325.1726190476191,271.9940476190476,2.2660714285714283,1.8160714285714286
2019-01-22,朴子,平均值,17.220833333333335,NaN,0.3714880952380952,NaN,1.4726190476190477,11.31904761904762,12.799404761904762,40.06428571428571,84.71428571428571,32.61309523809524,0.0,74.94642857142857,2.92202380952381,NaN,326.4761904761905,281.19642857142856,2.155952380952381,1.7363095238095239
2019-01-29,朴子,平均值,20.74642857142857,NaN,0.48083333333333333,NaN,1.9767857142857144,11.69702380952381,13.673214285714286,32.8922619047619,80.8695652173913,36.45005729564553,0.014285714285714258,79.98214285714286,2.606547619047619,NaN,251.60119047619045,234.31547619047618,1.6785714285714286,1.342857142857143
2019-02-05,朴子,平均值,21.538690476190478,NaN,0.3889932712215321,NaN,1.450879917184265,9.579761904761906,11.020419254658387,29.236387163561073,56.982919254658384,22.561076604554867,0.0,80.16071428571429,2.617572463768116,NaN,260.57738095238096,243.21428571428572,1.9309523809523808,1.510714285714286
2019-02-12,朴子,平均值,22.258928571428573,NaN,0.34872670807453415,NaN,1.4541666666666668,8.976190476190476,10.432142857142859,31.074404761904763,55.02277432712214,21.038561076604555,0.0,81.56547619047619,2.6374999999999997,NaN,271.2202380952381,251.16071428571428,2.0148809523809526,1.631547619047619
2019-02-19,朴子,平均值,21.469642857142855,NaN,0.42026138716356104,NaN,2.0425983436853,10.699534161490684,12.736749482401658,29.96917701863354,58.09036796536797,26.113095238095237,0.06666666666666667,86.47619047619047,2.228053830227743,NaN,255.21428571428572,248.67261904761904,1.8732142857142857,1.499404761904762
2019-02-26,朴子,平均值,22.3422619047619,NaN,0.38541666666666663,NaN,1.3357142857142856,8.749404761904762,10.079166666666666,37.59702380952381,64.82427536231884,30.374482401656312,0.0035714285714285574,82.69047619047619,2.3607142857142853,NaN,268.0595238095238,237.64285714285714,1.8267857142857142,1.5154761904761906
2019-03-05,朴子,平均值,19.84345238095238,NaN,0.4663742236024845,NaN,2.125879917184265,12.569332298136645,14.698343685300207,32.13693064182195,41.506211180124225,20.018115942028988,0.48841991341991337,90.61309523809526,2.453623188405797,NaN,225.25595238095235,220.0595238095238,1.630952380952381,1.2714285714285716
2019-03-12,朴子,平均值,21.951785714285712,NaN,0.40821969696969695,NaN,1.5528679653679653,11.191017316017318,12.737932900432899,44.289880952380955,72.5916149068323,35.79114906832298,0.0011904761904761858,71.14311594202898,2.938690476190476,NaN,261.0833333333333,257.4761904761905,1.5535714285714286,1.2166666666666666
2019-03-19,朴子,平均值,22.40654761904762,NaN,0.3882088744588745,NaN,2.6220238095238098,10.703959627329194,13.3194099378882,25.500879917184267,53.01889233954451,24.277173913043477,0.08809523809523809,78.01785714285714,2.4918478260869565,NaN,228.27976190476187,222.53571428571425,1.5833333333333333,1.2666666666666668
2019-03-26,朴子,平均值,23.578571428571426,NaN,0.3516720779220779,NaN,1.8961580086580088,8.697510822510822,10.58728354978355,36.63727649162432,48.408902691511386,20.386128364389233,0.035714285714285685,75.39285714285714,2.711201298701299,NaN,258.0527950310559,241.64803312629397,1.7965320910973086,1.4085921325051758
2019-04-02,朴子,平均值,23.892261904761906,NaN,0.37607401656314693,NaN,1.4270962732919255,8.2148033126294,9.643711180124225,39.37282608695652,56.78679653679654,30.44461697722567,0.0,76.35714285714286,2.374301242236025,NaN,252.83333333333331,248.5595238095238,1.632142857142857,1.3333333333333335
2019-04-09,朴子,平均值,25.20654761904762,NaN,0.3400698757763975,NaN,1.7634740259740258,8.05698051948052,9.825054112554113,31.88007246376812,48.308488612836435,21.734989648033125,0.0073498964803312425,74.48214285714286,3.0288561076604554,NaN,236.69642857142858,228.30357142857142,1.880952380952381,1.5232142857142856
2019-04-16,朴子,平均值,25.347619047619048,NaN,0.3600517598343685,NaN,1.507505175983437,8.787603519668737,10.303519668737058,34.783152173913045,38.61749482401656,18.200051759834366,0.5059523809523809,78.19047619047619,2.366123188405797,NaN,195.14285714285714,206.3095238095238,1.3726190476190478,1.0660714285714286
2019-04-23,朴子,平均值,27.822619047619046,NaN,0.29333333333333333,NaN,2.641097308488613,6.62008281573499,9.262422360248447,26.301190476190477,38.797619047619044,18.80201863354037,0.0,74.97619047619048,2.4523809523809526,NaN,207.0833333333333,210.56547619047615,1.575595238095238,1.2547619047619047
2019-04-30,朴子,平均值,24.598214285714285,NaN,0.3577380952380952,NaN,1.3203933747412007,8.382867494824016,9.688845755693581,34.545833333333334,39.68560606060606,16.841991341991342,0.1845238095238095,78.02976190476191,2.487344720496894,NaN,229.5892857142857,240.38690476190476,1.5589285714285714,1.2595238095238095
2019-05-07,朴子,平均值,25.09702380952381,NaN,0.34261904761904755,NaN,1.4305900621118013,7.547774327122154,8.983281573498965,34.301785714285714,44.353519668737064,21.169210371895794,0.08095238095238091,79.25595238095238,2.479166666666667,NaN,254.60119047619045,250.53364389233954,1.4619047619047618,1.1833333333333333
2019-05-14,朴子,平均值,28.757142857142856,NaN,0.2352096273291925,NaN,2.5531314699792955,6.4075828157349894,8.957686335403727,15.242803030303028,29.549948240165634,10.343574386276249,0.5952380952380951,79.53571428571429,2.0070910973084883,NaN,197.41071428571425,194.13095238095235,1.5702380952380952,1.2220238095238096
2019-05-21,朴子,平均值,26.858928571428574,NaN,0.3689880952380952,NaN,1.8589285714285713,8.818167701863354,10.67336956521739,40.57261904761905,56.76268115942029,26.761387163561075,0.03928571428571427,76.07142857142857,2.9690476190476187,NaN,216.47619047619045,218.9642857142857,1.292857142857143,1.023809523809524
2019-05-28,朴子,平均值,27.970833333333335,NaN,0.25965579710144926,NaN,2.28082298136646,7.007272256728777,9.283255693581781,24.20059523809524,31.790372670807454,11.314511575381141,0.40119047619047615,76.42857142857143,2.5174689440993787,NaN,233.2678571428571,232.44047619047618,1.5696428571428573,1.2863095238095237
