town,year,week,value
宜蘭縣大同鄉,2016,13,6.31
宜蘭縣宜蘭市,2016,13,1.5
宜蘭縣礁溪鄉,2016,13,3.25
宜蘭縣蘇澳鎮,2016,13,3.5
宜蘭縣頭城鎮,2016,13,8.29
屏東縣三地門鄉,2016,13,2.54
屏東縣九如鄉,2016,13,2.5
屏東縣佳冬鄉,2016,13,2.33
屏東縣來義鄉,2016,13,2.12
屏東縣內埔鄉,2016,13,2.62
屏東縣南州鄉,2016,13,2.0
屏東縣屏東市,2016,13,2.43
屏東縣崁頂鄉,2016,13,2.67
屏東縣恆春鎮,2016,13,2.0
屏東縣新園鄉,2016,13,4.0
屏東縣新埤鄉,2016,13,1.57
屏東縣春日鄉,2016,13,2.73
屏東縣東港鎮,2016,13,3.0
屏東縣枋寮鄉,2016,13,2.6
屏東縣枋山鄉,2016,13,3.0
屏東縣林邊鄉,2016,13,3.0
屏東縣泰武鄉,2016,13,2.0
屏東縣滿州鄉,2016,13,2.0
屏東縣潮州鎮,2016,13,1.0
屏東縣牡丹鄉,2016,13,2.56
屏東縣獅子鄉,2016,13,3.0
屏東縣琉球鄉,2016,13,4.0
屏東縣瑪家鄉,2016,13,3.0
屏東縣竹田鄉,2016,13,2.67
屏東縣萬丹鄉,2016,13,4.5
屏東縣萬巒鄉,2016,13,2.0
屏東縣車城鄉,2016,13,2.0
屏東縣里港鄉,2016,13,2.17
屏東縣長治鄉,2016,13,2.5
屏東縣霧臺鄉,2016,13,3.0
屏東縣高樹鄉,2016,13,2.14
屏東縣鹽埔鄉,2016,13,2.33
屏東縣麟洛鄉,2016,13,2.0
彰化縣二林鎮,2016,13,2.0
彰化縣二水鄉,2016,13,1.5
彰化縣伸港鄉,2016,13,2.0
彰化縣北斗鎮,2016,13,2.0
彰化縣和美鎮,2016,13,2.5
彰化縣員林市,2016,13,3.0
彰化縣埔心鄉,2016,13,3.0
彰化縣埔鹽鄉,2016,13,2.0
彰化縣埤頭鄉,2016,13,2.0
彰化縣大城鄉,2016,13,2.0
彰化縣大村鄉,2016,13,3.0
彰化縣彰化市,2016,13,3.0
彰化縣永靖鄉,2016,13,2.5
彰化縣溪州鄉,2016,13,2.0
彰化縣溪湖鎮,2016,13,2.0
彰化縣田中鎮,2016,13,2.5
彰化縣田尾鄉,2016,13,2.0
彰化縣社頭鄉,2016,13,3.0
彰化縣福興鄉,2016,13,2.25
彰化縣秀水鄉,2016,13,3.0
彰化縣竹塘鄉,2016,13,2.0
彰化縣線西鄉,2016,13,2.0
彰化縣芬園鄉,2016,13,3.0
彰化縣花壇鄉,2016,13,3.0
彰化縣芳苑鄉,2016,13,2.0
彰化縣鹿港鎮,2016,13,2.0
新北市三峽區,2016,13,10.57
新北市三芝區,2016,13,4.2
新北市三重區,2016,13,66.0
新北市中和區,2016,13,12.0
新北市五股區,2016,13,16.33
新北市八里區,2016,13,7.5
新北市土城區,2016,13,9.33
新北市坪林區,2016,13,9.9
新北市平溪區,2016,13,9.0
新北市新店區,2016,13,9.0
新北市新莊區,2016,13,9.67
新北市板橋區,2016,13,12.0
新北市林口區,2016,13,7.5
新北市樹林區,2016,13,10.0
新北市永和區,2016,13,10.0
新北市汐止區,2016,13,11.29
新北市淡水區,2016,13,4.17
新北市深坑區,2016,13,12.0
新北市烏來區,2016,13,10.33
新北市瑞芳區,2016,13,5.33
新北市石碇區,2016,13,11.38
新北市石門區,2016,13,7.8
新北市萬里區,2016,13,4.33
新北市蘆洲區,2016,13,25.0
新北市貢寮區,2016,13,8.6
新北市金山區,2016,13,7.0
新北市雙溪區,2016,13,8.54
新北市鶯歌區,2016,13,7.5
新竹市北區,2016,13,3.0
新竹市東區,2016,13,3.0
新竹市香山區,2016,13,3.0
新竹縣五峰鄉,2016,13,3.75
新竹縣北埔鄉,2016,13,2.5
新竹縣寶山鄉,2016,13,3.0
新竹縣尖石鄉,2016,13,5.4
新竹縣峨眉鄉,2016,13,3.0
新竹縣新埔鎮,2016,13,3.67
新竹縣新豐鄉,2016,13,3.0
新竹縣橫山鄉,2016,13,3.0
新竹縣湖口鄉,2016,13,3.25
新竹縣竹北市,2016,13,3.0
新竹縣竹東鎮,2016,13,2.5
新竹縣芎林鄉,2016,13,2.5
新竹縣關西鎮,2016,13,4.77
桃園市中壢區,2016,13,11.0
桃園市八德區,2016,13,8.0
桃園市大園區,2016,13,5.0
桃園市大溪區,2016,13,7.82
桃園市平鎮區,2016,13,10.4
桃園市復興區,2016,13,9.0
桃園市新屋區,2016,13,3.57
桃園市桃園區,2016,13,5.25
桃園市楊梅區,2016,13,5.44
桃園市蘆竹區,2016,13,6.71
桃園市觀音區,2016,13,3.7
桃園市龍潭區,2016,13,4.25
桃園市龜山區,2016,13,7.4
臺中市北屯區,2016,13,2.83
臺中市南屯區,2016,13,4.33
臺中市后里區,2016,13,1.83
臺中市外埔區,2016,13,2.0
臺中市大安區,2016,13,2.0
臺中市大甲區,2016,13,2.0
臺中市大肚區,2016,13,3.0
臺中市大里區,2016,13,4.0
臺中市大雅區,2016,13,3.5
臺中市太平區,2016,13,3.25
臺中市新社區,2016,13,2.4
臺中市東勢區,2016,13,2.14
臺中市東區,2016,13,4.0
臺中市梧棲區,2016,13,2.0
臺中市沙鹿區,2016,13,2.0
臺中市清水區,2016,13,2.11
臺中市潭子區,2016,13,2.5
臺中市烏日區,2016,13,3.67
臺中市石岡區,2016,13,2.0
臺中市神岡區,2016,13,2.0
臺中市西區,2016,13,4.0
臺中市西屯區,2016,13,3.5
臺中市豐原區,2016,13,2.0
臺中市霧峰區,2016,13,3.38
臺中市龍井區,2016,13,2.25
臺北市中山區,2016,13,17.0
臺北市中正區,2016,13,13.0
臺北市信義區,2016,13,12.0
臺北市內湖區,2016,13,12.5
臺北市北投區,2016,13,11.17
臺北市南港區,2016,13,11.0
臺北市士林區,2016,13,10.5
臺北市文山區,2016,13,9.5
臺北市松山區,2016,13,15.0
臺北市萬華區,2016,13,14.0
臺南市七股區,2016,13,2.0
臺南市下營區,2016,13,2.0
臺南市中西區,2016,13,2.0
臺南市仁德區,2016,13,2.0
臺南市佳里區,2016,13,2.0
臺南市六甲區,2016,13,2.0
臺南市北區,2016,13,2.0
臺南市北門區,2016,13,2.0
臺南市南化區,2016,13,2.0
臺南市南區,2016,13,2.0
臺南市善化區,2016,13,1.0
臺南市大內區,2016,13,1.83
臺南市學甲區,2016,13,2.0
臺南市安南區,2016,13,2.0
臺南市安定區,2016,13,2.0
臺南市官田區,2016,13,1.75
臺南市將軍區,2016,13,2.0
臺南市山上區,2016,13,1.5
臺南市左鎮區,2016,13,2.0
臺南市後壁區,2016,13,2.0
臺南市新化區,2016,13,2.0
臺南市新市區,2016,13,1.17
臺南市新營區,2016,13,2.0
臺南市東區,2016,13,2.0
臺南市東山區,2016,13,2.0
臺南市柳營區,2016,13,2.0
臺南市楠西區,2016,13,2.0
臺南市歸仁區,2016,13,2.2
臺南市永康區,2016,13,2.0
臺南市玉井區,2016,13,2.0
臺南市白河區,2016,13,2.0
臺南市西港區,2016,13,2.0
臺南市關廟區,2016,13,2.4
臺南市鹽水區,2016,13,2.0
臺南市麻豆區,2016,13,2.0
臺南市龍崎區,2016,13,2.0
臺東縣卑南鄉,2016,13,2.0
臺東縣大武鄉,2016,13,3.0
臺東縣太麻里鄉,2016,13,2.62
臺東縣延平鄉,2016,13,1.86
臺東縣成功鎮,2016,13,1.0
臺東縣東河鄉,2016,13,1.29
臺東縣池上鄉,2016,13,1.0
臺東縣海端鄉,2016,13,1.0
臺東縣綠島鄉,2016,13,2.0
臺東縣臺東市,2016,13,2.0
臺東縣蘭嶼鄉,2016,13,2.0
臺東縣達仁鄉,2016,13,3.0
臺東縣金峰鄉,2016,13,2.82
臺東縣長濱鄉,2016,13,1.0
臺東縣關山鎮,2016,13,1.0
臺東縣鹿野鄉,2016,13,1.17
花蓮縣光復鄉,2016,13,1.58
花蓮縣卓溪鄉,2016,13,1.38
花蓮縣吉安鄉,2016,13,1.0
花蓮縣壽豐鄉,2016,13,1.0
花蓮縣富里鄉,2016,13,1.0
花蓮縣新城鄉,2016,13,1.0
花蓮縣玉里鎮,2016,13,1.5
花蓮縣瑞穗鄉,2016,13,1.85
花蓮縣秀林鄉,2016,13,2.04
花蓮縣花蓮市,2016,13,1.0
花蓮縣萬榮鄉,2016,13,1.8
花蓮縣豐濱鄉,2016,13,1.12
花蓮縣鳳林鎮,2016,13,1.0
苗栗縣三灣鄉,2016,13,3.0
苗栗縣三義鄉,2016,13,1.0
苗栗縣公館鄉,2016,13,2.57
苗栗縣卓蘭鎮,2016,13,2.0
苗栗縣南庄鄉,2016,13,3.25
苗栗縣大湖鄉,2016,13,1.67
苗栗縣後龍鎮,2016,13,3.0
苗栗縣泰安鄉,2016,13,3.0
苗栗縣獅潭鄉,2016,13,2.86
苗栗縣竹南鎮,2016,13,3.0
苗栗縣苑裡鎮,2016,13,1.6
苗栗縣苗栗市,2016,13,3.0
苗栗縣西湖鄉,2016,13,2.75
苗栗縣通霄鎮,2016,13,1.91
苗栗縣造橋鄉,2016,13,3.0
苗栗縣銅鑼鄉,2016,13,1.75
苗栗縣頭份市,2016,13,3.0
苗栗縣頭屋鄉,2016,13,3.0
雲林縣二崙鄉,2016,13,2.0
雲林縣元長鄉,2016,13,2.0
雲林縣北港鎮,2016,13,2.0
雲林縣口湖鄉,2016,13,2.0
雲林縣古坑鄉,2016,13,2.0
雲林縣四湖鄉,2016,13,1.89
雲林縣土庫鎮,2016,13,2.0
雲林縣大埤鄉,2016,13,2.0
雲林縣崙背鄉,2016,13,2.0
雲林縣斗六市,2016,13,1.9
雲林縣斗南鎮,2016,13,2.0
雲林縣東勢鄉,2016,13,2.0
雲林縣林內鄉,2016,13,1.5
雲林縣水林鄉,2016,13,2.0
雲林縣臺西鄉,2016,13,1.5
雲林縣莿桐鄉,2016,13,2.0
雲林縣虎尾鎮,2016,13,2.0
雲林縣褒忠鄉,2016,13,2.0
雲林縣西螺鎮,2016,13,2.0
雲林縣麥寮鄉,2016,13,2.0
高雄市三民區,2016,13,4.0
高雄市仁武區,2016,13,4.0
高雄市內門區,2016,13,2.0
高雄市六龜區,2016,13,2.0
高雄市前金區,2016,13,3.0
高雄市前鎮區,2016,13,5.33
高雄市大寮區,2016,13,4.86
高雄市大樹區,2016,13,3.0
高雄市大社區,2016,13,4.0
高雄市小港區,2016,13,4.8
高雄市岡山區,2016,13,3.0
高雄市左營區,2016,13,3.0
高雄市彌陀區,2016,13,3.0
高雄市旗山區,2016,13,1.91
高雄市旗津區,2016,13,5.0
高雄市杉林區,2016,13,1.9
高雄市林園區,2016,13,3.67
高雄市桃源區,2016,13,2.0
高雄市梓官區,2016,13,3.0
高雄市楠梓區,2016,13,3.25
高雄市橋頭區,2016,13,3.0
高雄市永安區,2016,13,3.0
高雄市湖內區,2016,13,2.5
高雄市燕巢區,2016,13,3.14
高雄市田寮區,2016,13,3.0
高雄市甲仙區,2016,13,2.0
高雄市美濃區,2016,13,1.3
高雄市苓雅區,2016,13,5.0
高雄市茂林區,2016,13,2.0
高雄市茄萣區,2016,13,3.0
高雄市路竹區,2016,13,3.0
高雄市阿蓮區,2016,13,3.0
高雄市鳥松區,2016,13,4.0
高雄市鳳山區,2016,13,3.5
高雄市鼓山區,2016,13,3.0
南投縣中寮鄉,2016,14,3.0
南投縣仁愛鄉,2016,14,2.0
南投縣信義鄉,2016,14,2.0
南投縣南投市,2016,14,3.0
南投縣名間鄉,2016,14,2.5
南投縣國姓鄉,2016,14,2.5
南投縣埔里鎮,2016,14,2.0
南投縣水里鄉,2016,14,2.0
南投縣竹山鎮,2016,14,2.0
南投縣草屯鎮,2016,14,3.0
南投縣集集鎮,2016,14,2.0
南投縣魚池鄉,2016,14,2.0
南投縣鹿谷鄉,2016,14,2.0
嘉義市東區,2016,14,2.0
嘉義市西區,2016,14,2.0
嘉義縣中埔鄉,2016,14,2.0
嘉義縣六腳鄉,2016,14,2.33
嘉義縣大埔鄉,2016,14,2.0
嘉義縣大林鎮,2016,14,2.0
嘉義縣太保市,2016,14,2.29
嘉義縣布袋鎮,2016,14,2.0
嘉義縣新港鄉,2016,14,3.0
嘉義縣朴子市,2016,14,2.0
嘉義縣東石鄉,2016,14,2.0
嘉義縣梅山鄉,2016,14,2.0
嘉義縣民雄鄉,2016,14,2.29
嘉義縣水上鄉,2016,14,2.0
嘉義縣溪口鄉,2016,14,2.75
嘉義縣番路鄉,2016,14,2.0
嘉義縣竹崎鄉,2016,14,2.0
嘉義縣義竹鄉,2016,14,2.0
嘉義縣鹿草鄉,2016,14,2.0
基隆市七堵區,2016,14,9.17
基隆市仁愛區,2016,14,7.0
基隆市信義區,2016,14,7.0
基隆市安樂區,2016,14,5.0
基隆市暖暖區,2016,14,7.5
宜蘭縣三星鄉,2016,14,3.78
宜蘭縣五結鄉,2016,14,2.75
宜蘭縣冬山鄉,2016,14,3.12
宜蘭縣南澳鄉,2016,14,4.52
宜蘭縣員山鄉,2016,14,3.7
宜蘭縣壯圍鄉,2016,14,2.0
宜蘭縣大同鄉,2016,14,6.15
宜蘭縣宜蘭市,2016,14,1.0
宜蘭縣礁溪鄉,2016,14,3.25
宜蘭縣蘇澳鎮,2016,14,3.5
宜蘭縣頭城鎮,2016,14,7.86
屏東縣三地門鄉,2016,14,2.0
屏東縣九如鄉,2016,14,2.25
屏東縣佳冬鄉,2016,14,2.0
屏東縣來義鄉,2016,14,1.88
屏東縣內埔鄉,2016,14,2.0
屏東縣南州鄉,2016,14,2.0
屏東縣屏東市,2016,14,2.14
屏東縣崁頂鄉,2016,14,2.0
屏東縣恆春鎮,2016,14,2.0
屏東縣新園鄉,2016,14,2.33
屏東縣新埤鄉,2016,14,1.14
屏東縣春日鄉,2016,14,2.0
屏東縣東港鎮,2016,14,2.0
屏東縣枋寮鄉,2016,14,2.0
屏東縣枋山鄉,2016,14,2.25
屏東縣林邊鄉,2016,14,2.0
屏東縣泰武鄉,2016,14,1.8
屏東縣滿州鄉,2016,14,2.0
屏東縣潮州鎮,2016,14,1.0
屏東縣牡丹鄉,2016,14,2.0
屏東縣獅子鄉,2016,14,2.0
屏東縣琉球鄉,2016,14,3.0
屏東縣瑪家鄉,2016,14,2.0
屏東縣竹田鄉,2016,14,2.0
屏東縣萬丹鄉,2016,14,2.83
屏東縣萬巒鄉,2016,14,1.33
屏東縣車城鄉,2016,14,2.0
屏東縣里港鄉,2016,14,2.0
屏東縣長治鄉,2016,14,2.0
屏東縣霧臺鄉,2016,14,2.0
屏東縣高樹鄉,2016,14,2.0
屏東縣鹽埔鄉,2016,14,2.0
屏東縣麟洛鄉,2016,14,2.0
彰化縣二林鎮,2016,14,2.0
彰化縣二水鄉,2016,14,2.0
彰化縣伸港鄉,2016,14,2.25
彰化縣北斗鎮,2016,14,2.0
彰化縣和美鎮,2016,14,2.25
彰化縣員林市,2016,14,3.0
彰化縣埔心鄉,2016,14,3.0
彰化縣埔鹽鄉,2016,14,2.25
彰化縣埤頭鄉,2016,14,2.0
彰化縣大城鄉,2016,14,2.0
彰化縣大村鄉,2016,14,3.0
彰化縣彰化市,2016,14,2.75
彰化縣永靖鄉,2016,14,3.0
彰化縣溪州鄉,2016,14,2.0
彰化縣溪湖鎮,2016,14,2.25
彰化縣田中鎮,2016,14,3.0
彰化縣田尾鄉,2016,14,2.5
彰化縣社頭鄉,2016,14,3.0
彰化縣福興鄉,2016,14,2.0
彰化縣秀水鄉,2016,14,2.0
彰化縣竹塘鄉,2016,14,2.0
彰化縣線西鄉,2016,14,2.0
彰化縣芬園鄉,2016,14,3.2
彰化縣花壇鄉,2016,14,2.5
彰化縣芳苑鄉,2016,14,2.0
彰化縣鹿港鎮,2016,14,2.0
新北市三峽區,2016,14,10.71
新北市三芝區,2016,14,4.2
新北市三重區,2016,14,51.0
新北市中和區,2016,14,11.5
新北市五股區,2016,14,14.33
新北市八里區,2016,14,8.0
新北市土城區,2016,14,10.0
新北市坪林區,2016,14,9.5
新北市平溪區,2016,14,9.62
新北市新店區,2016,14,8.6
新北市新莊區,2016,14,9.67
新北市板橋區,2016,14,12.0
新北市林口區,2016,14,7.33
新北市樹林區,2016,14,10.0
新北市永和區,2016,14,10.0
新北市汐止區,2016,14,11.71
新北市淡水區,2016,14,5.33
新北市深坑區,2016,14,11.0
新北市烏來區,2016,14,9.56
新北市瑞芳區,2016,14,7.5
新北市石碇區,2016,14,10.85
新北市石門區,2016,14,7.4
新北市萬里區,2016,14,5.0
新北市蘆洲區,2016,14,21.0
新北市貢寮區,2016,14,9.0
新北市金山區,2016,14,6.75
新北市雙溪區,2016,14,8.92
新北市鶯歌區,2016,14,8.5
新竹市北區,2016,14,3.0
新竹市東區,2016,14,3.0
新竹市香山區,2016,14,3.0
新竹縣五峰鄉,2016,14,4.0
新竹縣北埔鄉,2016,14,3.0
新竹縣寶山鄉,2016,14,3.0
新竹縣尖石鄉,2016,14,6.2
新竹縣峨眉鄉,2016,14,3.2
新竹縣新埔鎮,2016,14,4.5
新竹縣新豐鄉,2016,14,4.0
新竹縣橫山鄉,2016,14,3.33
新竹縣湖口鄉,2016,14,4.25
新竹縣竹北市,2016,14,3.4
新竹縣竹東鎮,2016,14,2.5
新竹縣芎林鄉,2016,14,2.75
新竹縣關西鎮,2016,14,5.38
桃園市中壢區,2016,14,13.33
桃園市八德區,2016,14,10.0
桃園市大園區,2016,14,4.88
桃園市大溪區,2016,14,8.64
桃園市平鎮區,2016,14,13.0
桃園市復興區,2016,14,9.0
桃園市新屋區,2016,14,4.57
桃園市桃園區,2016,14,7.0
桃園市楊梅區,2016,14,6.78
桃園市蘆竹區,2016,14,7.57
桃園市觀音區,2016,14,4.9
桃園市龍潭區,2016,14,4.88
桃園市龜山區,2016,14,8.0
臺中市北屯區,2016,14,3.33
臺中市南屯區,2016,14,4.0
臺中市后里區,2016,14,2.67
臺中市外埔區,2016,14,2.8
臺中市大安區,2016,14,3.0
臺中市大甲區,2016,14,3.0
臺中市大肚區,2016,14,3.5
臺中市大里區,2016,14,4.0
臺中市大雅區,2016,14,4.0
臺中市太平區,2016,14,4.0
臺中市新社區,2016,14,3.0
臺中市東勢區,2016,14,3.0
臺中市東區,2016,14,4.0
臺中市梧棲區,2016,14,3.0
臺中市沙鹿區,2016,14,3.25
臺中市清水區,2016,14,3.0
臺中市潭子區,2016,14,3.5
臺中市烏日區,2016,14,4.0
臺中市石岡區,2016,14,3.0
臺中市神岡區,2016,14,3.0
臺中市西區,2016,14,4.0
臺中市西屯區,2016,14,4.0
臺中市豐原區,2016,14,3.0
臺中市霧峰區,2016,14,4.0
臺中市龍井區,2016,14,3.0
臺北市中山區,2016,14,16.0
臺北市中正區,2016,14,12.0
臺北市信義區,2016,14,11.0
臺北市內湖區,2016,14,11.5
臺北市北投區,2016,14,10.33
臺北市南港區,2016,14,11.0
臺北市士林區,2016,14,9.83
臺北市文山區,2016,14,8.5
臺北市松山區,2016,14,14.0
臺北市萬華區,2016,14,13.0
臺南市七股區,2016,14,2.0
臺南市下營區,2016,14,2.0
臺南市中西區,2016,14,2.0
臺南市仁德區,2016,14,2.0
臺南市佳里區,2016,14,2.0
臺南市六甲區,2016,14,2.0
臺南市北區,2016,14,2.0
臺南市北門區,2016,14,2.0
臺南市南化區,2016,14,2.0
臺南市南區,2016,14,2.0
臺南市善化區,2016,14,1.0
臺南市大內區,2016,14,1.83
臺南市學甲區,2016,14,2.0
臺南市安南區,2016,14,2.0
臺南市安定區,2016,14,2.0
臺南市官田區,2016,14,2.0
臺南市將軍區,2016,14,2.0
臺南市山上區,2016,14,2.0
臺南市左鎮區,2016,14,2.0
臺南市後壁區,2016,14,2.0
臺南市新化區,2016,14,2.0
臺南市新市區,2016,14,1.67
臺南市新營區,2016,14,2.0
臺南市東區,2016,14,2.0
臺南市東山區,2016,14,2.0
臺南市柳營區,2016,14,2.0
臺南市楠西區,2016,14,2.0
臺南市歸仁區,2016,14,2.0
臺南市永康區,2016,14,2.0
臺南市玉井區,2016,14,2.0
臺南市白河區,2016,14,2.0
臺南市西港區,2016,14,2.0
臺南市關廟區,2016,14,2.4
臺南市鹽水區,2016,14,2.0
臺南市麻豆區,2016,14,2.0
臺南市龍崎區,2016,14,2.0
臺東縣卑南鄉,2016,14,2.0
臺東縣大武鄉,2016,14,2.0
臺東縣太麻里鄉,2016,14,2.0
臺東縣延平鄉,2016,14,1.86
臺東縣成功鎮,2016,14,1.0
臺東縣東河鄉,2016,14,1.29
臺東縣池上鄉,2016,14,1.0
臺東縣海端鄉,2016,14,1.0
臺東縣綠島鄉,2016,14,2.0
臺東縣臺東市,2016,14,2.0
臺東縣蘭嶼鄉,2016,14,2.0
臺東縣達仁鄉,2016,14,2.0
臺東縣金峰鄉,2016,14,2.0
臺東縣長濱鄉,2016,14,1.75
臺東縣關山鎮,2016,14,1.0
臺東縣鹿野鄉,2016,14,1.17
花蓮縣光復鄉,2016,14,2.0
花蓮縣卓溪鄉,2016,14,1.69
花蓮縣吉安鄉,2016,14,2.0
花蓮縣壽豐鄉,2016,14,2.0
花蓮縣富里鄉,2016,14,1.0
花蓮縣新城鄉,2016,14,2.0
花蓮縣玉里鎮,2016,14,1.82
花蓮縣瑞穗鄉,2016,14,2.0
花蓮縣秀林鄉,2016,14,2.73
花蓮縣花蓮市,2016,14,2.0
花蓮縣萬榮鄉,2016,14,2.0
花蓮縣豐濱鄉,2016,14,2.0
花蓮縣鳳林鎮,2016,14,2.0
苗栗縣三灣鄉,2016,14,3.75
苗栗縣三義鄉,2016,14,2.0
苗栗縣公館鄉,2016,14,3.0
苗栗縣卓蘭鎮,2016,14,2.6
苗栗縣南庄鄉,2016,14,4.0
苗栗縣大湖鄉,2016,14,2.67
苗栗縣後龍鎮,2016,14,3.0
苗栗縣泰安鄉,2016,14,3.0
苗栗縣獅潭鄉,2016,14,3.29
苗栗縣竹南鎮,2016,14,3.0
苗栗縣苑裡鎮,2016,14,2.4
苗栗縣苗栗市,2016,14,3.0
苗栗縣西湖鄉,2016,14,3.0
苗栗縣通霄鎮,2016,14,2.82
苗栗縣造橋鄉,2016,14,3.2
苗栗縣銅鑼鄉,2016,14,2.5
苗栗縣頭份市,2016,14,3.0
苗栗縣頭屋鄉,2016,14,3.0
雲林縣二崙鄉,2016,14,2.0
雲林縣元長鄉,2016,14,2.4
雲林縣北港鎮,2016,14,2.67
雲林縣口湖鄉,2016,14,2.0
雲林縣古坑鄉,2016,14,2.0
雲林縣四湖鄉,2016,14,2.0
雲林縣土庫鎮,2016,14,2.0
雲林縣大埤鄉,2016,14,2.0
雲林縣崙背鄉,2016,14,2.0
雲林縣斗六市,2016,14,2.0
雲林縣斗南鎮,2016,14,2.0
雲林縣東勢鄉,2016,14,2.0
雲林縣林內鄉,2016,14,2.0
雲林縣水林鄉,2016,14,2.0
雲林縣臺西鄉,2016,14,2.0
雲林縣莿桐鄉,2016,14,2.0
雲林縣虎尾鎮,2016,14,2.0
雲林縣褒忠鄉,2016,14,2.0
雲林縣西螺鎮,2016,14,2.0
雲林縣麥寮鄉,2016,14,2.17
高雄市三民區,2016,14,3.0
高雄市仁武區,2016,14,3.0
高雄市內門區,2016,14,2.0
高雄市六龜區,2016,14,1.85
高雄市前金區,2016,14,3.0
高雄市前鎮區,2016,14,4.67
高雄市大寮區,2016,14,3.14
高雄市大樹區,2016,14,2.86
高雄市大社區,2016,14,4.0
高雄市小港區,2016,14,4.6
高雄市岡山區,2016,14,3.0
高雄市左營區,2016,14,3.0
高雄市彌陀區,2016,14,3.0
高雄市旗山區,2016,14,1.64
高雄市旗津區,2016,14,4.0
高雄市杉林區,2016,14,1.9
高雄市林園區,2016,14,2.0
高雄市桃源區,2016,14,2.0
高雄市梓官區,2016,14,3.0
高雄市楠梓區,2016,14,3.75
高雄市橋頭區,2016,14,3.0
高雄市永安區,2016,14,3.0
高雄市湖內區,2016,14,2.5
高雄市燕巢區,2016,14,3.43
高雄市田寮區,2016,14,2.75
高雄市甲仙區,2016,14,2.0
高雄市美濃區,2016,14,1.2
高雄市苓雅區,2016,14,4.0
高雄市茂林區,2016,14,2.0
高雄市茄萣區,2016,14,2.0
高雄市路竹區,2016,14,3.0
高雄市阿蓮區,2016,14,3.0
高雄市鳥松區,2016,14,3.0
高雄市鳳山區,2016,14,3.5
高雄市鼓山區,2016,14,3.0
南投縣中寮鄉,2016,15,3.17
南投縣仁愛鄉,2016,15,2.0
南投縣信義鄉,2016,15,2.0
南投縣南投市,2016,15,3.86
南投縣名間鄉,2016,15,3.0
南投縣國姓鄉,2016,15,2.67
南投縣埔里鎮,2016,15,2.0
南投縣水里鄉,2016,15,2.17
南投縣竹山鎮,2016,15,2.0
南投縣草屯鎮,2016,15,3.62
南投縣集集鎮,2016,15,3.0
南投縣魚池鄉,2016,15,2.14
南投縣鹿谷鄉,2016,15,2.0
嘉義市東區,2016,15,2.0
嘉義市西區,2016,15,2.0
嘉義縣中埔鄉,2016,15,2.0
嘉義縣六腳鄉,2016,15,2.33
嘉義縣大埔鄉,2016,15,2.0
嘉義縣大林鎮,2016,15,2.0
嘉義縣太保市,2016,15,2.29
嘉義縣布袋鎮,2016,15,2.0
嘉義縣新港鄉,2016,15,3.0
嘉義縣朴子市,2016,15,2.0
嘉義縣東石鄉,2016,15,2.0
嘉義縣梅山鄉,2016,15,2.0
嘉義縣民雄鄉,2016,15,2.29
嘉義縣水上鄉,2016,15,2.0
嘉義縣溪口鄉,2016,15,2.75
嘉義縣番路鄉,2016,15,2.0
嘉義縣竹崎鄉,2016,15,2.0
嘉義縣義竹鄉,2016,15,2.0
嘉義縣鹿草鄉,2016,15,2.0
基隆市七堵區,2016,15,5.5
基隆市仁愛區,2016,15,2.0
基隆市信義區,2016,15,2.0
基隆市安樂區,2016,15,2.5
基隆市暖暖區,2016,15,3.5
宜蘭縣三星鄉,2016,15,3.44
宜蘭縣五結鄉,2016,15,2.75
宜蘭縣冬山鄉,2016,15,3.5
宜蘭縣南澳鄉,2016,15,4.78
宜蘭縣員山鄉,2016,15,3.7
宜蘭縣壯圍鄉,2016,15,2.33
宜蘭縣大同鄉,2016,15,5.69
宜蘭縣宜蘭市,2016,15,1.5
宜蘭縣礁溪鄉,2016,15,3.0
宜蘭縣蘇澳鎮,2016,15,4.1
宜蘭縣頭城鎮,2016,15,6.43
屏東縣三地門鄉,2016,15,2.62
屏東縣九如鄉,2016,15,2.75
屏東縣佳冬鄉,2016,15,2.33
屏東縣來義鄉,2016,15,2.12
屏東縣內埔鄉,2016,15,2.88
屏東縣南州鄉,2016,15,2.0
屏東縣屏東市,2016,15,2.43
屏東縣崁頂鄉,2016,15,2.33
屏東縣恆春鎮,2016,15,2.0
屏東縣新園鄉,2016,15,3.67
屏東縣新埤鄉,2016,15,1.71
屏東縣春日鄉,2016,15,2.73
屏東縣東港鎮,2016,15,3.0
屏東縣枋寮鄉,2016,15,2.6
屏東縣枋山鄉,2016,15,3.0
屏東縣林邊鄉,2016,15,3.0
屏東縣泰武鄉,2016,15,2.0
屏東縣滿州鄉,2016,15,2.0
屏東縣潮州鎮,2016,15,1.33
屏東縣牡丹鄉,2016,15,2.25
屏東縣獅子鄉,2016,15,2.96
屏東縣琉球鄉,2016,15,4.0
屏東縣瑪家鄉,2016,15,3.0
屏東縣竹田鄉,2016,15,2.67
屏東縣萬丹鄉,2016,15,4.33
屏東縣萬巒鄉,2016,15,2.0
屏東縣車城鄉,2016,15,2.0
屏東縣里港鄉,2016,15,2.17
屏東縣長治鄉,2016,15,2.5
屏東縣霧臺鄉,2016,15,3.0
屏東縣高樹鄉,2016,15,2.14
屏東縣鹽埔鄉,2016,15,3.0
屏東縣麟洛鄉,2016,15,2.5
彰化縣二林鎮,2016,15,1.5
