town,year,week,value
基隆市安樂區,2015,38,39.0
基隆市暖暖區,2015,38,36.5
宜蘭縣三星鄉,2015,38,37.11
宜蘭縣五結鄉,2015,38,35.75
宜蘭縣冬山鄉,2015,38,34.75
宜蘭縣南澳鄉,2015,38,36.3
宜蘭縣員山鄉,2015,38,38.0
宜蘭縣壯圍鄉,2015,38,37.33
宜蘭縣大同鄉,2015,38,38.08
宜蘭縣宜蘭市,2015,38,37.75
宜蘭縣礁溪鄉,2015,38,38.0
宜蘭縣蘇澳鎮,2015,38,34.9
宜蘭縣頭城鎮,2015,38,38.0
屏東縣三地門鄉,2015,38,42.54
屏東縣九如鄉,2015,38,42.0
屏東縣佳冬鄉,2015,38,39.67
屏東縣來義鄉,2015,38,39.5
屏東縣內埔鄉,2015,38,41.0
屏東縣南州鄉,2015,38,40.0
屏東縣屏東市,2015,38,41.0
屏東縣崁頂鄉,2015,38,39.67
屏東縣恆春鎮,2015,38,43.0
屏東縣新園鄉,2015,38,42.0
屏東縣新埤鄉,2015,38,38.14
屏東縣春日鄉,2015,38,40.27
屏東縣東港鎮,2015,38,43.0
屏東縣枋寮鄉,2015,38,40.0
屏東縣枋山鄉,2015,38,41.5
屏東縣林邊鄉,2015,38,41.0
屏東縣泰武鄉,2015,38,39.6
屏東縣滿州鄉,2015,38,43.0
屏東縣潮州鎮,2015,38,38.0
屏東縣牡丹鄉,2015,38,42.62
屏東縣獅子鄉,2015,38,41.74
屏東縣琉球鄉,2015,38,43.0
屏東縣瑪家鄉,2015,38,41.0
屏東縣竹田鄉,2015,38,39.67
屏東縣萬丹鄉,2015,38,39.83
屏東縣萬巒鄉,2015,38,39.0
屏東縣車城鄉,2015,38,43.0
屏東縣里港鄉,2015,38,43.5
屏東縣長治鄉,2015,38,41.0
屏東縣霧臺鄉,2015,38,42.0
屏東縣高樹鄉,2015,38,43.14
屏東縣鹽埔鄉,2015,38,42.0
屏東縣麟洛鄉,2015,38,41.0
彰化縣二林鎮,2015,38,43.12
彰化縣二水鄉,2015,38,48.25
彰化縣伸港鄉,2015,38,46.75
彰化縣北斗鎮,2015,38,45.0
彰化縣和美鎮,2015,38,45.0
彰化縣員林市,2015,38,44.0
彰化縣埔心鄉,2015,38,44.0
彰化縣埔鹽鄉,2015,38,43.75
彰化縣埤頭鄉,2015,38,43.6
彰化縣大城鄉,2015,38,45.44
彰化縣大村鄉,2015,38,44.0
彰化縣彰化市,2015,38,43.5
彰化縣永靖鄉,2015,38,44.0
彰化縣溪州鄉,2015,38,46.14
彰化縣溪湖鎮,2015,38,43.75
彰化縣田中鎮,2015,38,45.0
彰化縣田尾鄉,2015,38,44.5
彰化縣社頭鄉,2015,38,44.25
彰化縣福興鄉,2015,38,44.5
彰化縣秀水鄉,2015,38,43.0
彰化縣竹塘鄉,2015,38,43.75
彰化縣線西鄉,2015,38,47.0
彰化縣芬園鄉,2015,38,44.4
彰化縣花壇鄉,2015,38,43.0
彰化縣芳苑鄉,2015,38,43.92
彰化縣鹿港鎮,2015,38,46.5
新北市三峽區,2015,38,41.07
新北市三芝區,2015,38,51.4
新北市三重區,2015,38,35.0
新北市中和區,2015,38,38.0
新北市五股區,2015,38,38.0
新北市八里區,2015,38,41.5
新北市土城區,2015,38,42.33
新北市坪林區,2015,38,38.2
新北市平溪區,2015,38,37.62
新北市新店區,2015,38,39.6
新北市新莊區,2015,38,41.0
新北市板橋區,2015,38,39.5
新北市林口區,2015,38,45.0
新北市樹林區,2015,38,41.67
新北市永和區,2015,38,36.0
新北市汐止區,2015,38,36.43
新北市淡水區,2015,38,44.83
新北市深坑區,2015,38,38.0
新北市烏來區,2015,38,39.22
新北市瑞芳區,2015,38,37.0
新北市石碇區,2015,38,38.15
新北市石門區,2015,38,46.0
新北市萬里區,2015,38,41.0
新北市蘆洲區,2015,38,38.0
新北市貢寮區,2015,38,38.2
新北市金山區,2015,38,45.25
新北市雙溪區,2015,38,37.92
新北市鶯歌區,2015,38,43.5
新竹市北區,2015,38,52.0
新竹市東區,2015,38,51.5
新竹市香山區,2015,38,51.2
新竹縣五峰鄉,2015,38,48.25
新竹縣北埔鄉,2015,38,49.5
新竹縣寶山鄉,2015,38,50.67
新竹縣尖石鄉,2015,38,45.6
新竹縣峨眉鄉,2015,38,49.8
新竹縣新埔鎮,2015,38,48.33
新竹縣新豐鄉,2015,38,49.6
新竹縣橫山鄉,2015,38,48.83
新竹縣湖口鄉,2015,38,49.5
新竹縣竹北市,2015,38,50.6
新竹縣竹東鎮,2015,38,49.83
新竹縣芎林鄉,2015,38,49.5
新竹縣關西鎮,2015,38,46.31
桃園市中壢區,2015,38,39.5
桃園市八德區,2015,38,43.0
桃園市大園區,2015,38,41.25
桃園市大溪區,2015,38,43.27
桃園市平鎮區,2015,38,40.2
桃園市復興區,2015,38,42.57
桃園市新屋區,2015,38,45.14
桃園市桃園區,2015,38,45.5
桃園市楊梅區,2015,38,45.0
桃園市蘆竹區,2015,38,43.71
桃園市觀音區,2015,38,41.9
桃園市龍潭區,2015,38,46.0
桃園市龜山區,2015,38,44.4
臺中市北屯區,2015,38,47.67
臺中市南屯區,2015,38,44.0
臺中市后里區,2015,38,49.83
臺中市外埔區,2015,38,49.6
臺中市大安區,2015,38,47.33
臺中市大甲區,2015,38,48.6
臺中市大肚區,2015,38,44.5
臺中市大里區,2015,38,46.0
臺中市大雅區,2015,38,45.0
臺中市太平區,2015,38,46.25
臺中市新社區,2015,38,48.8
臺中市東勢區,2015,38,49.29
臺中市東區,2015,38,45.0
臺中市梧棲區,2015,38,46.0
臺中市沙鹿區,2015,38,45.75
臺中市清水區,2015,38,46.11
臺中市潭子區,2015,38,48.0
臺中市烏日區,2015,38,44.67
臺中市石岡區,2015,38,50.0
臺中市神岡區,2015,38,48.67
臺中市西區,2015,38,44.0
臺中市西屯區,2015,38,44.25
臺中市豐原區,2015,38,50.0
臺中市霧峰區,2015,38,45.75
臺中市龍井區,2015,38,45.75
臺北市中山區,2015,38,35.0
臺北市中正區,2015,38,36.0
臺北市信義區,2015,38,38.0
臺北市內湖區,2015,38,39.5
臺北市北投區,2015,38,46.17
臺北市南港區,2015,38,38.5
臺北市士林區,2015,38,44.83
臺北市文山區,2015,38,38.25
臺北市松山區,2015,38,39.0
臺北市萬華區,2015,38,38.0
臺南市七股區,2015,38,48.07
臺南市下營區,2015,38,48.33
臺南市中西區,2015,38,51.0
臺南市仁德區,2015,38,50.33
臺南市佳里區,2015,38,48.0
臺南市六甲區,2015,38,48.2
臺南市北區,2015,38,52.0
臺南市北門區,2015,38,48.0
臺南市南化區,2015,38,45.8
臺南市南區,2015,38,51.5
臺南市善化區,2015,38,47.0
臺南市大內區,2015,38,47.0
臺南市學甲區,2015,38,48.0
臺南市安南區,2015,38,48.8
臺南市安定區,2015,38,47.67
臺南市官田區,2015,38,47.25
臺南市將軍區,2015,38,48.0
臺南市山上區,2015,38,47.0
臺南市左鎮區,2015,38,46.29
臺南市後壁區,2015,38,48.86
臺南市新化區,2015,38,47.5
臺南市新市區,2015,38,47.17
臺南市新營區,2015,38,49.0
臺南市東區,2015,38,52.0
臺南市東山區,2015,38,48.1
臺南市柳營區,2015,38,48.71
臺南市楠西區,2015,38,46.73
臺南市歸仁區,2015,38,48.8
臺南市永康區,2015,38,50.0
臺南市玉井區,2015,38,46.71
臺南市白河區,2015,38,48.0
臺南市西港區,2015,38,48.0
臺南市關廟區,2015,38,47.2
臺南市鹽水區,2015,38,48.8
臺南市麻豆區,2015,38,47.5
臺南市龍崎區,2015,38,46.5
臺東縣卑南鄉,2015,38,35.0
臺東縣大武鄉,2015,38,40.6
臺東縣太麻里鄉,2015,38,38.0
臺東縣延平鄉,2015,38,32.86
臺東縣成功鎮,2015,38,31.1
臺東縣東河鄉,2015,38,31.06
臺東縣池上鄉,2015,38,30.0
臺東縣海端鄉,2015,38,30.0
臺東縣綠島鄉,2015,38,33.0
臺東縣臺東市,2015,38,34.27
臺東縣蘭嶼鄉,2015,38,39.0
臺東縣達仁鄉,2015,38,40.9
臺東縣金峰鄉,2015,38,39.55
臺東縣長濱鄉,2015,38,34.42
臺東縣關山鎮,2015,38,30.0
臺東縣鹿野鄉,2015,38,30.83
花蓮縣光復鄉,2015,38,41.17
花蓮縣卓溪鄉,2015,38,34.77
花蓮縣吉安鄉,2015,38,39.0
花蓮縣壽豐鄉,2015,38,39.0
花蓮縣富里鄉,2015,38,31.58
花蓮縣新城鄉,2015,38,39.0
花蓮縣玉里鎮,2015,38,35.36
花蓮縣瑞穗鄉,2015,38,39.69
花蓮縣秀林鄉,2015,38,39.08
花蓮縣花蓮市,2015,38,39.0
花蓮縣萬榮鄉,2015,38,41.6
花蓮縣豐濱鄉,2015,38,39.59
花蓮縣鳳林鎮,2015,38,40.1
苗栗縣三灣鄉,2015,38,50.75
苗栗縣三義鄉,2015,38,52.0
苗栗縣公館鄉,2015,38,47.57
苗栗縣卓蘭鎮,2015,38,50.6
苗栗縣南庄鄉,2015,38,49.12
苗栗縣大湖鄉,2015,38,50.67
苗栗縣後龍鎮,2015,38,47.78
苗栗縣泰安鄉,2015,38,48.0
苗栗縣獅潭鄉,2015,38,48.29
苗栗縣竹南鎮,2015,38,51.75
苗栗縣苑裡鎮,2015,38,50.8
苗栗縣苗栗市,2015,38,47.0
苗栗縣西湖鄉,2015,38,47.25
苗栗縣通霄鎮,2015,38,49.45
苗栗縣造橋鄉,2015,38,48.6
苗栗縣銅鑼鄉,2015,38,50.25
苗栗縣頭份市,2015,38,51.57
苗栗縣頭屋鄉,2015,38,47.25
雲林縣二崙鄉,2015,38,43.4
雲林縣元長鄉,2015,38,47.8
雲林縣北港鎮,2015,38,49.0
雲林縣口湖鄉,2015,38,49.33
雲林縣古坑鄉,2015,38,47.62
雲林縣四湖鄉,2015,38,50.44
雲林縣土庫鎮,2015,38,44.4
雲林縣大埤鄉,2015,38,47.0
雲林縣崙背鄉,2015,38,42.33
雲林縣斗六市,2015,38,47.5
雲林縣斗南鎮,2015,38,46.6
雲林縣東勢鄉,2015,38,49.0
雲林縣林內鄉,2015,38,49.0
雲林縣水林鄉,2015,38,49.0
雲林縣臺西鄉,2015,38,50.5
雲林縣莿桐鄉,2015,38,46.8
雲林縣虎尾鎮,2015,38,45.0
雲林縣褒忠鄉,2015,38,44.33
雲林縣西螺鎮,2015,38,45.25
雲林縣麥寮鄉,2015,38,47.75
高雄市三民區,2015,38,47.0
高雄市仁武區,2015,38,46.0
高雄市內門區,2015,38,44.5
高雄市六龜區,2015,38,44.23
高雄市前金區,2015,38,52.0
高雄市前鎮區,2015,38,36.67
高雄市大寮區,2015,38,40.86
高雄市大樹區,2015,38,43.0
高雄市大社區,2015,38,45.5
高雄市小港區,2015,38,42.6
高雄市岡山區,2015,38,45.0
高雄市左營區,2015,38,50.5
高雄市彌陀區,2015,38,45.0
高雄市旗山區,2015,38,44.0
高雄市旗津區,2015,38,38.0
高雄市杉林區,2015,38,44.3
高雄市林園區,2015,38,44.33
高雄市桃源區,2015,38,44.0
高雄市梓官區,2015,38,45.0
高雄市楠梓區,2015,38,46.0
高雄市橋頭區,2015,38,44.0
高雄市永安區,2015,38,46.33
高雄市湖內區,2015,38,49.0
高雄市燕巢區,2015,38,45.0
高雄市田寮區,2015,38,44.75
高雄市甲仙區,2015,38,45.0
高雄市美濃區,2015,38,44.0
高雄市苓雅區,2015,38,36.0
高雄市茂林區,2015,38,43.0
高雄市茄萣區,2015,38,48.0
高雄市路竹區,2015,38,46.0
高雄市阿蓮區,2015,38,45.5
高雄市鳥松區,2015,38,44.67
高雄市鳳山區,2015,38,43.5
高雄市鼓山區,2015,38,50.67
南投縣中寮鄉,2015,39,31.83
南投縣仁愛鄉,2015,39,31.17
南投縣信義鄉,2015,39,34.0
南投縣南投市,2015,39,29.43
南投縣名間鄉,2015,39,32.5
南投縣國姓鄉,2015,39,33.25
南投縣埔里鎮,2015,39,30.79
南投縣水里鄉,2015,39,33.83
南投縣竹山鎮,2015,39,37.14
南投縣草屯鎮,2015,39,32.25
南投縣集集鎮,2015,39,34.0
南投縣魚池鄉,2015,39,32.0
南投縣鹿谷鄉,2015,39,36.1
嘉義市東區,2015,39,36.0
嘉義市西區,2015,39,36.0
嘉義縣中埔鄉,2015,39,36.0
嘉義縣六腳鄉,2015,39,39.17
嘉義縣大埔鄉,2015,39,36.4
嘉義縣大林鎮,2015,39,36.17
嘉義縣太保市,2015,39,37.86
嘉義縣布袋鎮,2015,39,39.33
嘉義縣新港鄉,2015,39,37.83
嘉義縣朴子市,2015,39,40.0
嘉義縣東石鄉,2015,39,40.0
嘉義縣梅山鄉,2015,39,36.0
嘉義縣民雄鄉,2015,39,36.57
嘉義縣水上鄉,2015,39,36.4
嘉義縣溪口鄉,2015,39,37.25
嘉義縣番路鄉,2015,39,36.0
嘉義縣竹崎鄉,2015,39,36.0
嘉義縣義竹鄉,2015,39,38.78
嘉義縣鹿草鄉,2015,39,39.17
基隆市七堵區,2015,39,33.5
基隆市仁愛區,2015,39,38.0
基隆市信義區,2015,39,38.0
基隆市安樂區,2015,39,38.0
基隆市暖暖區,2015,39,37.0
宜蘭縣三星鄉,2015,39,35.56
宜蘭縣五結鄉,2015,39,36.25
宜蘭縣冬山鄉,2015,39,35.88
宜蘭縣南澳鄉,2015,39,34.65
宜蘭縣員山鄉,2015,39,35.5
宜蘭縣壯圍鄉,2015,39,37.0
宜蘭縣大同鄉,2015,39,33.69
宜蘭縣宜蘭市,2015,39,37.75
宜蘭縣礁溪鄉,2015,39,36.12
宜蘭縣蘇澳鎮,2015,39,35.5
宜蘭縣頭城鎮,2015,39,33.43
屏東縣三地門鄉,2015,39,35.0
屏東縣九如鄉,2015,39,36.0
屏東縣佳冬鄉,2015,39,35.67
屏東縣來義鄉,2015,39,34.88
屏東縣內埔鄉,2015,39,35.25
屏東縣南州鄉,2015,39,36.0
屏東縣屏東市,2015,39,36.29
屏東縣崁頂鄉,2015,39,36.0
屏東縣恆春鎮,2015,39,41.0
屏東縣新園鄉,2015,39,39.67
屏東縣新埤鄉,2015,39,34.29
屏東縣春日鄉,2015,39,35.09
屏東縣東港鎮,2015,39,41.0
屏東縣枋寮鄉,2015,39,35.6
屏東縣枋山鄉,2015,39,36.25
屏東縣林邊鄉,2015,39,37.5
屏東縣泰武鄉,2015,39,34.8
屏東縣滿州鄉,2015,39,40.67
屏東縣潮州鎮,2015,39,34.0
屏東縣牡丹鄉,2015,39,39.0
屏東縣獅子鄉,2015,39,36.87
屏東縣琉球鄉,2015,39,37.0
屏東縣瑪家鄉,2015,39,35.0
屏東縣竹田鄉,2015,39,34.67
屏東縣萬丹鄉,2015,39,35.17
屏東縣萬巒鄉,2015,39,34.33
屏東縣車城鄉,2015,39,40.5
屏東縣里港鄉,2015,39,35.0
屏東縣長治鄉,2015,39,36.0
屏東縣霧臺鄉,2015,39,35.0
屏東縣高樹鄉,2015,39,35.0
屏東縣鹽埔鄉,2015,39,35.5
屏東縣麟洛鄉,2015,39,36.0
彰化縣二林鎮,2015,39,37.0
彰化縣二水鄉,2015,39,35.5
彰化縣伸港鄉,2015,39,37.0
彰化縣北斗鎮,2015,39,35.5
彰化縣和美鎮,2015,39,36.25
彰化縣員林市,2015,39,34.0
彰化縣埔心鄉,2015,39,35.0
彰化縣埔鹽鄉,2015,39,36.5
彰化縣埤頭鄉,2015,39,36.8
彰化縣大城鄉,2015,39,38.44
彰化縣大村鄉,2015,39,35.25
彰化縣彰化市,2015,39,35.5
彰化縣永靖鄉,2015,39,35.5
彰化縣溪州鄉,2015,39,35.14
彰化縣溪湖鎮,2015,39,36.5
彰化縣田中鎮,2015,39,33.5
彰化縣田尾鄉,2015,39,35.5
彰化縣社頭鄉,2015,39,33.0
彰化縣福興鄉,2015,39,36.75
彰化縣秀水鄉,2015,39,35.0
彰化縣竹塘鄉,2015,39,36.75
彰化縣線西鄉,2015,39,37.0
彰化縣芬園鄉,2015,39,34.2
彰化縣花壇鄉,2015,39,35.0
彰化縣芳苑鄉,2015,39,37.15
彰化縣鹿港鎮,2015,39,37.0
新北市三峽區,2015,39,29.57
新北市三芝區,2015,39,40.0
新北市三重區,2015,39,24.0
新北市中和區,2015,39,26.5
新北市五股區,2015,39,27.67
新北市八里區,2015,39,34.0
新北市土城區,2015,39,29.0
新北市坪林區,2015,39,31.4
新北市平溪區,2015,39,33.12
新北市新店區,2015,39,28.0
新北市新莊區,2015,39,31.33
新北市板橋區,2015,39,27.0
新北市林口區,2015,39,35.17
新北市樹林區,2015,39,30.33
新北市永和區,2015,39,25.0
新北市汐止區,2015,39,30.0
新北市淡水區,2015,39,37.0
新北市深坑區,2015,39,28.5
新北市烏來區,2015,39,29.67
新北市瑞芳區,2015,39,36.83
新北市石碇區,2015,39,29.23
新北市石門區,2015,39,36.6
新北市萬里區,2015,39,37.5
新北市蘆洲區,2015,39,27.0
新北市貢寮區,2015,39,33.7
新北市金山區,2015,39,37.25
新北市雙溪區,2015,39,33.69
新北市鶯歌區,2015,39,32.5
新竹市北區,2015,39,34.0
新竹市東區,2015,39,34.0
新竹市香山區,2015,39,34.2
新竹縣五峰鄉,2015,39,33.25
新竹縣北埔鄉,2015,39,33.5
新竹縣寶山鄉,2015,39,34.17
新竹縣尖石鄉,2015,39,32.2
新竹縣峨眉鄉,2015,39,34.0
新竹縣新埔鎮,2015,39,35.0
新竹縣新豐鄉,2015,39,37.0
新竹縣橫山鄉,2015,39,33.0
新竹縣湖口鄉,2015,39,37.5
新竹縣竹北市,2015,39,35.0
新竹縣竹東鎮,2015,39,33.33
新竹縣芎林鄉,2015,39,33.5
新竹縣關西鎮,2015,39,32.23
桃園市中壢區,2015,39,29.5
桃園市八德區,2015,39,32.0
桃園市大園區,2015,39,34.75
桃園市大溪區,2015,39,30.91
桃園市平鎮區,2015,39,29.0
桃園市復興區,2015,39,30.71
桃園市新屋區,2015,39,36.14
桃園市桃園區,2015,39,33.75
桃園市楊梅區,2015,39,33.33
桃園市蘆竹區,2015,39,34.14
桃園市觀音區,2015,39,35.4
桃園市龍潭區,2015,39,31.5
桃園市龜山區,2015,39,33.8
臺中市北屯區,2015,39,38.5
臺中市南屯區,2015,39,37.0
臺中市后里區,2015,39,40.17
臺中市外埔區,2015,39,39.0
臺中市大安區,2015,39,38.0
臺中市大甲區,2015,39,38.2
臺中市大肚區,2015,39,37.5
臺中市大里區,2015,39,36.0
臺中市大雅區,2015,39,38.0
臺中市太平區,2015,39,36.38
臺中市新社區,2015,39,39.0
臺中市東勢區,2015,39,39.14
臺中市東區,2015,39,36.0
臺中市梧棲區,2015,39,37.0
臺中市沙鹿區,2015,39,37.0
臺中市清水區,2015,39,37.22
臺中市潭子區,2015,39,39.0
臺中市烏日區,2015,39,36.33
臺中市石岡區,2015,39,41.0
臺中市神岡區,2015,39,39.67
臺中市西區,2015,39,36.0
臺中市西屯區,2015,39,38.0
臺中市豐原區,2015,39,41.0
臺中市霧峰區,2015,39,35.38
臺中市龍井區,2015,39,37.0
臺北市中山區,2015,39,26.0
臺北市中正區,2015,39,25.0
臺北市信義區,2015,39,28.0
臺北市內湖區,2015,39,30.0
臺北市北投區,2015,39,34.83
臺北市南港區,2015,39,29.5
臺北市士林區,2015,39,33.83
臺北市文山區,2015,39,27.5
臺北市松山區,2015,39,28.0
臺北市萬華區,2015,39,26.0
臺南市七股區,2015,39,37.07
臺南市下營區,2015,39,38.0
臺南市中西區,2015,39,39.0
臺南市仁德區,2015,39,39.0
臺南市佳里區,2015,39,37.0
臺南市六甲區,2015,39,37.6
臺南市北區,2015,39,40.0
臺南市北門區,2015,39,38.0
臺南市南化區,2015,39,36.0
臺南市南區,2015,39,39.5
臺南市善化區,2015,39,37.0
臺南市大內區,2015,39,37.0
臺南市學甲區,2015,39,37.83
臺南市安南區,2015,39,37.5
臺南市安定區,2015,39,37.0
臺南市官田區,2015,39,37.25
臺南市將軍區,2015,39,37.6
臺南市山上區,2015,39,37.0
臺南市左鎮區,2015,39,36.43
臺南市後壁區,2015,39,38.14
臺南市新化區,2015,39,37.0
臺南市新市區,2015,39,37.0
臺南市新營區,2015,39,38.0
臺南市東區,2015,39,40.0
臺南市東山區,2015,39,37.4
臺南市柳營區,2015,39,38.0
臺南市楠西區,2015,39,36.73
臺南市歸仁區,2015,39,37.6
臺南市永康區,2015,39,38.5
臺南市玉井區,2015,39,36.71
臺南市白河區,2015,39,36.77
臺南市西港區,2015,39,37.0
臺南市關廟區,2015,39,37.0
臺南市鹽水區,2015,39,38.0
臺南市麻豆區,2015,39,37.25
臺南市龍崎區,2015,39,36.33
臺東縣卑南鄉,2015,39,29.91
臺東縣大武鄉,2015,39,35.0
臺東縣太麻里鄉,2015,39,32.25
臺東縣延平鄉,2015,39,27.14
臺東縣成功鎮,2015,39,24.9
臺東縣東河鄉,2015,39,25.0
臺東縣池上鄉,2015,39,24.0
臺東縣海端鄉,2015,39,24.0
臺東縣綠島鄉,2015,39,28.0
臺東縣臺東市,2015,39,30.0
臺東縣蘭嶼鄉,2015,39,36.0
臺東縣達仁鄉,2015,39,35.4
臺東縣金峰鄉,2015,39,33.55
臺東縣長濱鄉,2015,39,27.42
臺東縣關山鎮,2015,39,24.0
臺東縣鹿野鄉,2015,39,25.0
花蓮縣光復鄉,2015,39,32.83
花蓮縣卓溪鄉,2015,39,26.92
花蓮縣吉安鄉,2015,39,35.0
花蓮縣壽豐鄉,2015,39,34.78
花蓮縣富里鄉,2015,39,24.83
花蓮縣新城鄉,2015,39,35.0
花蓮縣玉里鎮,2015,39,27.68
花蓮縣瑞穗鄉,2015,39,30.69
花蓮縣秀林鄉,2015,39,34.42
花蓮縣花蓮市,2015,39,35.0
花蓮縣萬榮鄉,2015,39,33.1
花蓮縣豐濱鄉,2015,39,32.35
花蓮縣鳳林鎮,2015,39,33.9
苗栗縣三灣鄉,2015,39,35.0
苗栗縣三義鄉,2015,39,39.83
苗栗縣公館鄉,2015,39,35.0
苗栗縣卓蘭鎮,2015,39,39.2
苗栗縣南庄鄉,2015,39,34.38
苗栗縣大湖鄉,2015,39,38.67
苗栗縣後龍鎮,2015,39,34.33
苗栗縣泰安鄉,2015,39,36.0
苗栗縣獅潭鄉,2015,39,35.0
苗栗縣竹南鎮,2015,39,35.0
苗栗縣苑裡鎮,2015,39,39.0
苗栗縣苗栗市,2015,39,34.0
苗栗縣西湖鄉,2015,39,34.25
苗栗縣通霄鎮,2015,39,37.18
苗栗縣造橋鄉,2015,39,34.6
苗栗縣銅鑼鄉,2015,39,37.88
苗栗縣頭份市,2015,39,35.0
苗栗縣頭屋鄉,2015,39,34.0
雲林縣二崙鄉,2015,39,36.0
雲林縣元長鄉,2015,39,38.4
雲林縣北港鎮,2015,39,38.33
雲林縣口湖鄉,2015,39,40.78
雲林縣古坑鄉,2015,39,34.85
雲林縣四湖鄉,2015,39,42.89
雲林縣土庫鎮,2015,39,36.6
雲林縣大埤鄉,2015,39,36.67
雲林縣崙背鄉,2015,39,36.0
雲林縣斗六市,2015,39,34.5
雲林縣斗南鎮,2015,39,35.2
雲林縣東勢鄉,2015,39,42.2
雲林縣林內鄉,2015,39,36.25
雲林縣水林鄉,2015,39,39.75
雲林縣臺西鄉,2015,39,43.5
雲林縣莿桐鄉,2015,39,34.2
雲林縣虎尾鎮,2015,39,35.43
雲林縣褒忠鄉,2015,39,37.67
雲林縣西螺鎮,2015,39,35.75
雲林縣麥寮鄉,2015,39,41.17
高雄市三民區,2015,39,35.0
高雄市仁武區,2015,39,35.0
高雄市內門區,2015,39,35.38
高雄市六龜區,2015,39,35.0
高雄市前金區,2015,39,39.0
高雄市前鎮區,2015,39,28.67
高雄市大寮區,2015,39,34.43
高雄市大樹區,2015,39,35.29
高雄市大社區,2015,39,35.0
高雄市小港區,2015,39,35.6
高雄市岡山區,2015,39,34.8
高雄市左營區,2015,39,37.5
高雄市彌陀區,2015,39,35.0
高雄市旗山區,2015,39,35.0
高雄市旗津區,2015,39,30.0
高雄市杉林區,2015,39,35.3
高雄市林園區,2015,39,43.0
高雄市桃源區,2015,39,35.0
高雄市梓官區,2015,39,35.0
高雄市楠梓區,2015,39,35.25
高雄市橋頭區,2015,39,34.0
高雄市永安區,2015,39,35.33
高雄市湖內區,2015,39,37.5
高雄市燕巢區,2015,39,34.86
高雄市田寮區,2015,39,35.12
高雄市甲仙區,2015,39,36.0
高雄市美濃區,2015,39,35.0
高雄市苓雅區,2015,39,27.0
高雄市茂林區,2015,39,35.0
高雄市茄萣區,2015,39,37.0
高雄市路竹區,2015,39,35.6
高雄市阿蓮區,2015,39,35.5
高雄市鳥松區,2015,39,34.33
高雄市鳳山區,2015,39,33.5
高雄市鼓山區,2015,39,38.0
南投縣中寮鄉,2015,40,35.25
南投縣仁愛鄉,2015,40,36.0
南投縣信義鄉,2015,40,36.0
南投縣南投市,2015,40,35.0
南投縣名間鄉,2015,40,35.5
南投縣國姓鄉,2015,40,36.0
南投縣埔里鎮,2015,40,36.0
南投縣水里鄉,2015,40,36.0
南投縣竹山鎮,2015,40,36.0
南投縣草屯鎮,2015,40,35.75
南投縣集集鎮,2015,40,36.0
南投縣魚池鄉,2015,40,36.0
南投縣鹿谷鄉,2015,40,36.0
嘉義市東區,2015,40,39.0
嘉義市西區,2015,40,39.0
嘉義縣中埔鄉,2015,40,38.2
嘉義縣六腳鄉,2015,40,40.0
嘉義縣大埔鄉,2015,40,37.47
嘉義縣大林鎮,2015,40,37.33
嘉義縣太保市,2015,40,39.14
嘉義縣布袋鎮,2015,40,39.83
嘉義縣新港鄉,2015,40,38.17
嘉義縣朴子市,2015,40,41.0
嘉義縣東石鄉,2015,40,40.29
嘉義縣梅山鄉,2015,40,37.17
嘉義縣民雄鄉,2015,40,38.0
嘉義縣水上鄉,2015,40,39.0
嘉義縣溪口鄉,2015,40,38.0
嘉義縣番路鄉,2015,40,38.0
嘉義縣竹崎鄉,2015,40,37.88
嘉義縣義竹鄉,2015,40,39.67
嘉義縣鹿草鄉,2015,40,39.67
基隆市七堵區,2015,40,24.67
基隆市仁愛區,2015,40,26.0
基隆市信義區,2015,40,26.0
基隆市安樂區,2015,40,27.0
基隆市暖暖區,2015,40,25.5
宜蘭縣三星鄉,2015,40,23.33
宜蘭縣五結鄉,2015,40,22.5
宜蘭縣冬山鄉,2015,40,21.75
宜蘭縣南澳鄉,2015,40,21.96
宜蘭縣員山鄉,2015,40,23.4
宜蘭縣壯圍鄉,2015,40,24.0
宜蘭縣大同鄉,2015,40,22.69
宜蘭縣宜蘭市,2015,40,24.0
宜蘭縣礁溪鄉,2015,40,23.88
宜蘭縣蘇澳鎮,2015,40,21.7
宜蘭縣頭城鎮,2015,40,23.14
屏東縣三地門鄉,2015,40,34.85
屏東縣九如鄉,2015,40,36.5
屏東縣佳冬鄉,2015,40,33.67
屏東縣來義鄉,2015,40,33.0
屏東縣內埔鄉,2015,40,35.0
屏東縣南州鄉,2015,40,34.0
屏東縣屏東市,2015,40,36.29
屏東縣崁頂鄉,2015,40,33.33
屏東縣恆春鎮,2015,40,19.0
屏東縣新園鄉,2015,40,34.0
屏東縣新埤鄉,2015,40,33.0
屏東縣春日鄉,2015,40,33.0
屏東縣東港鎮,2015,40,35.67
屏東縣枋寮鄉,2015,40,33.2
屏東縣枋山鄉,2015,40,31.25
屏東縣林邊鄉,2015,40,34.0
屏東縣泰武鄉,2015,40,33.8
屏東縣滿州鄉,2015,40,19.6
屏東縣潮州鎮,2015,40,33.0
屏東縣牡丹鄉,2015,40,23.44
屏東縣獅子鄉,2015,40,28.78
屏東縣琉球鄉,2015,40,34.0
屏東縣瑪家鄉,2015,40,34.2
屏東縣竹田鄉,2015,40,33.33
屏東縣萬丹鄉,2015,40,32.0
