region,year,week,case_c,pop_total,case_per_capita(‰),NO2,NOX,NO,O3,PM10,PM25,SO2
北北基桃竹,2016,30,3787,677458,5.59,15.01,20.75,5.71,29.82,37.53,20.01,3.96
北北基桃竹,2016,31,3748,678842,5.52,13.01,18.38,5.29,27.08,31.87,14.24,3.06
北北基桃竹,2016,32,3828,679352,5.63,13.23,19.54,6.27,22.03,26.9,11.33,3.17
北北基桃竹,2016,33,4032,678921,5.94,13.09,18.89,5.83,24.48,25.9,10.43,2.8
北北基桃竹,2016,34,4114,678088,6.07,13.64,19.48,5.85,26.22,36.41,16.24,3.3
北北基桃竹,2016,35,4111,678519,6.06,16.62,21.28,4.73,44.95,46.55,23.43,3.32
北北基桃竹,2016,36,4473,678519,6.59,15.23,22.02,6.82,22.08,28.5,13.31,2.96
北北基桃竹,2016,37,4308,679982,6.34,12.94,20.46,7.51,19.74,26.01,10.28,2.55
北北基桃竹,2016,38,4000,678921,5.89,11.95,17.69,5.76,29.29,33.49,12.5,2.31
北北基桃竹,2016,39,4804,679149,7.07,10.98,15.86,4.92,25.66,32.13,13.67,2.45
北北基桃竹,2016,40,3852,677226,5.69,12.41,20.07,7.58,20.34,30.83,13.18,2.64
北北基桃竹,2016,41,4271,678088,6.3,13.21,20.86,7.7,26.93,23.08,8.55,2.25
北北基桃竹,2016,42,4402,680249,6.47,10.07,16.36,6.31,21.47,29.05,12.17,2.38
北北基桃竹,2016,43,4375,679352,6.44,17.89,24.91,6.99,27.4,45.2,22.09,3.82
北北基桃竹,2016,44,4672,678786,6.88,12.96,17.72,4.84,34.38,37.55,14.35,2.83
北北基桃竹,2016,45,5489,680446,8.07,17.52,24.51,7.01,28.89,37.15,16.87,3.0
北北基桃竹,2016,46,5500,681102,8.08,19.64,26.97,7.37,31.35,49.06,22.62,3.52
北北基桃竹,2016,47,5672,681144,8.33,19.13,28.4,9.32,22.45,30.58,13.25,3.3
北北基桃竹,2016,48,5614,679982,8.26,14.57,20.41,5.87,29.0,38.22,14.02,2.24
北北基桃竹,2016,49,5555,679120,8.18,15.31,20.47,5.17,30.87,43.34,17.46,2.97
北北基桃竹,2016,50,5726,679982,8.42,16.09,22.52,6.42,31.49,41.46,17.3,2.49
北北基桃竹,2016,51,6119,680452,8.99,19.53,29.55,10.0,25.74,41.39,19.29,2.89
北北基桃竹,2016,52,5994,680278,8.81,15.39,21.33,6.02,31.09,41.79,18.27,2.34
北北基桃竹,2017,1,5992,679673,8.82,19.54,28.1,8.56,23.84,45.98,23.25,3.02
北北基桃竹,2017,2,6117,679857,9.0,16.04,21.7,5.69,30.59,40.45,21.1,2.99
北北基桃竹,2017,3,6501,679198,9.57,16.09,23.17,7.09,28.22,33.15,13.26,2.3
北北基桃竹,2017,4,7074,680138,10.4,13.72,18.9,5.16,36.22,38.46,16.72,2.29
北北基桃竹,2017,5,5668,677678,8.36,14.6,20.81,6.19,28.85,36.97,18.0,2.29
北北基桃竹,2017,6,7145,679792,10.51,14.0,19.29,5.31,36.42,50.79,25.57,2.52
北北基桃竹,2017,7,6536,679544,9.62,19.17,26.71,7.52,35.7,43.9,21.66,2.66
北北基桃竹,2017,8,6041,679511,8.89,19.51,28.21,8.68,28.42,36.02,18.38,2.22
北北基桃竹,2017,9,5988,679636,8.81,20.84,29.25,8.38,34.53,50.97,24.68,2.92
北北基桃竹,2017,10,6228,679061,9.17,21.94,29.46,7.52,37.39,45.52,24.09,2.72
北北基桃竹,2017,11,6119,679493,9.01,18.53,24.93,6.46,34.6,38.94,18.34,2.41
北北基桃竹,2017,12,6177,679792,9.09,18.31,25.13,6.89,36.03,33.32,15.66,2.8
北北基桃竹,2017,13,6557,679511,9.65,21.55,28.25,6.73,42.24,67.76,32.79,3.17
北北基桃竹,2017,14,6500,680069,9.56,20.62,27.57,7.0,40.82,53.53,29.0,3.22
北北基桃竹,2017,15,6352,679191,9.35,20.6,28.62,7.98,29.79,44.17,21.79,3.21
北北基桃竹,2017,16,5540,678393,8.17,17.49,25.48,8.09,26.0,44.83,23.01,2.8
北北基桃竹,2017,17,5957,679198,8.77,20.78,28.18,7.47,39.64,43.88,19.24,2.92
北北基桃竹,2017,18,5747,678679,8.47,18.86,25.26,6.45,32.59,46.3,25.14,3.71
北北基桃竹,2017,19,5708,679198,8.4,17.35,23.48,6.24,29.93,48.92,19.89,3.31
北北基桃竹,2017,20,5655,679198,8.33,15.42,19.76,4.39,38.22,29.28,13.74,2.85
北北基桃竹,2017,21,5576,678778,8.21,15.14,20.2,5.04,31.96,30.0,13.02,2.95
北北基桃竹,2017,22,4867,679198,7.17,13.75,19.41,5.73,28.28,24.42,11.03,2.34
北北基桃竹,2017,23,4962,679544,7.3,15.85,22.46,6.65,24.6,36.39,19.0,3.36
北北基桃竹,2017,24,4900,678416,7.22,15.99,24.29,8.34,22.31,21.64,8.91,2.45
北北基桃竹,2017,25,5263,678416,7.76,14.56,25.42,10.9,16.74,25.4,10.8,2.97
北北基桃竹,2017,26,5144,678640,7.58,13.94,20.35,6.4,23.23,30.64,14.21,3.28
北北基桃竹,2017,27,5290,678028,7.8,14.29,21.96,7.68,18.6,24.73,9.71,2.78
北北基桃竹,2017,28,5152,679198,7.59,14.62,21.9,7.29,20.08,29.23,13.08,3.24
北北基桃竹,2017,29,4767,678937,7.02,12.81,18.81,6.13,23.33,30.62,14.35,3.28
北北基桃竹,2017,30,4395,678624,6.48,12.7,18.4,5.71,24.28,30.32,15.21,3.16
北北基桃竹,2017,31,3961,679198,5.83,15.22,22.09,7.0,23.01,32.31,14.18,2.94
北北基桃竹,2017,32,3665,674826,5.43,12.01,18.53,6.49,21.91,32.97,14.18,2.76
北北基桃竹,2017,33,3781,673212,5.62,14.16,20.28,6.15,24.9,32.66,17.45,3.7
北北基桃竹,2017,34,3791,679198,5.58,11.77,17.69,5.89,22.77,27.5,12.69,2.78
北北基桃竹,2017,35,3702,677842,5.46,10.89,16.07,5.24,24.43,24.4,10.39,2.57
北北基桃竹,2017,36,3906,677442,5.77,15.08,21.64,6.59,23.99,31.9,15.68,3.31
北北基桃竹,2017,37,4082,679198,6.01,15.33,22.21,6.87,28.3,35.83,15.93,3.11
北北基桃竹,2017,38,4324,679511,6.36,17.52,22.17,4.75,41.75,46.49,25.42,4.34
北北基桃竹,2017,39,4169,679198,6.14,15.69,21.37,5.67,30.26,36.88,19.03,3.5
北北基桃竹,2017,40,4374,677611,6.46,13.07,17.41,4.31,34.72,39.04,18.77,3.17
北北基桃竹,2017,41,4062,677924,5.99,8.95,14.15,5.22,21.55,23.07,8.81,2.24
北北基桃竹,2017,42,4365,677842,6.44,13.2,21.38,8.12,28.13,27.09,10.64,2.12
北北基桃竹,2017,43,5119,679337,7.54,16.36,21.8,5.53,45.28,47.26,21.34,2.32
北北基桃竹,2017,44,5256,679198,7.74,14.99,20.8,5.95,36.52,39.57,16.15,2.34
北北基桃竹,2017,45,5382,677611,7.94,13.9,18.98,5.09,33.33,34.51,15.71,2.4
北北基桃竹,2017,46,5458,677924,8.05,16.78,23.43,6.65,25.62,30.05,14.37,2.84
北北基桃竹,2017,47,5624,678679,8.29,15.13,21.89,6.75,27.24,25.08,10.06,2.24
北北基桃竹,2017,48,5679,678624,8.37,14.67,21.39,6.71,28.5,29.75,13.33,2.28
北北基桃竹,2017,49,5983,677894,8.83,16.49,23.07,6.75,30.82,37.46,17.37,2.57
北北基桃竹,2017,50,6588,678624,9.71,15.42,22.53,7.17,29.63,30.04,13.22,2.56
北北基桃竹,2017,51,7042,678923,10.37,16.21,23.12,6.94,30.84,35.96,16.81,2.7
北北基桃竹,2017,52,8030,679374,11.82,15.37,20.4,5.05,34.04,52.06,24.89,2.76
北北基桃竹,2018,1,7154,745636,9.59,15.59,22.09,6.47,27.54,32.0,13.44,2.28
北北基桃竹,2018,2,7397,745441,9.92,16.78,25.31,8.58,26.96,29.95,12.63,2.39
北北基桃竹,2018,3,7839,745704,10.51,19.5,28.76,9.26,27.96,36.33,17.97,3.25
北北基桃竹,2018,4,7679,744839,10.31,13.53,18.52,5.01,32.0,29.34,11.38,2.18
北北基桃竹,2018,5,6975,746578,9.34,15.33,21.2,5.81,29.88,27.87,15.39,2.05
北北基桃竹,2018,6,7778,745762,10.43,19.41,29.45,10.09,28.54,39.04,18.8,2.27
北北基桃竹,2018,7,7197,745822,9.65,19.04,26.3,7.24,33.11,68.57,27.16,2.65
北北基桃竹,2018,8,8233,744214,11.06,17.46,23.97,6.51,29.29,44.45,22.37,2.36
北北基桃竹,2018,9,8444,745441,11.33,23.32,36.79,13.47,23.76,60.55,30.24,3.27
北北基桃竹,2018,10,7702,745496,10.33,14.65,20.33,5.67,32.75,36.19,15.89,1.99
北北基桃竹,2018,11,7814,745636,10.48,22.65,32.18,9.49,28.5,46.69,22.61,3.26
北北基桃竹,2018,12,7839,746311,10.5,16.59,22.05,5.46,37.79,44.94,19.45,2.2
北北基桃竹,2018,13,7743,747058,10.36,14.75,20.05,5.23,34.52,48.32,20.38,2.33
北北基桃竹,2018,14,6632,745798,8.89,14.82,19.6,4.8,35.19,68.46,26.4,2.44
北北基桃竹,2018,15,7328,745636,9.83,19.51,28.0,8.55,28.53,48.77,22.02,3.25
北北基桃竹,2018,16,6573,746632,8.8,17.25,21.94,4.68,42.04,56.22,23.18,2.87
北北基桃竹,2018,17,6014,745682,8.07,17.64,22.36,4.72,39.83,44.16,23.16,2.95
北北基桃竹,2018,18,5875,744812,7.89,16.21,21.12,4.93,34.3,44.47,22.3,3.03
北北基桃竹,2018,19,5547,745441,7.44,15.49,20.14,4.67,36.26,41.45,17.07,3.11
北北基桃竹,2018,20,5111,745822,6.85,15.43,21.49,6.0,23.26,39.29,19.74,4.03
北北基桃竹,2018,21,4888,743624,6.57,15.53,20.37,4.87,31.08,41.15,18.93,3.69
北北基桃竹,2018,22,4544,743818,6.11,13.16,17.19,3.99,36.56,34.0,16.45,2.99
北北基桃竹,2018,23,4522,744431,6.07,12.41,17.46,5.05,23.78,28.86,12.69,3.04
北北基桃竹,2018,24,4577,744431,6.15,13.93,17.96,4.05,40.84,32.5,13.87,2.32
北北基桃竹,2018,25,4395,744893,5.9,12.32,19.15,6.8,17.62,25.59,9.16,2.65
北北基桃竹,2018,26,4297,744214,5.77,13.03,18.6,5.52,23.89,30.61,14.26,3.29
北北基桃竹,2018,27,4308,743391,5.8,10.9,17.49,6.61,20.52,25.71,9.61,2.57
北北基桃竹,2018,28,4175,742796,5.62,8.24,13.97,5.75,16.85,25.58,10.04,2.53
北北基桃竹,2018,29,4132,744657,5.55,7.73,13.99,6.24,15.05,22.16,9.76,2.46
北北基桃竹,2018,30,4057,743079,5.46,13.71,20.05,6.34,23.3,36.12,16.96,3.26
北北基桃竹,2018,31,3945,741607,5.32,13.39,18.96,5.57,27.47,34.45,15.86,3.11
北北基桃竹,2018,32,4126,743657,5.55,12.44,17.33,4.97,26.14,33.4,18.59,3.22
北北基桃竹,2018,33,4339,743570,5.84,14.03,19.73,5.67,24.43,26.52,11.45,2.89
北北基桃竹,2018,34,4510,742796,6.07,13.4,18.34,5.01,25.65,24.08,10.42,2.62
北北基桃竹,2018,35,4742,742381,6.39,15.18,22.83,7.63,19.49,27.15,11.35,2.58
北北基桃竹,2018,36,4797,744580,6.44,14.12,19.63,5.4,26.44,32.0,15.47,2.93
北北基桃竹,2018,37,5012,743570,6.74,10.19,16.05,5.89,20.86,25.86,10.34,2.4
北北基桃竹,2018,38,4879,743806,6.56,12.98,18.34,5.43,24.97,36.44,19.62,3.12
北北基桃竹,2018,39,5053,744961,6.78,12.5,17.33,4.79,38.47,37.95,13.26,2.1
北北基桃竹,2018,40,5511,744580,7.4,13.79,17.66,3.91,49.72,41.13,16.52,2.39
北北基桃竹,2018,41,5128,743570,6.9,13.65,17.91,4.26,35.33,25.53,11.74,2.28
北北基桃竹,2018,42,5342,745441,7.17,14.38,18.82,4.43,39.14,29.51,12.21,2.24
北北基桃竹,2018,43,5163,743478,6.94,15.24,20.54,5.33,37.58,45.92,17.97,2.67
北北基桃竹,2018,44,5860,744946,7.87,13.32,17.62,4.28,41.35,29.71,11.46,2.15
北北基桃竹,2018,45,5280,745441,7.08,16.23,22.61,6.34,26.32,39.13,20.29,2.97
北北基桃竹,2018,46,5273,743242,7.09,15.08,20.52,5.45,29.02,30.81,13.91,2.56
北北基桃竹,2018,47,5290,745441,7.1,14.72,20.16,5.45,29.76,26.05,12.03,2.24
北北基桃竹,2018,48,5896,746230,7.9,18.03,24.69,6.73,30.43,38.79,18.12,2.69
北北基桃竹,2018,49,6384,743859,8.58,16.24,23.7,7.46,25.78,27.5,12.86,2.67
北北基桃竹,2018,50,6541,743570,8.8,13.84,20.14,6.23,24.55,21.94,10.54,2.13
北北基桃竹,2018,51,6742,745441,9.04,20.75,29.3,8.61,30.37,47.58,22.35,3.09
北北基桃竹,2018,52,6877,744252,9.24,11.82,16.98,5.15,29.23,16.27,7.61,2.01
北北基桃竹,2019,1,5484,745926,7.35,14.93,21.58,6.65,24.16,20.16,10.21,2.13
北北基桃竹,2019,2,7285,746506,9.76,16.61,24.5,7.91,23.02,31.94,14.79,2.21
北北基桃竹,2019,3,7331,748425,9.8,17.67,25.34,7.72,30.34,39.37,18.85,2.18
北北基桃竹,2019,4,8003,748817,10.69,16.84,22.57,5.73,37.24,44.94,20.13,2.33
北北基桃竹,2019,5,9991,748523,13.35,19.36,27.73,8.42,29.11,44.87,23.36,2.38
北北基桃竹,2019,6,4514,746114,6.05,10.91,14.68,3.79,30.61,31.99,15.41,1.76
北北基桃竹,2019,7,8924,748677,11.92,14.59,19.81,5.19,28.52,25.55,12.16,2.06
北北基桃竹,2019,8,7643,747345,10.23,16.58,23.15,6.59,29.78,30.83,14.79,2.2
北北基桃竹,2019,9,7190,748342,9.61,17.0,22.39,5.43,32.58,46.88,22.86,2.08
北北基桃竹,2019,10,7151,747215,9.57,18.75,25.06,6.35,34.12,29.48,16.11,2.02
北北基桃竹,2019,11,7415,746953,9.93,17.87,23.15,5.32,42.98,42.93,20.55,2.17
北北基桃竹,2019,12,7185,746321,9.63,17.33,23.93,6.55,32.44,38.42,19.13,2.24
北北基桃竹,2019,13,6977,746520,9.35,15.37,20.29,4.96,39.43,39.59,17.55,2.26
北北基桃竹,2019,14,6679,746114,8.95,17.11,23.25,6.19,38.23,41.46,21.69,2.4
北北基桃竹,2019,15,6940,747345,9.29,14.86,19.94,5.07,36.79,34.62,16.82,2.22
北北基桃竹,2019,16,6469,748324,8.64,19.69,25.54,5.86,33.33,38.15,20.79,2.86
北北基桃竹,2019,17,5973,748817,7.98,14.4,19.6,5.2,32.93,34.28,16.98,2.98
北北基桃竹,2019,18,6101,747160,8.17,13.51,17.56,4.07,41.3,33.21,14.11,1.98
北北基桃竹,2019,19,6352,746713,8.51,14.52,18.86,4.32,36.87,24.5,11.8,2.22
北北基桃竹,2019,20,5710,747503,7.64,13.8,20.92,7.16,21.08,31.54,15.49,2.43
北北基桃竹,2019,21,5949,748815,7.94,15.56,20.26,4.67,37.95,38.87,16.34,2.37
北北基桃竹,2019,22,5636,746504,7.55,13.52,19.21,5.68,29.8,28.25,11.56,2.34
北北基桃竹,2019,23,5284,746953,7.07,12.7,21.17,8.54,17.42,25.22,10.15,2.36
北北基桃竹,2019,24,5602,747952,7.49,15.81,21.77,5.94,35.33,23.86,12.45,2.24
北北基桃竹,2019,25,5355,747952,7.16,13.1,19.05,6.01,20.86,21.91,9.61,2.28
北北基桃竹,2019,26,4872,745973,6.53,13.37,19.6,6.18,23.17,21.77,10.0,2.29
北北基桃竹,2019,27,4674,747160,6.26,11.2,17.35,6.12,21.48,19.33,8.74,2.11
北北基桃竹,2019,28,4688,745926,6.28,10.8,16.48,5.72,20.73,21.9,11.8,2.11
北北基桃竹,2019,29,4530,746988,6.06,10.31,16.01,5.69,20.19,22.24,9.92,2.23
北北基桃竹,2019,30,4398,747532,5.88,12.28,17.87,5.63,23.56,22.6,11.16,2.35
北北基桃竹,2019,31,4314,745134,5.79,8.21,13.49,5.27,20.2,17.16,9.52,2.25
北北基桃竹,2019,32,4168,745973,5.59,8.0,13.08,5.06,22.48,21.61,10.62,1.91
北北基桃竹,2019,33,4356,747113,5.83,11.87,16.63,4.83,30.8,20.16,11.17,2.15
北北基桃竹,2019,34,4514,746446,6.05,10.5,15.82,5.31,23.03,20.64,10.15,2.34
北北基桃竹,2019,35,4422,746114,5.93,10.28,16.33,6.11,21.15,22.42,12.87,2.52
北北基桃竹,2019,36,4609,747952,6.16,11.77,18.86,7.08,20.55,19.74,10.9,2.43
北北基桃竹,2019,37,4627,746953,6.19,9.52,14.42,4.95,25.58,22.05,12.23,2.24
北北基桃竹,2019,38,5409,748342,7.23,13.72,18.39,4.69,42.63,33.22,14.09,2.04
北北基桃竹,2019,39,5558,746321,7.45,10.89,16.08,5.17,25.52,17.68,8.26,2.01
北北基桃竹,2019,40,5085,747113,6.81,13.34,19.28,5.97,31.94,34.43,21.93,2.38
北北基桃竹,2019,41,5166,747952,6.91,11.69,14.97,3.34,44.27,31.24,16.57,2.23
北北基桃竹,2019,42,5760,747312,7.71,12.38,16.24,3.85,43.92,32.86,14.02,1.87
北北基桃竹,2019,43,5799,747952,7.75,13.0,17.01,4.05,40.83,28.15,13.53,2.28
北北基桃竹,2019,44,5557,746161,7.45,11.92,15.37,3.45,43.78,41.96,17.98,2.04
北北基桃竹,2019,45,5895,747952,7.88,12.67,16.88,4.19,42.54,29.09,12.87,2.03
北北基桃竹,2019,46,6253,747113,8.37,16.7,22.37,5.64,38.04,42.66,21.14,2.32
北北基桃竹,2019,47,6374,747113,8.53,12.73,18.41,5.69,27.25,22.92,10.13,2.03
北北基桃竹,2019,48,6218,746321,8.33,12.93,17.52,4.6,31.55,24.01,11.6,2.1
北北基桃竹,2019,49,6356,746114,8.52,13.88,19.37,5.47,34.26,23.31,10.95,2.09
北北基桃竹,2019,50,7200,746953,9.64,17.73,25.24,7.45,31.12,32.94,16.84,2.67
北北基桃竹,2019,51,7259,746114,9.73,16.75,25.19,8.41,22.14,19.62,10.42,2.28
北北基桃竹,2019,52,7314,748425,9.77,17.23,27.03,9.79,22.62,23.73,12.43,2.12
宜花東,2016,1,216,102173,2.11,10.76,16.39,5.71,23.79,27.75,12.67,2.08
宜花東,2016,2,1109,121084,9.16,9.31,12.72,3.47,30.49,27.56,13.48,1.69
宜花東,2016,3,1154,121966,9.46,10.29,14.34,4.1,27.86,30.25,15.35,1.86
宜花東,2016,4,1216,121442,10.01,9.0,14.15,5.21,28.14,25.34,11.17,1.76
宜花東,2016,5,1365,122651,11.13,8.87,12.77,3.93,29.68,17.87,7.16,1.56
宜花東,2016,6,1733,121966,14.21,8.68,11.47,2.95,39.56,44.38,22.67,1.96
宜花東,2016,7,842,116925,7.2,9.09,12.85,3.77,27.19,24.26,12.04,1.72
宜花東,2016,8,1888,122651,15.39,8.46,11.31,2.93,37.38,40.97,16.08,1.68
宜花東,2016,9,1785,121989,14.63,8.68,11.59,3.08,37.92,34.52,14.32,1.64
宜花東,2016,10,1676,122262,13.71,9.79,14.17,4.44,26.45,27.53,12.88,1.98
宜花東,2016,11,1458,123012,11.85,11.12,16.24,5.23,31.96,25.43,12.17,1.7
宜花東,2016,12,1359,121632,11.17,10.66,16.13,5.49,34.11,35.9,17.77,1.74
宜花東,2016,13,1262,121573,10.38,10.75,13.84,3.1,44.52,45.46,23.28,2.21
宜花東,2016,14,1354,121250,11.17,10.47,14.06,3.5,30.26,45.69,25.12,2.29
宜花東,2016,15,1070,120995,8.84,9.77,12.65,2.89,29.02,30.94,15.57,2.15
宜花東,2016,16,1148,120857,9.5,9.42,12.98,3.65,32.37,31.4,13.8,2.02
宜花東,2016,17,1009,118634,8.51,8.18,11.3,3.16,27.7,34.14,17.09,2.18
宜花東,2016,18,1030,120667,8.54,8.89,11.56,2.72,38.68,48.08,23.89,2.17
宜花東,2016,19,945,120086,7.87,7.62,10.46,2.77,26.92,29.11,11.97,1.88
宜花東,2016,20,901,122104,7.38,6.43,8.73,2.36,33.9,24.65,9.86,1.7
宜花東,2016,21,1041,121957,8.54,7.91,10.81,2.94,25.43,24.83,11.41,2.05
宜花東,2016,22,893,121632,7.34,7.19,10.2,3.0,22.08,26.83,10.48,2.15
宜花東,2016,23,766,117860,6.5,7.27,10.1,2.91,23.54,23.53,9.72,1.95
宜花東,2016,24,745,119614,6.23,7.44,11.22,4.29,17.69,22.88,7.6,1.71
宜花東,2016,25,780,118157,6.6,6.99,10.17,3.19,19.62,22.58,8.85,2.17
宜花東,2016,26,744,117520,6.33,7.06,10.25,3.15,18.87,22.82,8.98,2.18
宜花東,2016,27,694,115467,6.01,5.49,8.72,3.23,15.48,19.9,6.72,1.82
宜花東,2016,28,638,118833,5.37,6.13,9.03,2.88,23.45,26.26,7.98,1.8
宜花東,2016,29,645,117817,5.47,7.15,10.4,3.25,22.14,27.76,10.96,2.05
宜花東,2016,30,613,118224,5.19,6.89,9.53,2.68,25.98,26.75,13.1,2.35
宜花東,2016,31,630,117641,5.36,6.13,8.77,2.67,22.84,26.08,9.77,2.06
宜花東,2016,32,586,115155,5.09,6.12,8.68,2.74,23.7,22.03,9.1,2.08
宜花東,2016,33,678,117032,5.79,5.97,8.53,2.68,22.47,19.42,6.56,1.85
宜花東,2016,34,675,116985,5.77,6.33,9.04,2.66,26.02,27.81,12.47,2.13
宜花東,2016,35,702,117529,5.97,7.49,9.69,2.31,41.11,37.5,17.22,2.22
宜花東,2016,36,736,116935,6.29,7.09,10.06,3.01,23.09,24.6,9.96,2.16
宜花東,2016,37,695,117517,5.91,5.54,8.72,3.09,20.51,20.07,6.44,1.94
宜花東,2016,38,624,116130,5.37,5.61,8.37,2.66,28.54,28.57,9.68,1.75
宜花東,2016,39,799,119088,6.71,4.83,7.26,2.39,28.67,33.88,11.54,1.65
宜花東,2016,40,679,119097,5.7,5.48,8.75,3.22,18.97,24.14,8.67,1.84
宜花東,2016,41,694,117742,5.89,6.32,9.75,3.54,22.19,17.62,5.15,1.57
宜花東,2016,42,681,119292,5.71,4.98,8.4,3.38,18.1,23.63,6.99,1.7
宜花東,2016,43,756,118473,6.38,7.74,10.88,3.13,23.97,28.53,10.58,2.21
宜花東,2016,44,806,119107,6.77,5.66,7.94,2.36,35.48,33.55,8.72,1.57
宜花東,2016,45,980,120658,8.12,7.81,11.1,3.24,30.42,28.81,9.18,1.73
宜花東,2016,46,930,120334,7.73,8.56,11.73,3.12,31.47,35.96,13.54,1.93
宜花東,2016,47,996,120262,8.28,8.29,12.13,3.75,24.82,22.91,7.74,1.79
宜花東,2016,48,978,121371,8.06,7.99,10.96,2.98,30.01,31.62,10.5,1.65
宜花東,2016,49,952,121731,7.82,8.02,10.55,2.56,32.26,34.68,13.31,1.78
宜花東,2016,50,982,119370,8.23,8.06,10.98,2.87,32.87,30.38,11.77,1.82
宜花東,2016,51,968,121199,7.99,8.61,12.38,3.68,26.63,28.37,11.46,1.82
宜花東,2016,52,1060,122116,8.68,7.88,10.57,2.72,31.96,36.57,14.25,1.75
宜花東,2017,1,932,119089,7.83,8.88,12.28,3.42,26.85,28.75,12.75,1.86
宜花東,2017,2,1000,118010,8.47,8.16,10.67,2.57,33.03,33.72,15.88,1.66
宜花東,2017,3,1003,119479,8.39,8.14,11.35,3.15,31.05,26.3,10.33,1.73
宜花東,2017,4,1130,116555,9.69,7.4,10.05,2.59,36.23,31.07,13.39,1.66
宜花東,2017,5,874,117477,7.44,6.96,9.69,2.83,31.29,25.11,10.97,1.63
宜花東,2017,6,1185,119966,9.88,7.3,9.78,2.64,37.44,42.99,20.54,1.84
宜花東,2017,7,1168,120736,9.67,8.84,11.96,3.14,36.25,32.81,15.24,1.82
宜花東,2017,8,1051,118743,8.85,9.33,12.59,3.36,31.98,27.1,12.86,1.75
宜花東,2017,9,958,118586,8.08,9.11,11.95,2.83,40.03,39.2,18.94,1.66
宜花東,2017,10,1010,118585,8.52,10.79,13.9,2.98,40.04,31.85,16.88,1.86
宜花東,2017,11,1029,119478,8.61,8.63,11.31,2.78,36.72,27.46,12.48,1.69
宜花東,2017,12,1064,119581,8.9,8.57,11.15,2.59,38.22,25.09,12.01,1.88
宜花東,2017,13,1040,117438,8.86,9.45,12.08,2.67,44.24,49.39,23.48,1.83
宜花東,2017,14,1058,117868,8.98,9.16,11.69,2.51,41.15,40.84,21.13,2.03
宜花東,2017,15,994,118301,8.4,9.29,12.2,2.91,34.59,32.94,15.66,2.07
宜花東,2017,16,887,118367,7.49,8.44,11.64,3.36,26.8,33.32,16.24,2.09
宜花東,2017,17,1000,118976,8.41,8.57,11.3,2.7,43.01,32.24,13.54,1.78
