ら戳,跋,参璸戈,AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,O3,PM10,PM2.5,RAINFALL,RH,SO2,THC,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR
2015-01-01,玡,程,13.0,1.8,0.24,0.04,0.1,5.6,7.8,2.1,37.0,14.0,NaN,41.0,1.2,1.9,1.7,0.7,0.6,0.3
2015-01-08,玡,程,15.0,1.8,0.21,0.04,0.0,7.0,7.6,0.5,8.0,0.0,NaN,50.0,1.0,1.8,0.8,3.9,0.6,0.1
2015-01-15,玡,程,14.0,1.8,0.28,0.06,0.2,10.0,11.0,0.0,39.0,15.0,NaN,51.0,1.9,1.8,0.5,0.6,0.5,0.2
2015-01-22,玡,程,15.0,1.8,0.31,0.06,0.7,9.5,11.0,1.6,41.0,13.0,NaN,31.0,1.4,1.9,2.0,1.9,0.5,0.1
2015-01-29,玡,程,14.0,1.9,0.26,0.04,0.5,8.3,10.0,0.0,36.0,7.0,NaN,57.0,0.8,1.9,0.1,0.4,1.5,0.6
2015-02-05,玡,程,11.0,1.9,0.33,0.07,0.7,4.3,11.0,1.4,38.0,13.0,NaN,45.0,1.1,2.0,1.3,0.3,1.1,0.5
2015-02-12,玡,程,15.0,1.8,0.33,0.07,0.1,7.1,7.9,3.1,31.0,11.0,NaN,36.0,1.2,2.0,0.9,0.8,0.5,0.2
2015-02-19,玡,程,17.0,1.8,0.29,0.04,0.3,6.2,7.5,0.8,19.0,1.0,NaN,55.0,1.0,1.9,2.1,0.6,0.5,0.3
2015-02-26,玡,程,16.0,1.8,0.21,0.03,0.3,4.5,5.9,1.4,31.0,8.0,NaN,58.0,1.3,1.8,0.5,0.4,0.5,0.5
2015-03-05,玡,程,16.0,1.9,0.33,0.05,0.6,7.7,8.4,1.0,39.0,10.0,NaN,63.0,1.5,1.9,1.0,1.1,0.8,0.5
2015-03-12,玡,程,16.0,1.8,0.14,0.04,0.0,6.8,8.6,1.1,33.0,5.0,NaN,56.0,2.7,1.8,1.0,1.5,0.5,0.2
2015-03-19,玡,程,18.0,1.8,0.27,0.05,0.0,5.0,5.1,1.9,35.0,9.0,NaN,53.0,0.2,1.9,1.4,1.8,0.6,0.4
2015-03-26,玡,程,18.0,1.7,0.17,0.05,0.2,5.4,7.7,1.1,13.0,0.0,NaN,56.0,2.5,1.8,0.9,0.0,0.5,0.2
2015-04-02,玡,程,20.0,1.7,0.16,0.02,0.0,4.7,6.1,1.1,19.0,0.0,NaN,54.0,1.5,1.8,6.3,1.6,0.5,0.2
2015-04-09,玡,程,19.0,1.8,0.28,0.03,0.0,6.9,8.6,1.3,34.0,2.0,NaN,22.0,1.3,1.9,0.4,0.0,0.6,0.4
2015-04-16,玡,程,22.0,1.7,0.1,0.02,0.2,3.2,4.2,2.3,12.0,0.0,NaN,43.0,1.5,1.8,6.0,7.9,0.7,0.3
2015-04-23,玡,程,23.0,1.8,0.19,0.01,0.0,3.5,3.9,4.4,24.0,6.0,NaN,48.0,0.8,1.8,2.7,5.1,0.9,0.2
2015-04-30,玡,程,25.0,1.8,0.14,0.0,0.1,3.8,4.3,9.3,7.0,0.0,NaN,55.0,1.0,1.8,1.9,12.0,0.5,0.4
2015-05-07,玡,程,26.0,1.8,0.14,0.0,0.1,3.0,4.1,4.3,7.0,1.0,NaN,56.0,1.3,1.8,0.1,14.0,0.7,0.2
2015-05-14,玡,程,26.0,1.7,0.11,0.01,0.0,2.2,2.6,2.3,8.0,0.0,NaN,61.0,1.5,1.8,0.8,3.2,0.5,0.2
2015-05-21,玡,程,25.0,1.7,0.11,0.0,0.1,1.4,2.2,2.2,4.0,0.0,0.2,57.0,1.2,1.7,2.0,5.2,0.5,0.1
2015-05-28,玡,程,27.0,1.7,0.09,0.0,0.1,1.7,2.3,2.6,6.0,0.0,NaN,53.0,1.4,1.7,0.9,0.1,0.5,0.2
2015-06-04,玡,程,28.0,1.7,0.1,0.0,0.0,1.8,2.7,3.2,3.0,0.0,NaN,58.0,1.5,1.7,4.5,34.0,0.5,0.1
2015-06-11,玡,程,29.0,1.7,0.1,0.0,0.1,2.1,2.9,2.1,7.0,0.0,NaN,56.0,1.5,1.7,29.0,35.0,0.5,0.1
2015-06-18,玡,程,28.0,1.7,0.11,0.0,0.1,2.4,3.4,2.8,1.0,0.0,0.2,53.0,1.5,1.7,8.4,3.8,0.5,0.1
2015-06-25,玡,程,29.0,1.7,0.08,0.0,0.0,1.4,2.1,5.3,16.0,0.0,0.2,59.0,1.5,1.7,43.0,36.0,0.7,0.1
2015-07-02,玡,程,26.0,1.8,0.12,0.0,0.1,1.0,1.2,7.6,6.0,0.0,0.2,61.0,1.2,1.8,0.6,4.0,0.7,0.3
2015-07-09,玡,程,27.0,1.7,0.09,0.0,0.1,2.0,2.2,5.9,11.0,0.0,0.2,59.0,0.6,1.7,17.0,2.3,0.7,0.2
2015-07-16,玡,程,26.0,1.7,0.08,0.0,0.0,3.0,3.6,4.2,8.0,0.0,0.2,55.0,0.9,1.8,0.3,32.0,0.6,0.4
2015-07-23,玡,程,27.0,1.6,0.07,0.0,0.3,1.8,2.8,3.0,9.0,0.0,NaN,58.0,1.2,1.7,6.7,5.7,0.5,0.1
2015-07-30,玡,程,27.0,1.7,0.08,0.0,0.0,2.0,3.3,3.6,4.0,0.0,NaN,52.0,1.5,1.7,2.3,14.0,0.7,0.4
2015-08-06,玡,程,25.0,1.7,0.06,0.0,0.0,0.9,1.5,2.4,2.0,0.0,NaN,57.0,1.0,1.7,4.8,5.1,0.7,0.3
2015-08-13,玡,程,26.0,1.7,0.08,0.01,0.1,1.9,3.1,1.9,8.0,0.0,0.2,52.0,0.8,1.7,1.1,7.3,0.5,0.3
2015-08-20,玡,程,26.0,1.7,0.09,0.0,0.1,2.1,2.8,2.3,8.0,0.0,0.2,52.0,1.1,1.7,4.3,4.3,0.6,0.2
2015-08-27,玡,程,24.0,1.7,0.13,0.02,0.3,2.3,4.5,1.9,5.0,0.0,0.2,59.0,1.0,1.7,2.7,0.3,0.5,0.1
2015-09-03,玡,程,26.0,1.7,0.13,0.01,0.0,2.7,3.4,1.8,10.0,0.0,NaN,58.0,1.5,1.7,1.5,0.5,0.5,0.1
2015-09-10,玡,程,26.0,1.8,0.15,0.01,0.1,3.1,3.3,6.7,11.0,4.0,NaN,54.0,1.8,1.8,7.8,5.6,0.5,0.2
2015-09-17,玡,程,27.0,1.7,0.1,0.0,0.0,3.2,4.2,13.0,11.0,0.0,NaN,52.0,1.3,1.7,6.3,4.8,0.6,0.2
2015-09-24,玡,程,25.0,1.7,0.15,0.01,0.0,2.3,2.5,10.0,18.0,3.0,NaN,52.0,1.0,1.8,1.9,7.2,0.7,0.6
2015-10-01,玡,程,27.0,1.7,0.13,0.0,0.1,2.8,3.5,2.5,24.0,5.0,NaN,62.0,1.5,1.7,14.0,8.1,0.5,0.2
2015-10-08,玡,程,24.0,1.7,0.15,0.02,0.0,4.0,4.7,3.2,4.0,0.0,NaN,48.0,1.3,1.8,4.7,0.9,0.7,0.3
2015-10-15,玡,程,24.0,1.7,0.25,0.05,0.1,5.0,6.2,3.5,18.0,7.0,NaN,51.0,2.4,1.8,12.0,6.5,0.5,0.3
2015-10-22,玡,程,25.0,1.7,0.16,0.01,0.1,3.6,4.4,4.8,11.0,3.0,NaN,50.0,1.3,1.8,4.2,26.0,0.5,0.1
2015-10-29,玡,程,22.0,1.8,0.24,0.04,0.0,4.9,5.4,6.5,38.0,10.0,NaN,51.0,2.2,1.9,0.8,0.3,0.5,0.4
2015-11-05,玡,程,23.0,1.8,0.21,0.05,0.0,4.3,6.0,2.5,17.0,12.0,NaN,50.0,1.3,1.8,4.8,0.4,0.7,0.5
2015-11-12,玡,程,24.0,1.8,0.24,0.04,0.0,4.7,5.7,3.2,31.0,5.0,NaN,54.0,1.8,1.8,15.0,0.5,0.5,0.1
2015-11-19,玡,程,22.0,1.8,0.22,0.05,0.4,4.4,6.1,2.9,8.0,2.0,NaN,54.0,1.7,1.8,1.4,9.6,0.6,0.1
2015-11-26,玡,程,16.0,1.8,0.26,0.06,0.2,8.1,8.7,3.2,21.0,0.0,NaN,36.0,2.2,1.9,4.6,5.2,0.6,0.4
2015-12-03,玡,程,19.0,1.8,0.27,0.07,0.3,6.4,7.9,2.0,23.0,1.0,NaN,53.0,1.1,1.9,1.0,2.8,0.6,0.5
2015-12-10,玡,程,15.0,1.8,0.28,0.07,0.1,9.3,11.0,2.4,19.0,0.0,NaN,50.0,1.0,1.9,0.7,1.1,0.9,0.5
2015-12-17,玡,程,13.0,1.8,0.22,0.06,0.1,6.6,8.0,2.2,39.0,3.0,NaN,47.0,1.1,1.9,2.0,0.2,0.5,0.2
2015-12-24,玡,程,16.0,1.9,0.33,0.09,0.3,5.9,6.5,2.2,15.0,0.0,NaN,51.0,1.4,2.0,0.9,1.6,0.5,0.3
