日期,二林,南投,埔里,大里,彰化,忠明,沙鹿,竹山,線西,西屯,豐原,三重,中壢,中山,古亭,土城,基隆,士林,大同,大園,富貴角,平鎮,新店,新莊,松山,板橋,林口,桃園,永和,汐止,淡水,菜寮,萬華,萬里,觀音,陽明,龍潭,三義,新竹,湖口,竹東,苗栗,頭份,冬山,宜蘭,臺東,花蓮,關山,仁武,前金,前鎮,大寮,小港,屏東,左營,復興,恆春,林園,楠梓,橋頭,潮州,美濃,鳳山,善化,嘉義,安南,崙背,斗六,新港,新營,朴子,臺南,臺西,麥寮
2019-01-01,14.28,26.94,19.42,27.98,20.38,23.88,17.94,21.7,15.97,18.6,21.33,82.8,43.97,30.46,21.88,19.34,14.45,11.64,57.93,18.43,3.11,18.99,19.09,19.63,25.09,22.81,14.51,16.78,28.23,19.79,9.52,18.54,24.83,6.02,10.48,2.67,17.36,12.2,17.16,12.84,14.44,19.29,17.93,12.15,8.81,8.6,10.24,5.65,30.16,26.37,36.76,29.99,40.95,20.18,25.2,36.45,2.59,26.29,26.25,26.19,18.21,11.76,35.41,17.99,24.24,17.77,15.96,22.17,16.54,18.85,13.02,21.17,7.94,10.78
2019-01-08,14.67,27.28,19.83,29.94,22.69,26.65,17.45,22.85,16.59,21.93,19.47,89.71,46.16,37.37,26.91,23.84,18.47,18.52,62.34,18.41,3.95,22.15,20.15,25.22,28.43,27.41,15.45,20.32,36.28,26.26,11.28,23.72,30.44,7.41,8.94,2.35,18.95,12.9,18.82,13.69,15.57,21.16,17.73,12.46,8.21,7.75,9.29,6.33,27.64,23.28,35.54,28.32,39.44,19.5,22.5,36.39,2.52,23.29,24.66,23.48,15.74,11.02,32.31,17.69,24.24,18.92,14.9,22.45,15.65,19.16,13.04,21.86,8.72,10.27
2019-01-15,11.83,21.4,15.5,24.42,19.82,23.54,15.8,18.69,14.27,17.85,15.81,109.27,49.66,39.03,26.16,25.53,12.13,16.47,70.69,18.55,3.51,25.21,22.85,27.73,30.09,31.09,15.32,22.82,33.17,24.3,9.39,25.33,34.64,5.79,10.03,2.49,19.33,13.54,17.26,13.21,13.2,17.86,16.69,10.56,5.96,7.11,8.05,5.66,24.03,22.01,30.59,24.81,33.48,17.15,20.21,30.19,2.58,24.36,20.88,20.6,16.88,11.57,28.52,15.95,21.3,16.06,13.95,19.2,12.92,16.4,11.88,18.88,8.86,10.79
2019-01-22,15.26,24.24,18.12,28.55,22.98,23.91,15.32,16.97,18.02,15.45,14.67,99.52,46.5,32.2,19.46,20.38,11.54,11.65,62.22,20.67,2.44,21.63,17.79,24.84,24.15,25.38,15.74,18.33,22.56,24.91,12.31,24.41,26.62,4.7,12.98,2.56,16.9,10.37,16.92,12.56,11.85,21.83,18.01,10.65,6.08,7.23,9.78,7.1,27.47,23.26,33.25,28.65,40.79,18.63,22.34,33.38,2.86,25.74,23.98,23.48,18.67,11.15,32.75,18.06,24.85,19.1,15.17,21.97,14.36,19.45,12.8,21.52,8.16,12.36
2019-01-29,16.47,23.68,17.75,28.3,24.51,31.86,19.85,16.61,19.08,26.38,17.89,98.99,54.79,40.03,25.48,29.4,20.84,21.27,67.31,21.92,6.75,25.71,18.23,34.02,35.97,32.95,18.21,26.22,33.45,32.91,17.18,30.8,33.04,8.68,15.9,3.11,17.85,12.65,21.97,17.33,13.54,20.8,19.33,9.95,7.33,7.87,7.79,6.56,26.34,22.37,33.35,28.43,29.62,17.82,22.49,30.38,2.75,16.96,23.45,21.79,15.96,10.19,25.96,14.99,22.47,21.0,17.46,18.61,16.99,19.05,13.67,23.54,11.64,13.56
2019-02-05,10.96,16.36,14.49,15.37,12.35,14.48,10.23,12.76,10.39,11.21,9.31,64.05,33.8,21.72,12.34,11.59,11.12,10.86,48.6,10.75,2.84,13.92,10.54,13.45,17.77,16.08,8.22,12.8,16.38,12.7,7.53,15.19,17.42,5.1,6.68,1.97,10.69,8.02,10.22,7.18,9.02,12.78,10.95,4.57,4.36,6.82,7.65,4.23,14.84,14.44,20.37,16.96,19.77,12.91,13.63,20.16,3.23,16.52,12.79,12.52,12.95,7.87,18.87,10.15,14.26,12.23,12.73,12.18,11.63,11.59,11.02,14.3,8.17,9.14
2019-02-12,12.97,21.97,16.26,24.36,19.53,21.87,13.35,17.22,14.31,16.76,15.16,80.18,40.78,29.62,20.24,16.68,11.9,14.2,57.01,15.87,1.79,20.35,17.52,19.85,22.69,20.88,11.72,16.54,28.1,19.22,8.84,18.51,24.77,5.46,8.41,1.95,15.11,9.96,14.62,9.72,12.51,15.8,14.95,8.26,5.6,6.81,8.49,3.84,21.07,19.04,26.31,18.46,28.89,14.66,17.93,25.07,2.16,16.52,18.42,18.06,12.09,8.51,23.75,14.43,20.77,16.2,12.91,18.41,12.93,15.68,10.43,17.13,8.39,10.16
2019-02-19,13.74,22.66,15.75,25.07,21.69,27.6,16.34,19.05,16.02,18.87,16.36,86.32,48.27,32.67,23.26,21.97,9.06,17.4,63.62,20.17,2.19,24.55,19.21,22.86,23.29,25.47,15.75,21.48,32.79,19.95,10.03,20.96,28.07,4.8,9.61,2.82,18.51,11.9,20.19,14.12,14.68,19.13,18.8,9.27,6.27,6.63,11.1,4.19,19.91,17.97,24.6,17.73,25.87,14.28,17.03,22.93,1.96,15.01,19.28,16.81,10.49,8.68,22.62,14.43,20.02,17.46,14.34,19.25,13.58,16.28,12.74,17.74,11.1,12.8
2019-02-26,13.67,20.05,16.0,22.84,19.04,23.21,16.43,15.72,15.52,17.8,16.75,90.56,47.36,33.43,22.98,22.43,11.79,16.45,56.71,15.91,2.74,21.4,18.32,21.32,25.58,24.72,15.25,20.0,29.45,22.24,11.55,21.15,26.72,5.57,8.39,2.84,17.16,11.65,17.33,12.3,13.76,19.03,18.43,11.49,7.35,6.52,7.93,4.18,19.36,16.35,23.48,17.67,26.36,14.57,15.94,22.17,2.21,16.05,17.28,15.66,10.99,8.42,22.53,12.31,16.82,13.29,13.29,14.76,11.84,13.1,10.08,16.04,10.0,11.6
2019-03-05,13.94,25.21,16.41,29.38,22.22,26.77,16.91,18.65,17.03,18.82,13.41,94.7,52.68,37.99,26.75,21.96,13.37,16.62,75.09,20.95,3.28,23.14,20.98,23.96,31.11,27.41,17.67,21.17,36.36,25.23,12.21,25.0,31.68,5.65,13.91,2.22,16.82,11.61,18.9,13.1,14.3,18.49,17.43,10.77,7.51,6.96,11.34,5.34,23.53,23.58,30.94,21.5,32.37,16.18,22.1,28.89,2.58,20.02,22.93,20.07,13.24,9.27,25.32,15.15,22.9,19.58,15.32,21.88,14.41,18.4,14.7,22.81,11.3,14.45
