日期,二林,南投,埔里,大里,彰化,忠明,沙鹿,竹山,線西,西屯,豐原,三重,中壢,中山,古亭,土城,基隆,士林,大同,大園,富貴角,平鎮,新店,新莊,松山,板橋,林口,桃園,永和,汐止,淡水,菜寮,萬華,萬里,觀音,陽明,龍潭,三義,新竹,湖口,竹東,苗栗,頭份,冬山,宜蘭,臺東,花蓮,關山,仁武,前金,前鎮,大寮,小港,屏東,左營,復興,恆春,林園,楠梓,橋頭,潮州,美濃,鳳山,善化,嘉義,安南,崙背,斗六,新港,新營,朴子,臺南,臺西,麥寮
2018-01-01,14.12,27.63,20.03,31.77,22.63,34.31,23.62,20.63,18.58,28.5,17.41,92.28,48.73,30.95,20.55,18.63,11.16,10.39,57.13,17.93,3.01,20.88,14.93,17.89,22.92,20.97,12.76,16.97,24.91,18.26,7.16,20.58,25.86,7.06,13.8,2.86,17.48,11.89,20.06,15.5,14.87,23.62,21.06,13.11,9.47,7.82,10.5,6.67,29.44,24.33,32.09,30.17,41.64,21.96,25.24,36.94,2.5,25.63,26.77,24.37,17.91,12.35,32.86,18.6,25.73,20.1,14.88,21.55,16.24,20.26,12.47,21.7,11.29,13.97
2018-01-08,12.01,24.61,15.46,24.95,17.07,24.9,14.91,15.9,16.0,17.79,10.29,114.24,49.36,39.41,27.16,20.82,13.54,19.63,78.48,21.89,2.35,23.32,19.27,31.43,26.73,26.5,19.09,22.39,32.72,27.78,15.68,30.95,32.25,4.42,14.66,2.81,15.93,8.73,15.73,14.02,10.04,17.37,16.18,11.55,7.4,7.33,9.63,6.05,28.86,23.09,29.71,26.74,36.25,19.1,23.52,34.74,2.83,27.26,23.34,22.87,15.9,10.89,30.25,16.55,21.94,19.7,14.88,18.72,14.4,18.51,12.38,19.42,11.9,13.73
2018-01-15,15.32,29.0,20.93,35.1,24.11,32.83,18.77,20.09,19.61,26.03,18.86,94.28,53.77,39.23,29.9,29.63,19.67,19.63,78.78,22.6,4.41,29.52,22.29,32.81,38.04,32.72,23.29,27.85,34.51,30.93,15.92,28.74,33.82,8.86,15.52,1.75,22.04,13.2,22.49,15.6,16.47,21.35,20.92,15.41,10.48,8.15,11.69,6.32,30.6,24.79,35.69,32.0,47.05,25.12,26.58,40.45,2.85,25.06,26.29,25.16,16.09,13.78,36.6,19.77,25.6,20.13,16.51,21.7,16.36,22.16,11.74,23.53,9.51,10.58
2018-01-22,12.78,26.0,16.75,25.94,17.42,20.18,12.55,18.54,14.37,16.59,15.27,82.72,35.51,29.67,19.51,14.25,9.79,9.11,50.91,16.29,2.52,17.85,13.4,15.48,22.71,18.32,13.36,15.62,21.29,18.58,6.9,16.29,24.6,4.66,11.43,1.48,12.94,10.83,13.22,9.89,10.83,16.88,14.43,9.79,6.63,7.01,9.84,5.54,25.13,24.06,28.35,28.13,37.79,19.25,24.41,32.64,2.42,27.65,22.5,22.65,15.87,11.29,31.93,17.64,23.63,16.31,13.63,22.89,13.89,17.24,11.1,18.64,7.27,9.05
2018-01-29,11.37,24.01,13.64,24.04,16.42,18.94,12.07,17.7,13.38,12.17,11.21,102.45,36.22,33.19,25.45,20.09,7.22,13.18,75.76,16.7,2.78,22.2,18.93,22.49,22.67,24.63,12.8,15.91,28.13,17.28,8.66,21.24,30.68,4.06,9.7,1.96,14.91,10.32,14.15,8.66,10.7,15.59,13.48,8.16,7.89,8.87,10.21,6.16,26.35,23.76,28.4,28.46,33.16,19.9,23.56,32.64,2.76,30.72,22.31,22.49,17.87,11.77,29.15,17.62,21.05,17.25,13.23,18.17,13.35,17.79,11.12,18.23,9.05,12.65
2018-02-05,15.11,33.9,15.6,35.66,24.69,29.66,18.62,22.77,18.43,21.36,14.1,119.87,50.42,45.99,39.05,32.24,21.05,22.4,93.68,19.21,2.9666666666666663,23.67,31.23,28.29,40.62,33.78,17.16,21.7,46.06,36.07,11.51,30.25,42.99,5.63,13.92,1.16,17.26,10.62,17.53,12.96,13.76,19.79,16.78,10.93,10.18,11.74,13.12,6.36,30.38,27.38,32.96,27.4,38.62,18.8,26.14,38.98,2.46,31.71,25.26,25.64,17.42,11.85,32.71,20.31,28.24,19.57,16.25,23.66,16.55,21.82,13.82,21.19,11.67,14.24
2018-02-12,12.41,21.34,13.09,24.21,18.32,28.37,16.75,14.39,16.23,21.49,12.48,101.22,52.05,41.52,24.59,27.69,19.53,17.18,63.6,21.4,3.1533333333333333,33.7,17.52,19.76,30.97,30.5,18.92,23.36,34.0,27.97,14.05,33.26,35.99,8.52,15.83,1.66,18.79,9.24,19.93,15.02,12.52,18.05,17.94,10.49,7.86,8.27,8.19,5.63,21.53,20.26,25.6,21.58,27.69,18.0,19.78,29.77,2.27,16.47,19.78,17.86,12.61,9.09,24.66,14.62,19.12,17.63,13.02,17.23,13.74,17.88,11.65,21.58,11.82,11.6
2018-02-19,14.14,23.56,15.2,26.64,20.23,28.54,16.99,16.95,17.18,19.83,13.35,92.52,43.66,34.86,26.69,25.58,17.25,16.62,56.71,15.61,3.34,24.16,22.81,21.44,27.76,26.17,14.52,22.25,38.34,22.57,9.96,21.58,30.02,6.36,10.09,1.68,19.6,11.56,18.61,11.38,16.5,19.11,17.15,9.8,6.85,9.57,8.32,5.39,22.69,22.7,30.13,23.89,32.81,18.67,22.37,32.3,2.33,21.64,20.5,20.52,13.25,9.83,25.6,16.44,21.3,16.84,14.85,20.69,15.12,17.56,12.5,19.68,9.65,11.04
2018-02-26,14.73,22.14,15.15,31.04,23.26,41.59,22.74,14.59,18.96,34.52,17.71,125.62,59.0,61.84,43.74,41.6,24.19,32.08,88.02,23.97,3.13,28.15,32.21,49.06,46.26,53.92,24.93,34.62,62.18,41.48,21.79,47.29,56.43,10.46,17.88,2.84,23.3,13.56,25.24,18.91,17.04,22.53,19.53,13.27,8.38,8.28,7.83,4.83,21.51,23.07,28.7,21.58,31.11,16.99,24.27,30.71,2.45,20.04,22.21,19.46,12.03,9.15,25.34,16.99,21.43,20.12,14.67,21.36,16.4,19.56,12.91,24.22,11.88,12.7
2018-03-05,12.04,18.84,12.19,19.95,15.43,19.61,13.69,15.85,14.95,14.82,10.66,90.68,42.75,28.52,22.65,17.4,11.47,11.68,58.0,16.84,2.92,18.79,15.29,21.71,23.75,22.31,12.57,17.94,26.52,19.99,8.9,18.18,25.67,5.68,11.6,2.62,14.09,9.52,14.89,10.82,10.32,15.52,14.18,10.31,6.18,7.39,6.95,4.83,21.37,18.82,25.05,24.08,27.92,18.21,19.54,26.58,2.31,21.07,19.79,18.42,14.02,10.84,24.42,14.54,18.89,16.14,13.44,16.92,12.99,18.355,11.51,18.47,10.46,12.29
