日期,二林,南投,埔里,大里,彰化,忠明,沙鹿,竹山,線西,西屯,豐原,三重,中壢,中山,古亭,土城,基隆,士林,大同,大園,富貴角,平鎮,新店,新莊,松山,板橋,林口,桃園,永和,汐止,淡水,菜寮,萬華,萬里,觀音,陽明,龍潭,三義,新竹,湖口,竹東,苗栗,頭份,冬山,宜蘭,臺東,花蓮,關山,仁武,前金,前鎮,大寮,小港,屏東,左營,復興,恆春,林園,楠梓,橋頭,潮州,美濃,鳳山,善化,嘉義,安南,崙背,斗六,新港,新營,朴子,臺南,臺西,麥寮
2018-01-01,11.83,22.2,15.34,23.14,18.74,23.89,18.0,16.53,15.4,20.71,14.49,32.21,24.93,21.76,16.14,14.69,9.15,8.46,28.11,14.3,2.78,15.85,12.45,14.73,17.79,17.01,10.22,13.59,15.76,14.94,6.04,16.41,20.84,5.58,12.38,2.14,13.87,10.73,17.08,12.05,12.35,18.27,17.31,9.64,8.14,6.06,8.86,5.02,22.22,19.96,24.78,24.86,30.8,19.3,21.39,27.81,1.88,21.17,19.44,19.47,15.26,10.94,25.77,15.64,21.4,17.08,12.4,17.72,13.25,17.48,10.12,17.99,9.64,11.6
2018-01-08,10.34,19.34,12.71,17.64,14.68,17.56,11.97,13.52,13.17,13.61,8.17,35.73,27.26,25.3,18.85,16.07,10.14,13.58,31.54,17.11,2.34,19.19,14.94,21.27,18.78,19.59,14.26,18.03,18.93,18.09,11.72,21.68,22.86,3.41,13.58,2.06,12.94,7.45,14.08,12.39,8.09,13.73,13.61,8.63,6.65,5.77,8.01,4.97,22.81,19.71,24.31,21.82,29.23,17.08,20.51,26.27,2.29,23.79,17.4,18.78,14.09,9.53,25.04,14.04,19.03,16.17,12.72,16.17,11.74,15.74,10.04,16.18,10.28,11.5
2018-01-15,12.74,24.29,17.42,26.86,19.08,23.55,15.35,17.36,16.22,20.44,15.53,36.69,30.3,27.65,21.59,19.91,15.23,14.24,34.1,17.25,4.16,22.57,17.63,21.28,25.71,22.88,17.46,20.32,21.15,18.9,11.66,21.29,24.81,7.34,12.9,1.43,17.61,11.58,18.3,12.79,13.34,16.92,17.36,10.89,9.08,6.36,9.66,4.76,24.36,21.19,29.95,27.67,37.17,22.5,23.76,32.68,2.32,22.8,20.8,20.99,13.84,11.99,30.99,16.79,21.93,17.04,14.03,18.94,14.1,19.33,9.99,19.47,8.25,8.88
2018-01-22,11.03,21.3,14.52,21.18,15.4,17.4,11.12,16.04,12.46,14.62,12.2,30.94,21.87,21.05,15.51,12.49,8.32,7.81,26.16,13.06,2.52,14.85,11.28,12.7,17.42,15.47,10.96,13.06,14.05,14.94,5.57,13.69,19.28,3.7,10.11,1.33,10.87,9.36,12.03,8.46,8.78,13.45,12.65,7.36,5.88,5.63,8.59,4.42,21.06,20.95,24.45,24.7,30.95,17.81,21.74,26.92,1.8,24.66,17.7,19.23,14.1,9.94,26.97,15.25,20.54,14.26,11.95,19.78,11.97,15.56,9.26,15.49,6.33,7.69
2018-01-29,10.0,19.36,12.24,18.08,14.39,16.11,10.71,14.47,11.82,11.12,9.24,35.52,24.11,24.43,20.61,18.42,6.04,10.91,32.13,12.3,2.79,18.85,16.37,18.45,18.32,21.01,10.32,13.16,19.53,14.04,7.23,18.55,24.15,2.76,9.11,1.95,12.92,9.26,12.9,7.61,8.99,13.14,11.8,6.34,6.97,6.71,8.49,5.38,20.94,20.0,22.99,22.85,26.52,17.43,20.5,25.1,2.02,26.04,16.92,18.8,15.74,10.26,24.15,15.23,17.89,15.18,11.37,15.22,11.56,15.55,9.43,15.51,8.06,10.49
2018-02-05,13.0,24.07,12.29,23.38,18.21,19.99,14.46,18.16,15.28,16.65,10.77,40.36,29.07,29.0,24.78,23.4,14.5,16.95,36.34,15.4,2.81,20.78,20.5,23.05,26.47,26.0,13.68,17.9,23.44,23.13,9.67,23.12,29.91,4.5,12.29,1.27,14.65,8.98,15.68,11.44,11.21,15.18,14.13,8.08,8.69,8.08,10.75,5.22,23.25,22.58,25.44,22.77,30.38,16.69,22.43,28.52,1.78,27.42,18.98,21.19,15.12,10.16,26.29,17.69,22.27,17.11,13.83,19.01,14.51,18.97,11.87,18.21,10.23,11.94
2018-02-12,11.16,18.25,11.61,20.45,16.81,22.29,14.74,12.52,14.62,17.71,10.32,40.21,30.8,27.65,19.43,20.16,15.76,14.2,33.14,18.33,2.83,28.66,14.46,16.26,22.88,23.09,15.98,19.62,23.14,20.07,11.7,22.15,26.46,7.04,14.43,1.51,15.59,8.17,17.81,13.39,10.75,15.25,15.53,7.79,7.01,6.53,7.11,4.64,18.56,17.53,21.75,18.15,23.88,16.23,17.52,23.75,1.61,14.87,14.9,15.21,10.65,7.86,21.57,12.94,17.47,15.66,11.71,15.3,12.45,16.4,10.27,18.38,10.24,9.74
2018-02-19,12.38,19.59,13.42,21.79,17.75,22.1,14.9,14.89,15.1,17.31,11.37,35.66,27.72,24.95,21.34,19.34,14.17,13.72,30.28,12.85,2.85,20.94,18.0,17.02,21.69,21.37,11.84,17.76,23.96,17.41,8.5,17.59,24.43,5.11,9.09,1.37,15.57,10.12,15.88,9.96,13.01,15.95,14.89,7.58,6.09,6.62,7.24,4.31,18.89,19.11,24.76,20.55,27.78,17.03,19.61,26.03,1.63,19.59,16.12,17.38,11.32,8.46,22.22,14.44,18.85,14.8,13.04,17.63,13.24,16.12,10.44,17.41,8.79,9.39
2018-02-26,12.44,18.19,13.01,23.44,19.68,26.94,18.92,12.4,15.85,24.1,14.74,43.93,31.09,34.12,29.86,25.59,17.68,19.88,39.53,18.49,2.726,22.05,23.15,30.68,29.99,32.58,19.92,26.19,32.92,25.67,15.38,28.18,34.88,8.68,15.42,2.68,18.67,11.61,19.85,15.29,13.84,15.9,15.83,10.18,7.27,6.03,6.51,3.46,18.11,18.36,23.61,18.41,26.2,15.07,20.45,24.87,1.68,17.28,16.88,16.07,10.13,7.69,21.82,13.63,18.03,16.35,12.32,17.8,13.18,16.74,10.61,19.75,10.26,10.07
2018-03-05,10.37,16.32,9.97,16.32,14.21,16.84,11.96,13.37,12.75,13.21,8.25,34.59,25.2,20.54,17.19,14.16,9.51,8.72,28.45,13.79,2.602,15.89,12.4,16.29,18.48,17.59,10.01,14.63,17.09,15.75,7.07,14.94,20.82,4.39,10.6,2.35,11.98,8.36,13.65,9.44,8.51,12.9,12.36,7.94,5.28,5.53,5.9,3.77,18.11,16.07,21.17,20.64,23.75,16.24,17.69,21.95,1.71,17.94,15.2,16.03,12.43,9.14,20.83,12.82,16.87,13.76,11.7,14.71,10.96,16.075,10.53,15.4,9.0,10.46
