region,year,week,case_c,pop_total,case_per_capita(‰),NO,NO2,NOx,O3,PM10,PM25,SO2
中彰投,2016,27,1864,312983,5.96,14.02,58.6,72.83,184.7,223.33,105.08,19.22
中彰投,2016,28,1814,314056,5.78,14.82,42.06,56.31,143.56,140.59,57.19,14.65
中彰投,2016,29,1867,311533,5.99,15.76,48.75,64.99,131.37,199.81,93.31,16.91
中彰投,2016,30,1792,313243,5.72,13.98,55.06,68.97,182.4,241.71,132.41,20.06
中彰投,2016,31,1913,313308,6.11,14.06,62.6,75.81,227.08,253.11,130.82,19.3
中彰投,2016,32,1929,313635,6.15,13.58,61.95,74.95,207.97,238.96,122.04,19.6
中彰投,2016,33,1933,312531,6.18,15.84,61.91,77.57,173.6,197.13,90.16,17.86
中彰投,2016,34,2030,311129,6.52,11.63,58.66,69.71,233.14,312.97,164.67,20.14
中彰投,2016,35,2097,311478,6.73,9.33,73.84,83.75,321.39,398.22,224.08,21.29
中彰投,2016,36,2223,313419,7.09,15.03,61.39,76.33,164.19,170.26,78.87,15.07
中彰投,2016,37,2136,313484,6.81,24.54,66.16,90.12,148.36,203.27,88.53,17.42
中彰投,2016,38,2026,314047,6.45,15.45,75.18,91.42,224.73,290.16,128.85,18.23
中彰投,2016,39,2368,313456,7.55,17.84,73.27,91.31,184.35,293.52,131.97,18.36
中彰投,2016,40,2055,314316,6.54,19.68,86.18,105.9,199.77,349.96,191.01,21.31
中彰投,2016,41,2107,311579,6.76,21.5,73.9,94.84,163.37,212.64,97.46,15.99
中彰投,2016,42,2307,315183,7.32,14.96,97.77,113.05,262.04,533.51,300.12,25.46
中彰投,2016,43,2335,314295,7.43,20.75,94.35,114.49,178.29,361.36,188.37,24.31
中彰投,2016,44,2388,314295,7.6,13.41,85.82,98.52,236.28,343.92,158.04,18.17
中彰投,2016,45,2652,315183,8.41,17.06,108.27,125.46,223.22,360.46,187.99,21.67
中彰投,2016,46,2691,314286,8.56,23.66,128.87,152.11,220.42,517.58,281.32,23.83
中彰投,2016,47,2643,314353,8.41,31.84,116.04,147.21,154.59,322.08,169.47,20.79
中彰投,2016,48,2708,315183,8.59,21.82,109.63,131.49,164.77,304.14,135.47,17.25
中彰投,2016,49,2699,313486,8.61,19.76,114.45,134.93,183.72,387.05,190.17,20.96
中彰投,2016,50,2935,314923,9.32,29.95,115.4,145.32,188.94,380.85,184.75,19.32
中彰投,2016,51,2990,315811,9.47,28.1,130.3,158.25,183.84,441.17,241.29,21.82
中彰投,2016,52,2973,315183,9.43,27.92,115.79,143.54,179.69,407.4,196.29,18.3
中彰投,2017,1,2940,311994,9.42,32.78,115.75,148.95,171.63,512.3,280.92,19.53
中彰投,2017,2,2990,310517,9.63,25.49,118.31,143.58,175.94,365.68,198.47,19.49
中彰投,2017,3,3007,311450,9.65,24.73,100.35,124.26,177.28,302.43,146.54,17.27
中彰投,2017,4,3347,312252,10.72,18.51,104.06,122.52,213.29,356.25,182.69,18.42
中彰投,2017,5,2616,311412,8.4,15.07,81.86,96.18,205.47,321.39,146.77,16.49
中彰投,2017,6,3296,312851,10.54,15.84,97.31,112.86,222.85,445.61,232.8,18.86
中彰投,2017,7,3248,311192,10.44,26.62,123.13,149.75,230.94,436.35,226.89,21.5
中彰投,2017,8,2877,309302,9.3,26.83,113.51,140.31,187.07,380.91,203.92,17.19
中彰投,2017,9,2915,312252,9.34,16.66,115.65,132.62,241.12,413.71,217.94,20.33
中彰投,2017,10,2990,310517,9.63,23.35,124.49,148.07,224.69,405.27,244.81,19.68
中彰投,2017,11,2927,311450,9.4,17.73,113.32,131.05,226.56,398.46,226.96,19.13
中彰投,2017,12,2910,311133,9.35,16.16,107.79,124.16,252.02,381.48,204.53,19.28
中彰投,2017,13,3055,312851,9.77,18.32,110.99,128.93,286.33,475.16,245.06,20.64
中彰投,2017,14,3195,311994,10.24,13.35,98.52,111.69,304.84,433.87,243.66,21.15
中彰投,2017,15,2912,312851,9.31,23.16,107.12,130.23,183.55,317.54,169.32,18.97
中彰投,2017,16,2544,311395,8.17,15.4,72.54,87.16,195.25,290.73,158.28,17.96
中彰投,2017,17,2838,311374,9.11,14.61,106.7,121.07,276.1,371.88,188.73,21.27
中彰投,2017,18,2672,311194,8.59,18.13,101.19,118.92,240.33,371.82,204.17,21.48
中彰投,2017,19,2490,311220,8.0,15.26,83.43,98.23,215.64,361.46,164.19,22.07
中彰投,2017,20,2488,309459,8.04,13.98,88.97,101.86,248.77,240.35,119.75,18.59
中彰投,2017,21,2438,311374,7.83,14.04,83.62,97.56,221.84,262.06,129.35,19.72
中彰投,2017,22,2154,309025,6.97,13.22,64.28,77.57,197.09,207.76,101.58,17.27
中彰投,2017,23,2343,311374,7.52,17.27,64.89,81.78,164.56,211.91,101.44,18.59
中彰投,2017,24,2240,311374,7.19,16.07,54.34,70.1,121.14,155.74,53.95,14.31
中彰投,2017,25,2538,312049,8.13,19.22,52.52,72.01,107.45,164.4,67.61,14.42
中彰投,2017,26,2472,305862,8.08,13.85,54.49,67.57,157.65,210.86,95.19,17.96
中彰投,2017,27,2551,312252,8.17,15.43,55.94,70.48,152.89,153.16,61.57,15.78
中彰投,2017,28,2450,311819,7.86,12.7,56.61,69.37,167.52,195.25,85.09,18.46
中彰投,2017,29,2396,310593,7.71,12.66,63.52,74.8,209.81,246.61,119.88,19.24
中彰投,2017,30,2172,311395,6.98,9.83,61.89,71.91,211.19,269.31,152.74,22.57
中彰投,2017,31,2092,309715,6.75,12.45,48.08,59.84,161.29,181.31,79.91,15.61
中彰投,2017,32,1863,307018,6.07,12.01,42.52,53.28,127.89,203.54,90.48,14.86
中彰投,2017,33,1824,306066,5.96,15.93,57.53,73.46,146.2,190.26,98.54,19.41
中彰投,2017,34,1880,310767,6.05,14.96,69.06,84.0,192.52,259.84,134.59,20.1
中彰投,2017,35,1849,307038,6.02,13.43,69.85,82.16,201.87,296.56,157.88,20.25
中彰投,2017,36,1942,307625,6.31,11.53,58.98,70.96,180.05,233.22,118.58,18.61
中彰投,2017,37,2027,309553,6.55,16.31,73.88,89.6,215.26,286.08,141.19,20.75
中彰投,2017,38,2011,310555,6.48,8.74,91.94,101.1,311.67,411.09,237.81,27.73
中彰投,2017,39,1928,309553,6.23,13.87,73.1,86.66,199.71,282.58,151.69,21.48
中彰投,2017,40,2058,310593,6.63,12.57,83.22,94.96,240.37,376.07,193.15,20.64
中彰投,2017,41,2030,308713,6.58,14.96,84.46,99.4,210.25,363.1,173.18,22.3
中彰投,2017,42,2092,309043,6.77,14.99,69.43,84.48,199.33,214.49,86.24,14.57
中彰投,2017,43,2444,311374,7.85,9.81,84.65,94.6,326.44,354.9,174.01,15.51
中彰投,2017,44,2463,307107,8.02,13.79,85.36,98.84,256.9,330.63,135.89,15.76
中彰投,2017,45,2466,309086,7.98,15.09,99.55,114.64,208.45,389.15,179.59,17.5
中彰投,2017,46,2513,312252,8.05,23.2,105.4,128.31,164.29,340.78,161.84,19.39
中彰投,2017,47,2593,311450,8.33,16.49,97.14,113.19,169.95,250.32,111.14,16.03
中彰投,2017,48,2483,310313,8.0,18.84,96.09,114.85,193.99,342.41,163.05,17.06
中彰投,2017,49,2612,312049,8.37,21.59,99.66,121.07,183.01,302.53,154.5,15.84
中彰投,2017,50,2933,312011,9.4,30.66,112.54,143.48,164.58,324.75,158.57,17.63
中彰投,2017,51,3232,312252,10.35,20.29,100.79,121.16,203.08,333.21,168.9,17.75
中彰投,2017,52,3495,311395,11.22,21.65,119.82,141.19,203.99,502.76,279.41,21.4
中彰投,2018,1,3346,347983,9.62,33.49,121.45,154.99,140.82,367.1,193.23,18.19
中彰投,2018,2,3402,346954,9.81,24.0,95.69,119.88,183.53,235.32,116.99,15.93
中彰投,2018,3,3752,347983,10.78,29.78,128.24,157.65,164.19,403.07,217.36,18.97
中彰投,2018,4,3819,348711,10.95,19.09,105.5,124.16,181.75,292.95,132.66,16.37
中彰投,2018,5,3643,347983,10.47,18.04,93.83,111.75,172.09,196.82,121.31,15.03
中彰投,2018,6,3808,348711,10.92,37.77,116.3,154.36,164.19,296.54,165.25,16.18
中彰投,2018,7,3530,347983,10.14,16.35,102.8,119.17,229.91,503.92,226.26,18.67
中彰投,2018,8,3911,348711,11.22,19.13,110.3,129.52,180.51,355.43,199.65,17.25
中彰投,2018,9,4065,348711,11.66,29.97,117.89,147.86,181.29,486.73,260.07,19.16
中彰投,2018,10,3546,348711,10.17,14.96,89.13,104.43,211.34,292.37,137.67,15.87
中彰投,2018,11,3579,346627,10.33,18.9,121.66,140.86,237.56,430.29,232.15,20.62
中彰投,2018,12,3742,347682,10.76,14.38,97.96,112.36,274.89,383.18,182.86,16.33
中彰投,2018,13,3534,347983,10.16,12.43,94.04,106.32,277.49,476.63,252.21,18.36
中彰投,2018,14,3105,347983,8.92,13.25,79.01,91.25,240.68,469.29,204.63,17.98
中彰投,2018,15,3411,347656,9.81,13.56,78.01,91.29,218.01,310.16,144.4,18.69
中彰投,2018,16,3073,346855,8.86,11.42,100.31,112.19,284.44,438.53,224.08,22.43
中彰投,2018,17,2746,347583,7.9,12.18,98.59,109.86,265.92,401.66,217.84,20.9
中彰投,2018,18,2653,345807,7.67,12.05,78.22,89.95,237.69,350.78,175.25,20.31
中彰投,2018,19,2527,347176,7.28,10.84,83.54,94.58,221.53,296.39,134.15,18.93
中彰投,2018,20,2221,346928,6.4,15.51,60.17,76.08,142.14,215.99,104.69,18.46
中彰投,2018,21,2130,344752,6.18,13.27,73.0,84.96,201.99,274.55,142.51,22.36
中彰投,2018,22,2005,343585,5.84,9.83,67.02,76.96,244.69,261.33,124.74,19.64
中彰投,2018,23,1958,343536,5.7,10.19,69.56,79.83,228.67,265.69,125.43,22.17
中彰投,2018,24,1938,345906,5.6,8.49,74.57,83.58,291.46,263.84,126.08,20.62
中彰投,2018,25,1793,342713,5.23,14.23,50.43,64.87,117.01,153.62,54.91,15.01
中彰投,2018,26,1872,345070,5.42,15.38,56.73,71.38,145.64,202.31,87.0,18.76
中彰投,2018,27,1885,344847,5.47,14.36,51.85,67.07,120.26,151.0,59.37,15.15
中彰投,2018,28,2042,345965,5.9,13.16,57.91,70.86,182.4,252.5,124.49,21.54
中彰投,2018,29,2127,344540,6.17,9.18,59.9,69.64,237.46,299.49,167.73,20.33
中彰投,2018,30,2047,344794,5.94,13.48,55.18,67.3,160.69,205.03,101.88,18.3
中彰投,2018,31,2000,341531,5.86,12.3,48.9,61.24,168.5,196.06,90.04,16.33
中彰投,2018,32,1938,344867,5.62,8.89,55.79,66.08,238.73,261.75,158.42,20.62
中彰投,2018,33,2124,345742,6.14,11.25,54.3,65.1,178.65,157.37,72.14,15.47
中彰投,2018,34,2068,343524,6.02,10.42,55.77,66.23,208.64,134.51,63.84,15.8
中彰投,2018,35,2285,347413,6.58,19.32,54.51,74.42,119.59,166.11,71.19,15.11
中彰投,2018,36,2288,346928,6.6,13.77,56.78,69.29,195.33,216.87,105.13,16.05
中彰投,2018,37,2290,345906,6.62,16.79,79.31,96.64,200.99,297.56,145.03,20.94
中彰投,2018,38,2297,343799,6.68,14.82,70.25,85.26,199.98,302.99,169.24,18.97
中彰投,2018,39,2313,344216,6.72,7.99,57.22,65.72,294.36,276.86,106.47,15.89
中彰投,2018,40,2498,345669,7.23,9.39,81.55,91.1,359.47,362.51,168.17,17.77
中彰投,2018,41,2283,344066,6.64,13.56,87.86,101.52,236.93,262.86,130.86,17.44
中彰投,2018,42,2323,343877,6.76,12.18,91.57,103.95,246.66,267.82,128.07,17.9
中彰投,2018,43,2388,346855,6.88,13.56,91.57,105.13,277.15,388.35,176.09,19.74
中彰投,2018,44,2734,346855,7.88,20.14,99.99,118.96,223.9,278.6,118.6,16.62
中彰投,2018,45,2447,346198,7.07,20.66,109.78,130.25,214.82,481.05,257.32,21.4
中彰投,2018,46,2457,346703,7.09,19.22,111.66,131.03,203.48,355.89,171.27,20.22
中彰投,2018,47,2495,348711,7.15,18.93,104.01,123.38,197.47,307.9,141.17,17.44
中彰投,2018,48,2809,347583,8.08,26.51,112.08,138.09,185.44,350.31,172.78,19.39
中彰投,2018,49,2943,348711,8.44,27.37,103.49,130.93,167.58,277.86,118.18,16.22
中彰投,2018,50,3016,346528,8.7,20.9,102.49,122.52,155.82,249.02,111.41,16.14
中彰投,2018,51,3217,346928,9.27,23.12,124.03,147.08,218.93,455.15,209.37,20.04
中彰投,2018,52,3114,346928,8.98,15.38,85.01,100.37,186.17,199.23,75.97,14.44
中彰投,2019,1,2491,345792,7.2,29.76,112.52,142.58,137.02,281.99,135.07,16.12
中彰投,2019,2,3283,347276,9.45,31.75,115.86,147.65,149.47,334.43,147.06,16.1
中彰投,2019,3,3348,348585,9.6,17.65,105.25,122.98,192.92,371.4,180.43,15.84
中彰投,2019,4,3571,347565,10.27,19.32,113.76,132.79,225.4,400.97,180.34,17.46
中彰投,2019,5,4358,348585,12.5,23.22,121.85,145.24,206.77,426.2,208.78,16.75
中彰投,2019,6,2051,343752,5.97,11.42,76.29,87.4,195.66,325.37,155.84,14.94
中彰投,2019,7,4079,348585,11.7,18.44,102.19,119.65,182.54,299.57,145.6,16.28
中彰投,2019,8,3473,347770,9.99,21.13,109.15,130.23,177.18,333.09,171.96,15.59
中彰投,2019,9,3137,346725,9.05,13.69,106.24,120.51,218.99,418.07,221.38,16.7
中彰投,2019,10,3162,346725,9.12,19.32,115.54,134.91,190.63,213.08,119.57,14.96
中彰投,2019,11,3314,347842,9.53,16.33,114.85,131.43,257.68,423.31,232.61,18.38
中彰投,2019,12,3248,347468,9.35,22.63,102.61,124.93,179.11,337.55,181.56,16.85
中彰投,2019,13,3201,348585,9.18,12.47,86.01,98.36,245.46,312.25,160.85,15.61
中彰投,2019,14,3014,347842,8.66,14.8,85.4,100.47,254.75,374.4,217.67,15.93
中彰投,2019,15,3149,347842,9.05,12.53,80.06,92.7,216.04,273.52,144.9,15.95
中彰投,2019,16,3066,348585,8.8,14.63,92.26,106.93,217.21,249.19,134.66,15.87
中彰投,2019,17,2740,345603,7.93,13.25,66.14,78.68,209.54,265.35,140.9,16.68
中彰投,2019,18,2775,347842,7.98,13.5,83.69,97.2,213.16,240.1,113.47,13.85
中彰投,2019,19,2816,347770,8.1,14.29,94.0,108.73,209.2,267.32,139.12,17.27
中彰投,2019,20,2692,347468,7.75,14.94,55.98,71.45,124.6,184.85,88.32,14.17
中彰投,2019,21,2621,348585,7.52,12.7,89.55,101.92,239.36,335.9,173.28,18.19
中彰投,2019,22,2666,346812,7.69,13.39,64.38,78.51,166.68,180.81,80.37,16.7
中彰投,2019,23,2403,347770,6.91,17.52,52.46,70.23,115.65,137.76,62.69,14.75
中彰投,2019,24,2544,346740,7.34,14.84,72.1,86.68,212.54,137.95,79.05,15.03
中彰投,2019,25,2420,344197,7.03,15.61,51.51,67.09,123.19,143.48,59.6,14.59
中彰投,2019,26,2342,345602,6.78,14.82,50.28,65.22,158.13,129.67,57.05,14.21
中彰投,2019,27,2142,344424,6.22,12.47,41.16,53.8,130.25,137.67,51.03,14.15
中彰投,2019,28,2186,344601,6.34,12.7,39.69,52.58,133.63,135.33,75.89,14.0
中彰投,2019,29,2076,346336,5.99,13.71,52.06,65.07,177.7,184.33,99.91,14.5
中彰投,2019,30,2047,345764,5.92,13.98,48.08,61.37,151.61,138.68,64.63,15.22
中彰投,2019,31,1982,345137,5.74,12.22,55.77,67.49,205.39,204.82,112.02,17.86
中彰投,2019,32,1989,346784,5.74,13.1,43.09,55.54,185.73,206.12,94.6,15.26
中彰投,2019,33,2036,343922,5.92,11.32,44.18,54.6,195.66,99.22,53.32,13.37
中彰投,2019,34,2315,347468,6.66,14.02,59.29,73.42,179.69,187.49,108.65,16.54
中彰投,2019,35,2248,344887,6.52,13.25,58.6,71.74,203.75,219.1,133.23,18.78
中彰投,2019,36,2271,343401,6.61,13.77,59.5,72.28,195.6,179.63,108.67,17.25
中彰投,2019,37,2212,341994,6.47,8.95,62.54,72.22,254.37,263.55,164.6,17.44
中彰投,2019,38,2629,345808,7.6,7.88,59.52,68.05,352.14,257.62,108.88,15.28
中彰投,2019,39,2577,346438,7.44,15.57,80.02,95.59,214.95,242.97,120.43,16.26
中彰投,2019,40,2457,345997,7.1,13.41,69.87,81.76,262.88,360.77,245.13,18.25
中彰投,2019,41,2465,343032,7.19,11.34,82.28,93.26,282.05,341.99,188.1,17.98
中彰投,2019,42,2705,345554,7.83,10.4,71.34,81.49,299.64,260.7,109.9,15.34
中彰投,2019,43,2714,344448,7.88,13.35,95.38,108.0,263.42,288.45,149.18,17.63
中彰投,2019,44,2721,343389,7.92,12.39,85.19,97.9,257.91,357.08,157.75,15.43
中彰投,2019,45,2724,346336,7.87,12.34,83.96,96.26,279.22,283.25,126.48,15.47
中彰投,2019,46,3020,346448,8.72,17.46,109.07,125.92,274.43,406.9,220.88,17.04
中彰投,2019,47,2922,347027,8.42,17.86,83.27,100.54,191.01,222.68,102.57,15.34
中彰投,2019,48,2835,347555,8.16,14.78,85.55,100.51,215.68,256.19,111.04,15.45
中彰投,2019,49,2811,347555,8.09,17.14,81.82,99.49,207.72,170.28,80.96,13.5
中彰投,2019,50,3130,347468,9.01,31.77,121.14,152.81,186.97,319.34,172.9,16.49
中彰投,2019,51,3458,348585,9.92,38.56,103.83,142.49,134.43,221.78,116.13,15.55
中彰投,2019,52,3413,348585,9.79,23.22,106.43,129.71,155.15,223.06,110.62,15.49
北北基桃竹苗,2016,1,1814,815947,2.22,80.44,134.85,214.92,140.31,332.04,174.13,21.16
北北基桃竹苗,2016,2,7954,835357,9.52,38.71,111.24,149.89,201.74,272.55,142.5,18.4
北北基桃竹苗,2016,3,7942,834704,9.51,43.96,121.71,165.65,184.2,285.22,153.72,16.9
北北基桃竹苗,2016,4,8279,835110,9.91,73.56,114.24,187.82,177.5,246.91,111.75,19.47
北北基桃竹苗,2016,5,9765,836800,11.67,45.46,108.86,153.93,189.69,165.17,65.92,14.66
北北基桃竹苗,2016,6,12901,836875,15.42,34.46,111.42,145.67,263.59,399.46,217.99,20.79
北北基桃竹苗,2016,7,7111,834778,8.52,44.84,109.14,154.03,171.78,232.96,119.06,15.36
北北基桃竹苗,2016,8,13461,837148,16.08,36.21,103.21,139.12,235.55,363.63,150.25,14.31
北北基桃竹苗,2016,9,12247,837524,14.62,39.19,124.4,163.71,243.62,309.12,145.35,16.83
北北基桃竹苗,2016,10,11428,837811,13.64,66.99,145.01,211.87,164.37,322.43,180.5,21.81
北北基桃竹苗,2016,11,10371,837160,12.39,78.82,150.04,228.88,185.53,247.9,130.77,16.3
北北基桃竹苗,2016,12,9827,836828,11.74,78.99,138.74,217.57,216.82,320.83,167.99,16.89
北北基桃竹苗,2016,13,9000,836115,10.76,44.29,153.45,197.63,285.31,430.74,232.69,22.72
北北基桃竹苗,2016,14,9582,836988,11.45,46.83,139.94,186.88,191.38,457.48,277.47,24.81
北北基桃竹苗,2016,15,8124,835511,9.72,39.44,129.05,168.04,180.85,286.73,164.4,20.39
北北基桃竹苗,2016,16,8213,835512,9.83,47.76,127.27,174.7,223.39,302.26,151.43,19.98
北北基桃竹苗,2016,17,7537,834636,9.03,37.84,106.35,143.84,199.38,329.19,182.49,22.39
北北基桃竹苗,2016,18,7290,835654,8.72,31.72,119.57,151.34,278.09,419.81,238.72,23.59
北北基桃竹苗,2016,19,6720,835829,8.04,37.66,103.8,141.91,202.25,277.64,140.9,23.23
北北基桃竹苗,2016,20,6541,836874,7.82,25.49,92.09,117.22,252.25,251.3,119.7,17.77
北北基桃竹苗,2016,21,6646,834086,7.97,40.85,120.27,160.9,170.63,270.82,149.23,25.59
北北基桃竹苗,2016,22,5798,834068,6.95,35.81,84.1,119.61,158.7,230.18,97.96,20.43
北北基桃竹苗,2016,23,5345,834447,6.41,36.35,90.85,127.17,182.0,221.92,99.88,19.95
北北基桃竹苗,2016,24,5160,832552,6.2,49.25,76.64,125.72,135.5,167.61,60.04,15.68
北北基桃竹苗,2016,25,5233,835693,6.26,37.36,87.4,124.64,159.52,201.86,84.81,22.41
北北基桃竹苗,2016,26,4927,833658,5.91,36.84,89.71,126.66,169.85,204.65,91.6,23.05
北北基桃竹苗,2016,27,4665,832346,5.6,36.41,72.96,109.34,147.6,190.56,75.44,18.58
北北基桃竹苗,2016,28,4503,832771,5.41,34.19,75.8,109.44,153.96,181.3,67.7,17.28
北北基桃竹苗,2016,29,4560,833317,5.47,40.28,83.36,123.2,145.46,224.88,96.41,18.43
北北基桃竹苗,2016,30,4556,832015,5.48,30.83,92.45,123.29,209.75,255.78,134.9,26.01
北北基桃竹苗,2016,31,4517,833346,5.42,28.4,81.14,109.47,198.18,220.69,99.23,20.67
北北基桃竹苗,2016,32,4533,831912,5.45,33.8,82.29,116.25,161.27,189.72,80.31,20.96
北北基桃竹苗,2016,33,4841,831626,5.82,31.75,81.71,113.32,175.7,182.31,72.41,18.67
北北基桃竹苗,2016,34,4942,833462,5.93,31.98,84.91,117.01,188.85,259.25,117.41,22.26
北北基桃竹苗,2016,35,4980,833822,5.97,24.98,101.6,126.15,324.32,331.47,166.44,22.41
北北基桃竹苗,2016,36,5325,833023,6.39,35.88,91.66,127.35,162.82,195.7,85.74,19.32
北北基桃竹苗,2016,37,5135,834664,6.15,41.18,80.17,121.36,143.08,183.3,68.73,16.95
北北基桃竹苗,2016,38,4760,831365,5.73,30.53,73.17,103.67,214.2,235.47,85.54,15.38
北北基桃竹苗,2016,39,5728,834452,6.86,26.7,68.67,95.05,178.87,221.26,91.13,16.03
北北基桃竹苗,2016,40,4581,830778,5.51,41.15,79.33,120.33,152.59,226.5,96.18,17.89
北北基桃竹苗,2016,41,5075,831035,6.11,39.65,80.38,119.46,196.07,165.82,59.92,14.76
北北基桃竹苗,2016,42,5229,833006,6.28,33.46,68.74,101.99,172.17,243.41,109.59,17.69
北北基桃竹苗,2016,43,5282,834572,6.33,37.84,110.62,148.59,195.78,311.98,152.37,25.11
北北基桃竹苗,2016,44,5672,834045,6.8,24.8,77.87,102.5,249.04,253.97,96.4,18.22
北北基桃竹苗,2016,45,6586,835734,7.88,37.33,108.89,146.19,212.2,260.93,118.34,19.76
北北基桃竹苗,2016,46,6626,836072,7.93,40.76,122.84,163.3,223.78,341.7,159.61,22.76
北北基桃竹苗,2016,47,6790,835494,8.13,50.71,119.19,169.71,166.49,217.1,94.02,21.66
北北基桃竹苗,2016,48,6798,836356,8.13,31.47,91.96,123.14,206.08,266.6,99.54,15.21
北北基桃竹苗,2016,49,6719,834199,8.05,27.39,93.69,120.94,221.5,300.27,123.22,19.49
北北基桃竹苗,2016,50,6896,834284,8.27,35.31,99.0,134.38,224.42,283.93,118.61,17.02
北北基桃竹苗,2016,51,7319,835525,8.76,53.65,123.88,177.71,189.93,293.49,140.54,19.7
北北基桃竹苗,2016,52,7176,835832,8.59,32.49,96.12,128.21,220.8,292.32,130.8,15.6
北北基桃竹苗,2017,1,7143,831829,8.59,46.83,121.27,167.87,172.77,328.85,163.38,19.89
北北基桃竹苗,2017,2,7284,833225,8.74,29.96,99.88,129.69,218.27,280.6,145.12,19.35
北北基桃竹苗,2017,3,7764,833338,9.32,36.42,97.55,134.14,204.63,228.05,92.17,15.36
北北基桃竹苗,2017,4,8500,835024,10.18,27.42,83.91,111.01,256.25,268.38,118.49,15.81
北北基桃竹苗,2017,5,6736,831723,8.1,32.04,86.27,118.19,209.51,253.68,120.66,15.03
北北基桃竹苗,2017,6,8546,833711,10.25,27.54,85.51,112.99,258.49,351.24,176.72,16.56
北北基桃竹苗,2017,7,7863,834103,9.43,40.76,117.94,158.71,255.86,310.15,151.38,17.54
北北基桃竹苗,2017,8,7260,833189,8.71,45.02,120.05,164.95,209.22,249.91,126.82,15.0
北北基桃竹苗,2017,9,7131,832550,8.57,43.45,126.75,170.26,252.79,346.4,169.44,19.4
北北基桃竹苗,2017,10,7478,833492,8.97,41.19,135.21,176.2,266.81,315.57,167.49,18.4
北北基桃竹苗,2017,11,7333,832947,8.8,32.74,114.44,147.25,248.8,276.66,128.14,16.18
北北基桃竹苗,2017,12,7407,833427,8.89,35.79,113.53,148.74,259.58,237.18,110.53,18.32
北北基桃竹苗,2017,13,7798,833576,9.35,35.72,131.26,167.19,307.57,464.27,227.14,21.31
北北基桃竹苗,2017,14,7813,834115,9.37,36.47,124.91,160.76,298.37,370.46,205.3,21.75
北北基桃竹苗,2017,15,7568,832450,9.09,42.7,125.15,167.81,217.84,299.89,148.62,21.07
北北基桃竹苗,2017,16,6604,831727,7.94,42.3,106.27,148.35,193.4,305.47,158.43,18.76
北北基桃竹苗,2017,17,7191,833147,8.63,40.22,124.86,164.89,287.36,297.98,131.77,19.06
北北基桃竹苗,2017,18,6894,833110,8.28,35.4,116.4,151.47,237.57,318.75,175.51,24.2
北北基桃竹苗,2017,19,6852,832753,8.23,33.03,105.81,138.89,215.06,333.62,139.04,22.24
北北基桃竹苗,2017,20,6742,832361,8.1,23.68,95.14,118.79,271.74,202.96,94.99,18.47
北北基桃竹苗,2017,21,6693,832824,8.04,28.25,93.33,121.36,227.51,210.19,91.25,20.37
