region,year,week,case_c,pop_total,case_per_capita(‰),NO,NO2,NOx,O3,PM10,PM25,SO2
中彰投,2018,29,2024,340459,5.94,9.18,59.9,69.64,237.46,299.49,167.73,20.33
中彰投,2018,30,1954,331066,5.9,13.48,55.18,67.3,160.69,205.03,101.88,18.3
中彰投,2018,31,1925,337043,5.71,12.3,48.9,61.24,168.5,196.06,90.04,16.33
中彰投,2018,32,1990,339843,5.86,8.89,55.79,66.08,238.73,261.75,158.42,20.62
中彰投,2018,33,2030,337453,6.02,11.25,54.3,65.1,178.65,157.37,72.14,15.47
中彰投,2018,34,1996,334208,5.97,10.42,55.77,66.23,208.64,134.51,63.84,15.8
中彰投,2018,35,2159,340395,6.34,19.32,54.51,74.42,119.59,166.11,71.19,15.11
中彰投,2018,36,2135,336843,6.34,13.77,56.78,69.29,195.33,216.87,105.13,16.05
中彰投,2018,37,2200,338318,6.5,16.79,79.31,96.64,200.99,297.56,145.03,20.94
中彰投,2018,38,2219,341028,6.51,14.82,70.25,85.26,199.98,302.99,169.24,18.97
中彰投,2018,39,2199,340852,6.45,7.99,57.22,65.72,294.36,276.86,106.47,15.89
中彰投,2018,40,2448,339435,7.21,9.39,81.55,91.1,359.47,362.51,168.17,17.77
中彰投,2018,41,2264,335191,6.75,13.56,87.86,101.52,236.93,262.86,130.86,17.44
中彰投,2018,42,2119,337957,6.27,12.18,91.57,103.95,246.66,267.82,128.07,17.9
中彰投,2018,43,2309,336488,6.86,13.56,91.57,105.13,277.15,388.35,176.09,19.74
中彰投,2018,44,2668,344565,7.74,20.14,99.99,118.96,223.9,278.6,118.6,16.62
中彰投,2018,45,2281,340423,6.7,20.66,109.78,130.25,214.82,481.05,257.32,21.4
中彰投,2018,46,2310,342979,6.74,19.22,111.66,131.03,203.48,355.89,171.27,20.22
中彰投,2018,47,2334,337765,6.91,18.93,104.01,123.38,197.47,307.9,141.17,17.44
中彰投,2018,48,2595,338891,7.66,26.51,112.08,138.09,185.44,350.31,172.78,19.39
中彰投,2018,49,2947,345270,8.54,27.37,103.49,130.93,167.58,277.86,118.18,16.22
中彰投,2018,50,3104,345542,8.98,20.9,102.49,122.52,155.82,249.02,111.41,16.14
中彰投,2018,51,3238,346198,9.35,23.12,124.03,147.08,218.93,455.15,209.37,20.04
中彰投,2018,52,3153,342045,9.22,15.38,85.01,100.37,186.17,199.23,75.97,14.44
中彰投,2019,1,2458,342337,7.18,29.76,112.52,142.58,137.02,281.99,135.07,16.12
中彰投,2019,2,3175,343572,9.24,31.75,115.86,147.65,149.47,334.43,147.06,16.1
中彰投,2019,3,3099,345497,8.97,17.65,105.25,122.98,192.92,371.4,180.43,15.84
中彰投,2019,4,3368,343728,9.8,19.32,113.76,132.79,225.4,400.97,180.34,17.46
中彰投,2019,5,4461,347639,12.83,23.22,121.85,145.24,206.77,426.2,208.78,16.75
中彰投,2019,6,1826,332395,5.49,11.42,76.29,87.4,195.66,325.37,155.84,14.94
中彰投,2019,7,3740,345866,10.81,18.44,102.19,119.65,182.54,299.57,145.6,16.28
中彰投,2019,8,3221,346609,9.29,21.13,109.15,130.23,177.18,333.09,171.96,15.59
中彰投,2019,9,2996,341030,8.79,13.69,106.24,120.51,218.99,418.07,221.38,16.7
中彰投,2019,10,2973,343634,8.65,19.32,115.54,134.91,190.63,213.08,119.57,14.96
中彰投,2019,11,3216,341100,9.43,16.33,114.85,131.43,257.68,423.31,232.61,18.38
中彰投,2019,12,3114,343734,9.06,22.63,102.61,124.93,179.11,337.55,181.56,16.85
中彰投,2019,13,3124,345268,9.05,12.47,86.01,98.36,245.46,312.25,160.85,15.61
中彰投,2019,14,2858,342002,8.36,14.8,85.4,100.47,254.75,374.4,217.67,15.93
中彰投,2019,15,2840,343931,8.26,12.53,80.06,92.7,216.04,273.52,144.9,15.95
中彰投,2019,16,2727,340981,8.0,14.63,92.26,106.93,217.21,249.19,134.66,15.87
中彰投,2019,17,2586,338971,7.63,13.25,66.14,78.68,209.54,265.35,140.9,16.68
中彰投,2019,18,2486,340070,7.31,13.5,83.69,97.2,213.16,240.1,113.47,13.85
中彰投,2019,19,2572,343682,7.48,14.29,94.0,108.73,209.2,267.32,139.12,17.27
中彰投,2019,20,2447,337457,7.25,14.94,55.98,71.45,124.6,184.85,88.32,14.17
中彰投,2019,21,2400,342287,7.01,12.7,89.55,101.92,239.36,335.9,173.28,18.19
中彰投,2019,22,2315,338900,6.83,13.39,64.38,78.51,166.68,180.81,80.37,16.7
中彰投,2019,23,2167,335106,6.47,17.52,52.46,70.23,115.65,137.76,62.69,14.75
中彰投,2019,24,2365,341596,6.92,14.84,72.1,86.68,212.54,137.95,79.05,15.03
中彰投,2019,25,2172,340168,6.39,15.61,51.51,67.09,123.19,143.48,59.6,14.59
中彰投,2019,26,2016,336020,6.0,14.82,50.28,65.22,158.13,129.67,57.05,14.21
中彰投,2019,27,1889,335887,5.62,12.47,41.16,53.8,130.25,137.67,51.03,14.15
中彰投,2019,28,1968,334409,5.89,12.7,39.69,52.58,133.63,135.33,75.89,14.0
中彰投,2019,29,1946,332671,5.85,13.71,52.06,65.07,177.7,184.33,99.91,14.5
中彰投,2019,30,1947,336389,5.79,13.98,48.08,61.37,151.61,138.68,64.63,15.22
中彰投,2019,31,1870,334561,5.59,12.22,55.77,67.49,205.39,204.82,112.02,17.86
中彰投,2019,32,1866,333594,5.59,13.1,43.09,55.54,185.73,206.12,94.6,15.26
中彰投,2019,33,1938,335428,5.78,11.32,44.18,54.6,195.66,99.22,53.32,13.37
中彰投,2019,34,2073,338494,6.12,14.02,59.29,73.42,179.69,187.49,108.65,16.54
中彰投,2019,35,2099,339109,6.19,13.25,58.6,71.74,203.75,219.1,133.23,18.78
中彰投,2019,36,2114,337226,6.27,13.77,59.5,72.28,195.6,179.63,108.67,17.25
中彰投,2019,37,2054,334960,6.13,8.95,62.54,72.22,254.37,263.55,164.6,17.44
中彰投,2019,38,2535,342569,7.4,7.88,59.52,68.05,352.14,257.62,108.88,15.28
中彰投,2019,39,2375,339240,7.0,15.57,80.02,95.59,214.95,242.97,120.43,16.26
中彰投,2019,40,2154,342156,6.3,13.41,69.87,81.76,262.88,360.77,245.13,18.25
中彰投,2019,41,2255,342469,6.58,11.34,82.28,93.26,282.05,341.99,188.1,17.98
中彰投,2019,42,2701,339052,7.97,10.4,71.34,81.49,299.64,260.7,109.9,15.34
中彰投,2019,43,2713,343608,7.9,13.35,95.38,108.0,263.42,288.45,149.18,17.63
中彰投,2019,44,2546,342354,7.44,12.39,85.19,97.9,257.91,357.08,157.75,15.43
中彰投,2019,45,2605,341978,7.62,12.34,83.96,96.26,279.22,283.25,126.48,15.47
中彰投,2019,46,2927,340219,8.6,17.46,109.07,125.92,274.43,406.9,220.88,17.04
中彰投,2019,47,2994,343557,8.71,17.86,83.27,100.54,191.01,222.68,102.57,15.34
中彰投,2019,48,2836,343419,8.26,14.78,85.55,100.51,215.68,256.19,111.04,15.45
中彰投,2019,49,2988,343728,8.69,17.14,81.82,99.49,207.72,170.28,80.96,13.5
中彰投,2019,50,3320,345624,9.61,31.77,121.14,152.81,186.97,319.34,172.9,16.49
中彰投,2019,51,3386,344384,9.83,38.56,103.83,142.49,134.43,221.78,116.13,15.55
中彰投,2019,52,3272,345704,9.46,23.22,106.43,129.71,155.15,223.06,110.62,15.49
北北基桃竹苗,2016,1,2044,809301,2.53,80.44,134.85,214.92,140.31,332.04,174.13,21.16
北北基桃竹苗,2016,2,7940,832420,9.54,38.71,111.24,149.89,201.74,272.55,142.5,18.4
北北基桃竹苗,2016,3,7854,834072,9.42,43.96,121.71,165.65,184.2,285.22,153.72,16.9
北北基桃竹苗,2016,4,7932,832651,9.53,73.56,114.24,187.82,177.5,246.91,111.75,19.47
北北基桃竹苗,2016,5,9253,832877,11.11,45.46,108.86,153.93,189.69,165.17,65.92,14.66
北北基桃竹苗,2016,6,11957,835935,14.3,34.46,111.42,145.67,263.59,399.46,217.99,20.79
北北基桃竹苗,2016,7,6163,832281,7.4,44.84,109.14,154.03,171.78,232.96,119.06,15.36
北北基桃竹苗,2016,8,11911,835804,14.25,36.21,103.21,139.12,235.55,363.63,150.25,14.31
北北基桃竹苗,2016,9,10582,834736,12.68,39.19,124.4,163.71,243.62,309.12,145.35,16.83
北北基桃竹苗,2016,10,10113,834296,12.12,66.99,145.01,211.87,164.37,322.43,180.5,21.81
北北基桃竹苗,2016,11,9183,833585,11.02,78.82,150.04,228.88,185.53,247.9,130.77,16.3
北北基桃竹苗,2016,12,8583,831998,10.32,78.99,138.74,217.57,216.82,320.83,167.99,16.89
北北基桃竹苗,2016,13,8069,831687,9.7,44.29,153.45,197.63,285.31,430.74,232.69,22.72
北北基桃竹苗,2016,14,9222,833884,11.06,46.83,139.94,186.88,191.38,457.48,277.47,24.81
北北基桃竹苗,2016,15,7475,833603,8.97,39.44,129.05,168.04,180.85,286.73,164.4,20.39
北北基桃竹苗,2016,16,7384,832051,8.87,47.76,127.27,174.7,223.39,302.26,151.43,19.98
北北基桃竹苗,2016,17,6900,833549,8.28,37.84,106.35,143.84,199.38,329.19,182.49,22.39
北北基桃竹苗,2016,18,6700,833269,8.04,31.72,119.57,151.34,278.09,419.81,238.72,23.59
北北基桃竹苗,2016,19,6548,834239,7.85,37.66,103.8,141.91,202.25,277.64,140.9,23.23
北北基桃竹苗,2016,20,6190,829820,7.46,25.49,92.09,117.22,252.25,251.3,119.7,17.77
北北基桃竹苗,2016,21,6162,829853,7.43,40.85,120.27,160.9,170.63,270.82,149.23,25.59
北北基桃竹苗,2016,22,5682,832875,6.82,35.81,84.1,119.61,158.7,230.18,97.96,20.43
北北基桃竹苗,2016,23,5214,832275,6.26,36.35,90.85,127.17,182.0,221.92,99.88,19.95
北北基桃竹苗,2016,24,4986,828378,6.02,49.25,76.64,125.72,135.5,167.61,60.04,15.68
北北基桃竹苗,2016,25,5152,826435,6.23,37.36,87.4,124.64,159.52,201.86,84.81,22.41
北北基桃竹苗,2016,26,4952,820606,6.03,36.84,89.71,126.66,169.85,204.65,91.6,23.05
北北基桃竹苗,2016,27,4609,823302,5.6,36.41,72.96,109.34,147.6,190.56,75.44,18.58
北北基桃竹苗,2016,28,4456,822100,5.42,34.19,75.8,109.44,153.96,181.3,67.7,17.28
北北基桃竹苗,2016,29,4689,829128,5.66,40.28,83.36,123.2,145.46,224.88,96.41,18.43
北北基桃竹苗,2016,30,4616,827181,5.58,30.83,92.45,123.29,209.75,255.78,134.9,26.01
北北基桃竹苗,2016,31,4659,826581,5.64,28.4,81.14,109.47,198.18,220.69,99.23,20.67
北北基桃竹苗,2016,32,4751,824607,5.76,33.8,82.29,116.25,161.27,189.72,80.31,20.96
北北基桃竹苗,2016,33,4932,828228,5.95,31.75,81.71,113.32,175.7,182.31,72.41,18.67
北北基桃竹苗,2016,34,5080,826224,6.15,31.98,84.91,117.01,188.85,259.25,117.41,22.26
北北基桃竹苗,2016,35,5088,830155,6.13,24.98,101.6,126.15,324.32,331.47,166.44,22.41
北北基桃竹苗,2016,36,5324,831270,6.4,35.88,91.66,127.35,162.82,195.7,85.74,19.32
北北基桃竹苗,2016,37,4991,827806,6.03,41.18,80.17,121.36,143.08,183.3,68.73,16.95
北北基桃竹苗,2016,38,4588,824509,5.56,30.53,73.17,103.67,214.2,235.47,85.54,15.38
北北基桃竹苗,2016,39,5692,829434,6.86,26.7,68.67,95.05,178.87,221.26,91.13,16.03
北北基桃竹苗,2016,40,4636,831824,5.57,41.15,79.33,120.33,152.59,226.5,96.18,17.89
北北基桃竹苗,2016,41,5108,830730,6.15,39.65,80.38,119.46,196.07,165.82,59.92,14.76
北北基桃竹苗,2016,42,5101,829778,6.15,33.46,68.74,101.99,172.17,243.41,109.59,17.69
北北基桃竹苗,2016,43,5350,829483,6.45,37.84,110.62,148.59,195.78,311.98,152.37,25.11
北北基桃竹苗,2016,44,5659,827746,6.84,24.8,77.87,102.5,249.04,253.97,96.4,18.22
北北基桃竹苗,2016,45,6692,831943,8.04,37.33,108.89,146.19,212.2,260.93,118.34,19.76
北北基桃竹苗,2016,46,6939,830216,8.36,40.76,122.84,163.3,223.78,341.7,159.61,22.76
北北基桃竹苗,2016,47,7023,830301,8.46,50.71,119.19,169.71,166.49,217.1,94.02,21.66
北北基桃竹苗,2016,48,6782,828060,8.19,31.47,91.96,123.14,206.08,266.6,99.54,15.21
北北基桃竹苗,2016,49,7060,831341,8.49,27.39,93.69,120.94,221.5,300.27,123.22,19.49
北北基桃竹苗,2016,50,6969,832664,8.37,35.31,99.0,134.38,224.42,283.93,118.61,17.02
北北基桃竹苗,2016,51,7539,833549,9.04,53.65,123.88,177.71,189.93,293.49,140.54,19.7
北北基桃竹苗,2016,52,7677,832776,9.22,32.49,96.12,128.21,220.8,292.32,130.8,15.6
北北基桃竹苗,2017,1,7557,830263,9.1,46.83,121.27,167.87,172.77,328.85,163.38,19.89
北北基桃竹苗,2017,2,7413,830909,8.92,29.96,99.88,129.69,218.27,280.6,145.12,19.35
北北基桃竹苗,2017,3,7869,832175,9.46,36.42,97.55,134.14,204.63,228.05,92.17,15.36
北北基桃竹苗,2017,4,8796,830772,10.59,27.42,83.91,111.01,256.25,268.38,118.49,15.81
北北基桃竹苗,2017,5,7092,828314,8.56,32.04,86.27,118.19,209.51,253.68,120.66,15.03
北北基桃竹苗,2017,6,8941,829613,10.78,27.54,85.51,112.99,258.49,351.24,176.72,16.56
北北基桃竹苗,2017,7,8547,833128,10.26,40.76,117.94,158.71,255.86,310.15,151.38,17.54
北北基桃竹苗,2017,8,7244,831613,8.71,45.02,120.05,164.95,209.22,249.91,126.82,15.0
北北基桃竹苗,2017,9,7268,830415,8.75,43.45,126.75,170.26,252.79,346.4,169.44,19.4
北北基桃竹苗,2017,10,7632,832568,9.17,41.19,135.21,176.2,266.81,315.57,167.49,18.4
北北基桃竹苗,2017,11,7498,829864,9.04,32.74,114.44,147.25,248.8,276.66,128.14,16.18
北北基桃竹苗,2017,12,7431,828233,8.97,35.79,113.53,148.74,259.58,237.18,110.53,18.32
北北基桃竹苗,2017,13,8017,830086,9.66,35.72,131.26,167.19,307.57,464.27,227.14,21.31
北北基桃竹苗,2017,14,8039,829289,9.69,36.47,124.91,160.76,298.37,370.46,205.3,21.75
北北基桃竹苗,2017,15,7393,828902,8.92,42.7,125.15,167.81,217.84,299.89,148.62,21.07
北北基桃竹苗,2017,16,6382,829955,7.69,42.3,106.27,148.35,193.4,305.47,158.43,18.76
北北基桃竹苗,2017,17,7106,826565,8.6,40.22,124.86,164.89,287.36,297.98,131.77,19.06
北北基桃竹苗,2017,18,7047,829223,8.5,35.4,116.4,151.47,237.57,318.75,175.51,24.2
北北基桃竹苗,2017,19,6547,826030,7.93,33.03,105.81,138.89,215.06,333.62,139.04,22.24
北北基桃竹苗,2017,20,6359,828914,7.67,23.68,95.14,118.79,271.74,202.96,94.99,18.47
北北基桃竹苗,2017,21,6249,826225,7.56,28.25,93.33,121.36,227.51,210.19,91.25,20.37
