region,year,week,case_c,pop_total,case_per_capita(‰),NO,NO2,NOx,O3,PM10,PM25,SO2
中彰投,2017,46,474,285558,1.66,23.2,105.4,128.31,164.29,340.78,161.84,19.39
中彰投,2017,47,490,275676,1.78,16.49,97.14,113.19,169.95,250.32,111.14,16.03
中彰投,2017,48,468,275857,1.7,18.84,96.09,114.85,193.99,342.41,163.05,17.06
中彰投,2017,49,513,291164,1.76,21.59,99.66,121.07,183.01,302.53,154.5,15.84
中彰投,2017,50,493,282157,1.75,30.66,112.54,143.48,164.58,324.75,158.57,17.63
中彰投,2017,51,518,295199,1.75,20.29,100.79,121.16,203.08,333.21,168.9,17.75
中彰投,2017,52,571,286577,1.99,21.65,119.82,141.19,203.99,502.76,279.41,21.4
中彰投,2018,1,536,308051,1.74,33.49,121.45,154.99,140.82,367.1,193.23,18.19
中彰投,2018,2,556,314491,1.77,24.0,95.69,119.88,183.53,235.32,116.99,15.93
中彰投,2018,3,550,315282,1.74,29.78,128.24,157.65,164.19,403.07,217.36,18.97
中彰投,2018,4,588,318189,1.85,19.09,105.5,124.16,181.75,292.95,132.66,16.37
中彰投,2018,5,572,324664,1.76,18.04,93.83,111.75,172.09,196.82,121.31,15.03
中彰投,2018,6,668,324777,2.06,37.77,116.3,154.36,164.19,296.54,165.25,16.18
中彰投,2018,7,445,307295,1.45,16.35,102.8,119.17,229.91,503.92,226.26,18.67
中彰投,2018,8,546,319013,1.71,19.13,110.3,129.52,180.51,355.43,199.65,17.25
中彰投,2018,9,605,320834,1.89,29.97,117.89,147.86,181.29,486.73,260.07,19.16
中彰投,2018,10,618,324949,1.9,14.96,89.13,104.43,211.34,292.37,137.67,15.87
中彰投,2018,11,603,329334,1.83,18.9,121.66,140.86,237.56,430.29,232.15,20.62
中彰投,2018,12,636,314616,2.02,14.38,97.96,112.36,274.89,383.18,182.86,16.33
中彰投,2018,13,593,316636,1.87,12.43,94.04,106.32,277.49,476.63,252.21,18.36
中彰投,2018,14,490,320965,1.53,13.25,79.01,91.25,240.68,469.29,204.63,17.98
中彰投,2018,15,651,332312,1.96,13.56,78.01,91.29,218.01,310.16,144.4,18.69
中彰投,2018,16,561,327692,1.71,11.42,100.31,112.19,284.44,438.53,224.08,22.43
中彰投,2018,17,523,330709,1.58,12.18,98.59,109.86,265.92,401.66,217.84,20.9
中彰投,2018,18,489,317862,1.54,12.05,78.22,89.95,237.69,350.78,175.25,20.31
中彰投,2018,19,522,332065,1.57,10.84,83.54,94.58,221.53,296.39,134.15,18.93
中彰投,2018,20,488,315356,1.55,15.51,60.17,76.08,142.14,215.99,104.69,18.46
中彰投,2018,21,470,305397,1.54,13.27,73.0,84.96,201.99,274.55,142.51,22.36
中彰投,2018,22,455,314527,1.45,9.83,67.02,76.96,244.69,261.33,124.74,19.64
中彰投,2018,23,433,323401,1.34,10.19,69.56,79.83,228.67,265.69,125.43,22.17
中彰投,2018,24,430,301073,1.43,8.49,74.57,83.58,291.46,263.84,126.08,20.62
中彰投,2018,25,415,293350,1.41,14.23,50.43,64.87,117.01,153.62,54.91,15.01
中彰投,2018,26,419,295777,1.42,15.38,56.73,71.38,145.64,202.31,87.0,18.76
中彰投,2018,27,355,294868,1.2,14.36,51.85,67.07,120.26,151.0,59.37,15.15
中彰投,2018,28,467,322593,1.45,13.16,57.91,70.86,182.4,252.5,124.49,21.54
中彰投,2018,29,418,297690,1.4,9.18,59.9,69.64,237.46,299.49,167.73,20.33
中彰投,2018,30,408,290091,1.41,13.48,55.18,67.3,160.69,205.03,101.88,18.3
中彰投,2018,31,387,292734,1.32,12.3,48.9,61.24,168.5,196.06,90.04,16.33
中彰投,2018,32,452,304977,1.48,8.89,55.79,66.08,238.73,261.75,158.42,20.62
中彰投,2018,33,388,296396,1.31,11.25,54.3,65.1,178.65,157.37,72.14,15.47
中彰投,2018,34,388,294135,1.32,10.42,55.77,66.23,208.64,134.51,63.84,15.8
中彰投,2018,35,413,315312,1.31,19.32,54.51,74.42,119.59,166.11,71.19,15.11
中彰投,2018,36,450,312568,1.44,13.77,56.78,69.29,195.33,216.87,105.13,16.05
中彰投,2018,37,474,318243,1.49,16.79,79.31,96.64,200.99,297.56,145.03,20.94
中彰投,2018,38,441,292533,1.51,14.82,70.25,85.26,199.98,302.99,169.24,18.97
中彰投,2018,39,447,296389,1.51,7.99,57.22,65.72,294.36,276.86,106.47,15.89
中彰投,2018,40,479,283871,1.69,9.39,81.55,91.1,359.47,362.51,168.17,17.77
中彰投,2018,41,388,299795,1.29,13.56,87.86,101.52,236.93,262.86,130.86,17.44
中彰投,2018,42,412,296632,1.39,12.18,91.57,103.95,246.66,267.82,128.07,17.9
中彰投,2018,43,447,305958,1.46,13.56,91.57,105.13,277.15,388.35,176.09,19.74
中彰投,2018,44,435,305102,1.43,20.14,99.99,118.96,223.9,278.6,118.6,16.62
中彰投,2018,45,483,320606,1.51,20.66,109.78,130.25,214.82,481.05,257.32,21.4
中彰投,2018,46,493,314114,1.57,19.22,111.66,131.03,203.48,355.89,171.27,20.22
中彰投,2018,47,463,307334,1.51,18.93,104.01,123.38,197.47,307.9,141.17,17.44
中彰投,2018,48,512,308356,1.66,26.51,112.08,138.09,185.44,350.31,172.78,19.39
中彰投,2018,49,503,305508,1.65,27.37,103.49,130.93,167.58,277.86,118.18,16.22
中彰投,2018,50,507,310379,1.63,20.9,102.49,122.52,155.82,249.02,111.41,16.14
中彰投,2018,51,499,335103,1.49,23.12,124.03,147.08,218.93,455.15,209.37,20.04
中彰投,2018,52,544,313316,1.74,15.38,85.01,100.37,186.17,199.23,75.97,14.44
中彰投,2019,1,364,296756,1.23,29.76,112.52,142.58,137.02,281.99,135.07,16.12
中彰投,2019,2,513,294939,1.74,31.75,115.86,147.65,149.47,334.43,147.06,16.1
中彰投,2019,3,509,325460,1.56,17.65,105.25,122.98,192.92,371.4,180.43,15.84
中彰投,2019,4,541,319249,1.69,19.32,113.76,132.79,225.4,400.97,180.34,17.46
中彰投,2019,5,744,327421,2.27,23.22,121.85,145.24,206.77,426.2,208.78,16.75
中彰投,2019,6,124,199527,0.62,11.42,76.29,87.4,195.66,325.37,155.84,14.94
中彰投,2019,7,596,319454,1.87,18.44,102.19,119.65,182.54,299.57,145.6,16.28
中彰投,2019,8,554,312339,1.77,21.13,109.15,130.23,177.18,333.09,171.96,15.59
中彰投,2019,9,531,320427,1.66,13.69,106.24,120.51,218.99,418.07,221.38,16.7
中彰投,2019,10,486,294478,1.65,19.32,115.54,134.91,190.63,213.08,119.57,14.96
中彰投,2019,11,568,323099,1.76,16.33,114.85,131.43,257.68,423.31,232.61,18.38
中彰投,2019,12,548,320606,1.71,22.63,102.61,124.93,179.11,337.55,181.56,16.85
中彰投,2019,13,604,315221,1.92,12.47,86.01,98.36,245.46,312.25,160.85,15.61
中彰投,2019,14,459,298805,1.54,14.8,85.4,100.47,254.75,374.4,217.67,15.93
中彰投,2019,15,520,307359,1.69,12.53,80.06,92.7,216.04,273.52,144.9,15.95
中彰投,2019,16,545,329445,1.65,14.63,92.26,106.93,217.21,249.19,134.66,15.87
中彰投,2019,17,531,324103,1.64,13.25,66.14,78.68,209.54,265.35,140.9,16.68
中彰投,2019,18,495,307677,1.61,13.5,83.69,97.2,213.16,240.1,113.47,13.85
中彰投,2019,19,510,319369,1.6,14.29,94.0,108.73,209.2,267.32,139.12,17.27
中彰投,2019,20,496,316905,1.57,14.94,55.98,71.45,124.6,184.85,88.32,14.17
中彰投,2019,21,495,316104,1.57,12.7,89.55,101.92,239.36,335.9,173.28,18.19
中彰投,2019,22,488,309906,1.57,13.39,64.38,78.51,166.68,180.81,80.37,16.7
中彰投,2019,23,462,299318,1.54,17.52,52.46,70.23,115.65,137.76,62.69,14.75
中彰投,2019,24,570,309908,1.84,14.84,72.1,86.68,212.54,137.95,79.05,15.03
中彰投,2019,25,540,300951,1.79,15.61,51.51,67.09,123.19,143.48,59.6,14.59
中彰投,2019,26,457,300693,1.52,14.82,50.28,65.22,158.13,129.67,57.05,14.21
中彰投,2019,27,488,309785,1.58,12.47,41.16,53.8,130.25,137.67,51.03,14.15
中彰投,2019,28,473,308086,1.54,12.7,39.69,52.58,133.63,135.33,75.89,14.0
中彰投,2019,29,516,304704,1.69,13.71,52.06,65.07,177.7,184.33,99.91,14.5
中彰投,2019,30,405,296408,1.37,13.98,48.08,61.37,151.61,138.68,64.63,15.22
中彰投,2019,31,454,294788,1.54,12.22,55.77,67.49,205.39,204.82,112.02,17.86
中彰投,2019,32,437,293012,1.49,13.1,43.09,55.54,185.73,206.12,94.6,15.26
中彰投,2019,33,466,308986,1.51,11.32,44.18,54.6,195.66,99.22,53.32,13.37
中彰投,2019,34,436,302809,1.44,14.02,59.29,73.42,179.69,187.49,108.65,16.54
中彰投,2019,35,450,311557,1.44,13.25,58.6,71.74,203.75,219.1,133.23,18.78
中彰投,2019,36,478,314088,1.52,13.77,59.5,72.28,195.6,179.63,108.67,17.25
中彰投,2019,37,413,293138,1.41,8.95,62.54,72.22,254.37,263.55,164.6,17.44
中彰投,2019,38,504,319989,1.58,7.88,59.52,68.05,352.14,257.62,108.88,15.28
中彰投,2019,39,465,297789,1.56,15.57,80.02,95.59,214.95,242.97,120.43,16.26
中彰投,2019,40,501,307380,1.63,13.41,69.87,81.76,262.88,360.77,245.13,18.25
中彰投,2019,41,438,304993,1.44,11.34,82.28,93.26,282.05,341.99,188.1,17.98
中彰投,2019,42,502,298166,1.68,10.4,71.34,81.49,299.64,260.7,109.9,15.34
中彰投,2019,43,478,291948,1.64,13.35,95.38,108.0,263.42,288.45,149.18,17.63
中彰投,2019,44,479,296539,1.62,12.39,85.19,97.9,257.91,357.08,157.75,15.43
中彰投,2019,45,497,310191,1.6,12.34,83.96,96.26,279.22,283.25,126.48,15.47
中彰投,2019,46,468,310101,1.51,17.46,109.07,125.92,274.43,406.9,220.88,17.04
中彰投,2019,47,541,308697,1.75,17.86,83.27,100.54,191.01,222.68,102.57,15.34
中彰投,2019,48,505,314052,1.61,14.78,85.55,100.51,215.68,256.19,111.04,15.45
中彰投,2019,49,481,313350,1.54,17.14,81.82,99.49,207.72,170.28,80.96,13.5
中彰投,2019,50,505,306397,1.65,31.77,121.14,152.81,186.97,319.34,172.9,16.49
中彰投,2019,51,488,318832,1.53,38.56,103.83,142.49,134.43,221.78,116.13,15.55
中彰投,2019,52,573,316112,1.81,23.22,106.43,129.71,155.15,223.06,110.62,15.49
北北基桃竹苗,2016,1,82,465109,0.18,80.44,134.85,214.92,140.31,332.04,174.13,21.16
北北基桃竹苗,2016,2,1105,795122,1.39,38.71,111.24,149.89,201.74,272.55,142.5,18.4
北北基桃竹苗,2016,3,1094,796545,1.37,43.96,121.71,165.65,184.2,285.22,153.72,16.9
北北基桃竹苗,2016,4,1055,798918,1.32,73.56,114.24,187.82,177.5,246.91,111.75,19.47
北北基桃竹苗,2016,5,1127,790403,1.43,45.46,108.86,153.93,189.69,165.17,65.92,14.66
北北基桃竹苗,2016,6,1577,813522,1.94,34.46,111.42,145.67,263.59,399.46,217.99,20.79
北北基桃竹苗,2016,7,469,725034,0.65,44.84,109.14,154.03,171.78,232.96,119.06,15.36
北北基桃竹苗,2016,8,1470,804199,1.83,36.21,103.21,139.12,235.55,363.63,150.25,14.31
北北基桃竹苗,2016,9,1341,811735,1.65,39.19,124.4,163.71,243.62,309.12,145.35,16.83
北北基桃竹苗,2016,10,1356,814846,1.66,66.99,145.01,211.87,164.37,322.43,180.5,21.81
北北基桃竹苗,2016,11,1292,806962,1.6,78.82,150.04,228.88,185.53,247.9,130.77,16.3
北北基桃竹苗,2016,12,1261,795292,1.59,78.99,138.74,217.57,216.82,320.83,167.99,16.89
北北基桃竹苗,2016,13,1189,797064,1.49,44.29,153.45,197.63,285.31,430.74,232.69,22.72
北北基桃竹苗,2016,14,1311,801249,1.64,46.83,139.94,186.88,191.38,457.48,277.47,24.81
北北基桃竹苗,2016,15,945,799696,1.18,39.44,129.05,168.04,180.85,286.73,164.4,20.39
北北基桃竹苗,2016,16,1200,794532,1.51,47.76,127.27,174.7,223.39,302.26,151.43,19.98
北北基桃竹苗,2016,17,1193,802952,1.49,37.84,106.35,143.84,199.38,329.19,182.49,22.39
北北基桃竹苗,2016,18,1112,801880,1.39,31.72,119.57,151.34,278.09,419.81,238.72,23.59
北北基桃竹苗,2016,19,1054,784650,1.34,37.66,103.8,141.91,202.25,277.64,140.9,23.23
北北基桃竹苗,2016,20,1099,803526,1.37,25.49,92.09,117.22,252.25,251.3,119.7,17.77
北北基桃竹苗,2016,21,1026,791586,1.3,40.85,120.27,160.9,170.63,270.82,149.23,25.59
北北基桃竹苗,2016,22,1078,790233,1.36,35.81,84.1,119.61,158.7,230.18,97.96,20.43
北北基桃竹苗,2016,23,996,801371,1.24,36.35,90.85,127.17,182.0,221.92,99.88,19.95
北北基桃竹苗,2016,24,824,780562,1.06,49.25,76.64,125.72,135.5,167.61,60.04,15.68
北北基桃竹苗,2016,25,952,787802,1.21,37.36,87.4,124.64,159.52,201.86,84.81,22.41
北北基桃竹苗,2016,26,986,786227,1.25,36.84,89.71,126.66,169.85,204.65,91.6,23.05
北北基桃竹苗,2016,27,820,787734,1.04,36.41,72.96,109.34,147.6,190.56,75.44,18.58
北北基桃竹苗,2016,28,762,768063,0.99,34.19,75.8,109.44,153.96,181.3,67.7,17.28
北北基桃竹苗,2016,29,927,797537,1.16,40.28,83.36,123.2,145.46,224.88,96.41,18.43
北北基桃竹苗,2016,30,879,774688,1.13,30.83,92.45,123.29,209.75,255.78,134.9,26.01
北北基桃竹苗,2016,31,769,762580,1.01,28.4,81.14,109.47,198.18,220.69,99.23,20.67
北北基桃竹苗,2016,32,839,777742,1.08,33.8,82.29,116.25,161.27,189.72,80.31,20.96
北北基桃竹苗,2016,33,786,770073,1.02,31.75,81.71,113.32,175.7,182.31,72.41,18.67
北北基桃竹苗,2016,34,878,777983,1.13,31.98,84.91,117.01,188.85,259.25,117.41,22.26
北北基桃竹苗,2016,35,822,773732,1.06,24.98,101.6,126.15,324.32,331.47,166.44,22.41
北北基桃竹苗,2016,36,848,774683,1.09,35.88,91.66,127.35,162.82,195.7,85.74,19.32
北北基桃竹苗,2016,37,882,780020,1.13,41.18,80.17,121.36,143.08,183.3,68.73,16.95
北北基桃竹苗,2016,38,736,775100,0.95,30.53,73.17,103.67,214.2,235.47,85.54,15.38
北北基桃竹苗,2016,39,916,773499,1.18,26.7,68.67,95.05,178.87,221.26,91.13,16.03
北北基桃竹苗,2016,40,699,763640,0.92,41.15,79.33,120.33,152.59,226.5,96.18,17.89
北北基桃竹苗,2016,41,952,788886,1.21,39.65,80.38,119.46,196.07,165.82,59.92,14.76
北北基桃竹苗,2016,42,787,777470,1.01,33.46,68.74,101.99,172.17,243.41,109.59,17.69
北北基桃竹苗,2016,43,918,804336,1.14,37.84,110.62,148.59,195.78,311.98,152.37,25.11
北北基桃竹苗,2016,44,872,791204,1.1,24.8,77.87,102.5,249.04,253.97,96.4,18.22
北北基桃竹苗,2016,45,956,773361,1.24,37.33,108.89,146.19,212.2,260.93,118.34,19.76
北北基桃竹苗,2016,46,952,798165,1.19,40.76,122.84,163.3,223.78,341.7,159.61,22.76
北北基桃竹苗,2016,47,987,781547,1.26,50.71,119.19,169.71,166.49,217.1,94.02,21.66
北北基桃竹苗,2016,48,1005,788282,1.27,31.47,91.96,123.14,206.08,266.6,99.54,15.21
北北基桃竹苗,2016,49,986,784767,1.26,27.39,93.69,120.94,221.5,300.27,123.22,19.49
北北基桃竹苗,2016,50,1084,790288,1.37,35.31,99.0,134.38,224.42,283.93,118.61,17.02
北北基桃竹苗,2016,51,978,787673,1.24,53.65,123.88,177.71,189.93,293.49,140.54,19.7
北北基桃竹苗,2016,52,992,777433,1.28,32.49,96.12,128.21,220.8,292.32,130.8,15.6
北北基桃竹苗,2017,1,970,767582,1.26,46.83,121.27,167.87,172.77,328.85,163.38,19.89
北北基桃竹苗,2017,2,1046,795071,1.32,29.96,99.88,129.69,218.27,280.6,145.12,19.35
北北基桃竹苗,2017,3,1080,784822,1.38,36.42,97.55,134.14,204.63,228.05,92.17,15.36
北北基桃竹苗,2017,4,1007,788426,1.28,27.42,83.91,111.01,256.25,268.38,118.49,15.81
北北基桃竹苗,2017,5,647,758878,0.85,32.04,86.27,118.19,209.51,253.68,120.66,15.03
北北基桃竹苗,2017,6,1151,792923,1.45,27.54,85.51,112.99,258.49,351.24,176.72,16.56
北北基桃竹苗,2017,7,1039,774834,1.34,40.76,117.94,158.71,255.86,310.15,151.38,17.54
北北基桃竹苗,2017,8,1131,793690,1.42,45.02,120.05,164.95,209.22,249.91,126.82,15.0
北北基桃竹苗,2017,9,947,792057,1.2,43.45,126.75,170.26,252.79,346.4,169.44,19.4
北北基桃竹苗,2017,10,1087,807287,1.35,41.19,135.21,176.2,266.81,315.57,167.49,18.4
北北基桃竹苗,2017,11,1055,791608,1.33,32.74,114.44,147.25,248.8,276.66,128.14,16.18
北北基桃竹苗,2017,12,1061,796923,1.33,35.79,113.53,148.74,259.58,237.18,110.53,18.32
北北基桃竹苗,2017,13,1092,794352,1.37,35.72,131.26,167.19,307.57,464.27,227.14,21.31
北北基桃竹苗,2017,14,853,794129,1.07,36.47,124.91,160.76,298.37,370.46,205.3,21.75
北北基桃竹苗,2017,15,1173,805237,1.46,42.7,125.15,167.81,217.84,299.89,148.62,21.07
北北基桃竹苗,2017,16,1061,794360,1.34,42.3,106.27,148.35,193.4,305.47,158.43,18.76
北北基桃竹苗,2017,17,1031,796059,1.3,40.22,124.86,164.89,287.36,297.98,131.77,19.06
北北基桃竹苗,2017,18,982,789099,1.24,35.4,116.4,151.47,237.57,318.75,175.51,24.2
北北基桃竹苗,2017,19,1037,798806,1.3,33.03,105.81,138.89,215.06,333.62,139.04,22.24
北北基桃竹苗,2017,20,1020,803779,1.27,23.68,95.14,118.79,271.74,202.96,94.99,18.47
北北基桃竹苗,2017,21,1071,811647,1.32,28.25,93.33,121.36,227.51,210.19,91.25,20.37
北北基桃竹苗,2017,22,905,787900,1.15,29.91,85.08,114.72,202.33,172.02,79.69,16.12
北北基桃竹苗,2017,23,1063,792541,1.34,36.14,94.71,130.65,178.26,246.48,128.12,22.05
北北基桃竹苗,2017,24,993,797850,1.24,42.48,93.59,135.95,163.36,147.76,59.02,16.02
北北基桃竹苗,2017,25,1087,800117,1.36,56.45,85.69,141.91,122.59,171.14,72.08,19.22
北北基桃竹苗,2017,26,986,785150,1.26,32.88,82.76,115.74,166.71,209.43,95.56,21.96
