日期,地區,統計資料,AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,O3,PM10,PM2.5,RAINFALL,RH,SO2,THC,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR
2022-01-01,新營,平均值,18.729166666666664,2.18625,0.36975757575757573,0.09371521335807045,2.141309523809524,15.970476190476193,18.141190476190477,26.00029863620089,43.21158008658009,25.975108225108222,0.017857142857142856,77.88690476190477,1.6159176279207335,2.2799652133580706,41.32375776397515,42.90864389233953,2.2381987577639753,2.099715320910973
2022-01-08,新營,平均值,16.867857142857144,2.177142857142857,0.4015476190476191,0.0897023809523809,1.9586438923395446,15.381961697722568,17.374974120082815,28.961020408163268,47.83980331262939,28.5,0.0,72.03571428571429,1.6511904761904763,2.266845238095238,67.67857142857143,75.30357142857143,2.1952380952380954,2.0488095238095236
2022-01-15,新營,平均值,18.813095238095237,2.185178571428571,0.37719202898550724,0.08601190476190472,2.1999670619235836,15.231879352531527,17.47736918878223,28.521598639455785,40.39855072463768,23.362060041407865,0.03571428571428571,80.47023809523809,1.77148033126294,2.271190476190476,57.74999999999999,65.72619047619047,2.0738095238095235,1.910714285714286
2022-01-22,新營,平均值,19.93095238095238,2.1488690476190473,0.3729166666666667,0.07482142857142852,2.0589285714285714,13.36011904761905,15.461309523809524,24.201785714285712,42.68297101449275,27.419372294372295,0.08928571428571429,87.5,1.174404761904762,2.2236904761904763,65.85714285714286,59.726190476190474,1.9547619047619047,1.8398809523809523
2022-01-29,新營,平均值,17.185119047619047,2.122942546583851,0.31667443064182194,0.03710144927536228,1.0384199134199135,9.033928571428572,10.112012987012987,29.644897959183673,22.982401656314696,14.736024844720498,0.08928571428571427,83.94642857142857,1.2364648033126293,2.1598576604554864,35.00595238095238,49.166666666666664,2.4017857142857144,2.2547619047619047
2022-02-05,新營,平均值,17.926190476190477,2.134927536231884,0.3364285714285714,0.05710144927536225,1.3971320346320346,11.395183982683983,12.842099567099567,31.100378787878785,36.34394409937888,22.178053830227743,0.0029761904761904717,78.79761904761905,1.8103896103896102,2.1920289855072466,48.01190476190476,59.15476190476191,2.376785714285714,2.207738095238095
2022-02-12,新營,平均值,17.8875,2.151286231884058,0.3705150103519669,0.06275362318840576,1.2887445887445887,11.75979437229437,13.093722943722943,32.55510204081632,43.344461697722565,26.033126293995856,0.005952380952380943,83.77976190476191,1.4902597402597402,2.2140398550724636,64.74404761904762,79.05357142857143,2.376190476190476,2.2142857142857144
2022-02-19,新營,平均值,14.729761904761904,2.104345238095238,0.2867179089026915,0.0585760869565217,0.9659496407258555,11.932135245402508,12.930005480453051,29.40638202649481,18.25957556935818,13.565476190476192,0.4889069264069264,89.94047619047618,0.9115579710144929,2.1629213250517596,31.40530303030303,33.86413043478261,2.4619565217391304,2.3137445887445884
2022-02-26,新營,平均值,21.85238095238095,2.3048473084886125,0.40297360248447206,0.0867313664596273,1.6024068322981366,11.966356107660456,13.585093167701865,38.348602484472046,62.0,41.20238095238095,0.0,73.88095238095238,1.477148033126294,2.39157867494824,106.42857142857143,114.80952380952382,1.600595238095238,1.4654761904761904
2022-03-05,新營,平均值,20.304761904761904,2.2391071428571427,0.3095833333333333,0.07339285714285713,1.4005952380952382,12.933333333333335,14.364880952380952,39.53333333333334,46.887939958592135,23.363612836438925,0.026785714285714284,69.17857142857143,1.6232142857142857,2.3124404761904764,90.55357142857143,102.30357142857143,2.0345238095238094,1.8791666666666667
